gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,,,,,,,,,,,,,,,,,,,
HSD17B3,-2.186415351,-1.89056087,-1.920774659,0.069324151,0.823291967,-4.576586861,,,,,,,,,,,,,,,,,,,
HSDL2,1.233883419,0.811284783,0.803398452,0.431313621,0.823291967,-4.597999517,,,,,,,,,,,,,,,,,,,
HSPA1A,0.464853597,5.13635,1.02564905,0.317463303,0.823291967,-4.594779983,,,,,,,,,,,,,,,,,,,
HSPB1,1.117027926,3.193913043,1.333738378,0.197476823,0.823291967,-4.589323891,,,,,,,,,,,,,,,,,,,
HSPB6,1.415637211,-0.316854348,1.0958666,0.286328689,0.823291967,-4.593631216,,,,,,,,,,,,,,,,,,,
HSPG2,0.731976269,2.2639,1.054523687,0.304381116,0.823291967,-4.594314837,,,,,,,,,,,,,,,,,,,
HYAL1,0.413021704,-1.904945652,0.759704603,0.456409668,0.823291967,-4.598552979,,,,,,,,,,,,,,,,,,,
HYOU1,0.539412976,-0.876645652,0.7333323,0.471976559,0.823291967,-4.598873739,,,,,,,,,,,,,,,,,,,
ICAM1,0.983595279,-2.145647826,0.970307561,0.343634138,0.823291967,-4.595642394,,,,,,,,,,,,,,,,,,,
ICAM2,1.077871219,-0.98143913,0.88176734,0.388514642,0.823291967,-4.596939685,,,,,,,,,,,,,,,,,,,
ICAM3,1.396105814,-3.815508696,1.384766159,0.181578596,0.823291967,-4.588323979,,,,,,,,,,,,,,,,,,,
ID4,1.216595404,0.334976087,0.930965146,0.363119263,0.823291967,-4.59623161,,,,,,,,,,,,,,,,,,,
IDI2,1.801484993,-0.213497826,1.481511832,0.154258865,0.823291967,-4.586362786,,,,,,,,,,,,,,,,,,,
IDUA,1.727106508,-1.51876087,1.925550689,0.068690165,0.823291967,-4.576474396,,,,,,,,,,,,,,,,,,,
IFI30,0.732367888,1.908708696,1.209221012,0.240863533,0.823291967,-4.591654954,,,,,,,,,,,,,,,,,,,
IFIT3,1.183102994,0.234282609,0.849216681,0.405943166,0.823291967,-4.597390197,,,,,,,,,,,,,,,,,,,
IFNW1,-0.592957973,0.527045652,-0.934017695,0.36158123,0.823291967,-4.596186617,,,,,,,,,,,,,,,,,,,
IGDCC4,0.978093306,1.14878913,1.189076608,0.248518295,0.823291967,-4.592016709,,,,,,,,,,,,,,,,,,,
IGF2R,0.619068174,-0.154556522,0.836609798,0.412826486,0.823291967,-4.597560768,,,,,,,,,,,,,,,,,,,
IGFBP1,1.172510528,1.755002174,1.016901639,0.321503809,0.823291967,-4.594918863,,,,,,,,,,,,,,,,,,,
IGFBP2,1.053836998,2.138643478,1.469001864,0.157590659,0.823291967,-4.586620992,,,,,,,,,,,,,,,,,,,
IGFBP3,1.15140569,-3.976013043,1.130657641,0.271751218,0.823291967,-4.593040244,,,,,,,,,,,,,,,,,,,
IGFBP4,1.440623108,1.731021739,1.107392112,0.281437632,0.823291967,-4.593437009,,,,,,,,,,,,,,,,,,,
IGFBP6,1.027971022,2.550106522,1.141619006,0.267273674,0.823291967,-4.592851142,,,,,,,,,,,,,,,,,,,
IGFBPL1,0.713697732,5.272615217,1.085583523,0.29074446,0.823291967,-4.593803163,,,,,,,,,,,,,,,,,,,
IGFL4,-1.004330178,-0.99775,-1.490285598,0.151956706,0.823291967,-4.586180909,,,,,,,,,,,,,,,,,,,
IGHMBP2,1.219883799,0.63948913,1.232625815,0.232196072,0.823291967,-4.591229122,,,,,,,,,,,,,,,,,,,
IGLC2,1.130347917,5.062641304,1.044041924,0.309084839,0.823291967,-4.594484874,,,,,,,,,,,,,,,,,,,
IGSF9,1.893916412,-1.129706522,1.242719539,0.228532483,0.823291967,-4.591043669,,,,,,,,,,,,,,,,,,,
IKBKG,1.537951005,0.512276087,1.533629654,0.140993964,0.823291967,-4.585273099,,,,,,,,,,,,,,,,,,,
IL10,2.325508176,-6.319421739,1.417041223,0.172062366,0.823291967,-4.587678972,,,,,,,,,,,,,,,,,,,
IL10RA,-1.247054099,-1.132063043,-1.607482374,0.123827901,0.823291967,-4.583692301,,,,,,,,,,,,,,,,,,,
IL10RB,0.660830182,0.0071,0.794401738,0.436409464,0.823291967,-4.598115701,,,,,,,,,,,,,,,,,,,
IL11,0.958653967,-0.539673913,1.476264141,0.155649406,0.823291967,-4.58647126,,,,,,,,,,,,,,,,,,,
IL12B,0.688564578,-4.389519565,0.832503507,0.415084511,0.823291967,-4.597615851,,,,,,,,,,,,,,,,,,,
IL13,0.517837091,-2.911528261,0.903471758,0.37717028,0.823291967,-4.596631295,,,,,,,,,,,,,,,,,,,
IL13RA1,0.751847449,-2.001947826,0.933046546,0.362070068,0.823291967,-4.596200944,,,,,,,,,,,,,,,,,,,
IL13RA2,3.42473998,-1.894719565,1.873842477,0.075834286,0.823291967,-4.577686295,,,,,,,,,,,,,,,,,,,
IL15,1.048214958,0.965071739,1.462448923,0.159359218,0.823291967,-4.586755713,,,,,,,,,,,,,,,,,,,
IL16,1.75341206,-2.800480435,1.201472697,0.243786427,0.823291967,-4.591794624,,,,,,,,,,,,,,,,,,,
IL17A,-1.393469302,-2.698186957,-0.861114766,0.399514988,0.823291967,-4.597227204,,,,,,,,,,,,,,,,,,,
IL17C,0.740217885,-3.288652174,0.971182498,0.343209128,0.823291967,-4.595629062,,,,,,,,,,,,,,,,,,,
IL17RB,0.689925748,-0.411271739,1.206405019,0.241922719,0.823291967,-4.59170579,,,,,,,,,,,,,,,,,,,
IL18,1.880752809,2.89121087,1.349091436,0.192581754,0.823291967,-4.589025656,,,,,,,,,,,,,,,,,,,
IL18R1,1.395724304,-4.18146087,1.186745816,0.249415692,0.823291967,-4.592058278,,,,,,,,,,,,,,,,,,,
IL19,0.939011861,-0.261597826,1.109920332,0.280372951,0.823291967,-4.593394199,,,,,,,,,,,,,,,,,,,
IL1A,2.391360107,2.07993913,2.353287651,0.02909696,0.823291967,-4.566083805,,,,,,,,,,,,,,,,,,,
IL1B,2.727127639,1.314173913,2.378591178,0.027599492,0.823291967,-4.565455909,,,,,,,,,,,,,,,,,,,
IL1R2,1.44554318,-3.131745652,1.361782946,0.188608226,0.823291967,-4.58877741,,,,,,,,,,,,,,,,,,,
IL1RAP,1.527167626,-2.684843478,1.603066485,0.124802613,0.823291967,-4.583787975,,,,,,,,,,,,,,,,,,,
IL1RL1,2.696189692,0.878704348,1.777216336,0.09094663,0.823291967,-4.579914365,,,,,,,,,,,,,,,,,,,
IL1RL2,1.104567709,-2.563352174,1.485706966,0.15315456,0.823291967,-4.586275903,,,,,,,,,,,,,,,,,,,
IL1RN,2.141113296,2.63083913,1.672055282,0.110291723,0.823291967,-4.582277438,,,,,,,,,,,,,,,,,,,
IL2,-2.787498823,-2.046695652,-2.072610001,0.051526278,0.823291967,-4.572964996,,,,,,,,,,,,,,,,,,,
IL20,0.322506801,-0.152358696,0.773433894,0.448430108,0.823291967,-4.598382013,,,,,,,,,,,,,,,,,,,
IL21R,-0.654379549,-0.372823913,-1.353778178,0.191106749,0.823291967,-4.588934162,,,,,,,,,,,,,,,,,,,
IL25,-4.448425817,-1.387863043,-3.620766926,0.001732976,0.823291967,-4.535339421,,,,,,,,,,,,,,,,,,,
IL2RB,1.239857286,-2.208606522,0.798772724,0.433929031,0.823291967,-4.598059397,,,,,,,,,,,,,,,,,,,
IL31,0.637053906,-1.447530435,0.987603859,0.335299433,0.823291967,-4.595377026,,,,,,,,,,,,,,,,,,,
IL31RA,0.935666698,-2.965297826,0.79133295,0.438156179,0.823291967,-4.598155068,,,,,,,,,,,,,,,,,,,
IL32,-0.982158134,-5.285134783,-0.726083748,0.476309862,0.823291967,-4.598960126,,,,,,,,,,,,,,,,,,,
IL36G,3.231385865,-1.76461087,2.628034943,0.016229308,0.823291967,-4.559241027,,,,,,,,,,,,,,,,,,,
IL4R,0.901065129,-1.542786957,1.043151067,0.309486988,0.823291967,-4.594499263,,,,,,,,,,,,,,,,,,,
IL5RA,0.592083068,-4.297456522,0.733584819,0.471826022,0.823291967,-4.598870715,,,,,,,,,,,,,,,,,,,
IL6,3.594349112,3.119867391,2.436055292,0.0244607,0.823291967,-4.564027283,,,,,,,,,,,,,,,,,,,
IL6R,0.658970541,-1.001445652,0.771279521,0.449676573,0.823291967,-4.59840902,,,,,,,,,,,,,,,,,,,
ILKAP,1.28026955,2.899845652,1.003672329,0.327683029,0.823291967,-4.595127084,,,,,,,,,,,,,,,,,,,
IMMT,1.236725491,2.873236957,0.82553825,0.418932606,0.823291967,-4.597708747,,,,,,,,,,,,,,,,,,,
IMPA1,0.420675547,4.560115217,0.91665732,0.370386992,0.823291967,-4.596440863,,,,,,,,,,,,,,,,,,,
IMPACT,0.852778529,3.919352174,0.845654545,0.407880561,0.823291967,-4.597438615,,,,,,,,,,,,,,,,,,,
INHBB,1.030544296,0.182671739,0.866664653,0.396539233,0.823291967,-4.597150512,,,,,,,,,,,,,,,,,,,
INHBC,0.509020483,-3.976695652,0.797348986,0.434736004,0.823291967,-4.598077766,,,,,,,,,,,,,,,,,,,
INPP1,0.898489165,2.331356522,1.196287447,0.245757398,0.823291967,-4.591887726,,,,,,,,,,,,,,,,,,,
INPP5D,2.013737324,0.261976087,1.614995269,0.122184298,0.823291967,-4.583529202,,,,,,,,,,,,,,,,,,,
INPPL1,1.460943669,1.878836957,1.290716498,0.211716496,0.823291967,-4.590147253,,,,,,,,,,,,,,,,,,,
INSL4,2.275774298,-1.383915217,1.998517051,0.059623689,0.823291967,-4.574743834,,,,,,,,,,,,,,,,,,,
INSL5,2.117172576,-5.152152174,1.421730741,0.170713702,0.823291967,-4.587584466,,,,,,,,,,,,,,,,,,,
IQGAP2,1.459481664,-0.493017391,1.267731536,0.21964548,0.823291967,-4.590579505,,,,,,,,,,,,,,,,,,,
IRAG2,0.922134212,-1.176884783,0.731150362,0.47327849,0.823291967,-4.598899824,,,,,,,,,,,,,,,,,,,
IRAK1,2.195856277,0.214356522,1.331116347,0.198322541,0.823291967,-4.589374595,,,,,,,,,,,,,,,,,,,
ISM1,1.628881474,-3.681191304,1.507085632,0.147627183,0.823291967,-4.585830864,,,,,,,,,,,,,,,,,,,
IST1,1.169410047,2.850084783,1.113475505,0.278880791,0.823291967,-4.593333873,,,,,,,,,,,,,,,,,,,
ITGA5,1.749103536,-2.79456087,1.39426286,0.178735753,0.823291967,-4.588135181,,,,,,,,,,,,,,,,,,,
ITGAM,1.134918497,-0.147493478,1.120036575,0.276142308,0.823291967,-4.593222154,,,,,,,,,,,,,,,,,,,
ITGAV,0.727817371,-1.954363043,0.942901083,0.357130389,0.823291967,-4.596054983,,,,,,,,,,,,,,,,,,,
ITGAX,2.347529127,-2.076036957,1.032593568,0.314281205,0.823291967,-4.594669051,,,,,,,,,,,,,,,,,,,
ITGB1,0.808813112,-2.136530435,0.835348182,0.413519405,0.823291967,-4.597577717,,,,,,,,,,,,,,,,,,,
ITGB1BP1,0.667129106,2.696530435,0.720413817,0.479715757,0.823291967,-4.599027164,,,,,,,,,,,,,,,,,,,
ITGB1BP2,1.786727443,-1.702576087,1.278462831,0.215915416,0.823291967,-4.590378367,,,,,,,,,,,,,,,,,,,
ITGB2,1.037773977,-1.052423913,1.085630074,0.290724359,0.823291967,-4.593802387,,,,,,,,,,,,,,,,,,,
ITGB5,1.013041527,-0.882086957,1.148424889,0.26452121,0.823291967,-4.592733037,,,,,,,,,,,,,,,,,,,
ITGB6,1.14920478,-2.976928261,1.047386256,0.307578466,0.823291967,-4.594430767,,,,,,,,,,,,,,,,,,,
ITGB7,0.815573027,-6.957367391,0.984567989,0.336752121,0.823291967,-4.59542388,,,,,,,,,,,,,,,,,,,
ITGBL1,0.938628231,7.384115217,1.599493625,0.125595953,0.823291967,-4.58386528,,,,,,,,,,,,,,,,,,,
ITIH1,0.867070713,4.145954348,1.349439965,0.192471756,0.823291967,-4.589018859,,,,,,,,,,,,,,,,,,,
ITIH3,2.382121159,-4.441306522,1.694590357,0.105873664,0.823291967,-4.581776956,,,,,,,,,,,,,,,,,,,
ITIH4,1.91114517,0.114415217,1.408867431,0.174433589,0.823291967,-4.587843221,,,,,,,,,,,,,,,,,,,
ITPA,1.557768618,4.091956522,1.571068279,0.132059582,0.823291967,-4.584476927,,,,,,,,,,,,,,,,,,,
IVD,2.049797182,0.126871739,1.628102131,0.119360873,0.823291967,-4.583243688,,,,,,,,,,,,,,,,,,,
JAM2,0.736405076,6.512186957,1.155616363,0.261635735,0.823291967,-4.592607668,,,,,,,,,,,,,,,,,,,
JCHAIN,1.725328049,-2.861915217,1.211325628,0.240074219,0.823291967,-4.591616903,,,,,,,,,,,,,,,,,,,
JMJD1C,1.625758878,-1.089747826,1.747485247,0.096094129,0.823291967,-4.58058939,,,,,,,,,,,,,,,,,,,
JPT2,1.16338394,2.462865217,1.319254078,0.202184327,0.823291967,-4.589603144,,,,,,,,,,,,,,,,,,,
KAZALD1,1.187228822,-3.215602174,1.365819427,0.1873582,0.823291967,-4.588698135,,,,,,,,,,,,,,,,,,,
KAZN,0.990731854,1.783308696,0.850163334,0.405429293,0.823291967,-4.5973773,,,,,,,,,,,,,,,,,,,
KCTD5,0.970710472,3.296380435,1.071059222,0.29706526,0.823291967,-4.59404388,,,,,,,,,,,,,,,,,,,
KDR,1.612954083,-0.702552174,1.524933478,0.143139405,0.823291967,-4.585456455,,,,,,,,,,,,,,,,,,,
KEL,1.637091309,-4.008543478,0.884358126,0.387148841,0.823291967,-4.596903207,,,,,,,,,,,,,,,,,,,
KHK,1.625889053,2.558884783,1.362795425,0.188294059,0.823291967,-4.58875754,,,,,,,,,,,,,,,,,,,
KIAA0319,0.616760204,4.765841304,0.957225292,0.35003215,0.823291967,-4.595840555,,,,,,,,,,,,,,,,,,,
KIF1C,0.913668897,-0.111154348,1.051399987,0.305777501,0.823291967,-4.594365651,,,,,,,,,,,,,,,,,,,
KIR2DL2,1.910334392,-4.715454348,1.203737417,0.242929344,0.823291967,-4.591753868,,,,,,,,,,,,,,,,,,,
KIR2DS4,2.412757926,-6.83525,1.42068026,0.171015067,0.823291967,-4.587605653,,,,,,,,,,,,,,,,,,,
KIR3DL1,1.719966011,-4.628682609,1.563161532,0.133906099,0.823291967,-4.584645977,,,,,,,,,,,,,,,,,,,
KLB,2.336757054,-4.793167391,1.549857979,0.137061484,0.823291967,-4.584929327,,,,,,,,,,,,,,,,,,,
KLF4,2.933092501,-0.049680435,1.188713787,0.248657827,0.823291967,-4.592023184,,,,,,,,,,,,,,,,,,,
KLHL41,1.572383507,-0.480571739,1.019663517,0.320224182,0.823291967,-4.594875117,,,,,,,,,,,,,,,,,,,
KLK10,1.084942979,0.721886957,1.011452909,0.32403884,0.823291967,-4.595004889,,,,,,,,,,,,,,,,,,,
KLK13,0.799795267,0.214317391,1.234718434,0.231432873,0.823291967,-4.591190763,,,,,,,,,,,,,,,,,,,
KLK14,1.544941517,-7.380323913,1.39415165,0.178768836,0.823291967,-4.588137397,,,,,,,,,,,,,,,,,,,
KLK8,1.136235701,-0.60465,1.200876758,0.24401234,0.823291967,-4.591805339,,,,,,,,,,,,,,,,,,,
KLKB1,2.525252664,0.896097826,2.069707652,0.051823845,0.823291967,-4.573035045,,,,,,,,,,,,,,,,,,,
KLRB1,0.683191673,-3.432543478,0.72577851,0.476492853,0.823291967,-4.598963747,,,,,,,,,,,,,,,,,,,
KLRD1,1.043965471,-5.278680435,0.92758887,0.364825537,0.823291967,-4.596281232,,,,,,,,,,,,,,,,,,,
KRT14,0.889186575,-0.810736957,1.108310285,0.281050631,0.823291967,-4.59342147,,,,,,,,,,,,,,,,,,,
KRT17,0.68120297,0.093073913,1.182794957,0.250942415,0.823291967,-4.592128604,,,,,,,,,,,,,,,,,,,
KRT18,1.142482294,-2.004093478,0.762049362,0.455040814,0.823291967,-4.598523972,,,,,,,,,,,,,,,,,,,
KRT19,2.259988074,-0.271519565,1.361307667,0.188755846,0.823291967,-4.588786734,,,,,,,,,,,,,,,,,,,
KRT6C,0.689342074,-1.068982609,1.371268503,0.185681181,0.823291967,-4.588590873,,,,,,,,,,,,,,,,,,,
KYAT1,0.691488364,8.280530435,0.957647415,0.349824443,0.823291967,-4.595834196,,,,,,,,,,,,,,,,,,,
KYNU,2.316881417,-0.246619565,1.816981322,0.084436396,0.823291967,-4.579003553,,,,,,,,,,,,,,,,,,,
L1CAM,1.401736582,2.238265217,1.738295645,0.097735178,0.823291967,-4.580796962,,,,,,,,,,,,,,,,,,,
LACRT,1.014672988,-1.845463043,2.037923334,0.05518527,0.823291967,-4.573800261,,,,,,,,,,,,,,,,,,,
LAIR1,0.282779935,3.708932609,0.767663922,0.451773216,0.823291967,-4.598454195,,,,,,,,,,,,,,,,,,,
LAIR2,0.650308998,2.256752174,0.715970042,0.482395086,0.823291967,-4.599079374,,,,,,,,,,,,,,,,,,,
LAMA4,0.986260137,1.3803,1.060341509,0.301792552,0.823291967,-4.594219882,,,,,,,,,,,,,,,,,,,
LAMB1,0.835107418,-4.17708913,0.900805697,0.378551802,0.823291967,-4.596669517,,,,,,,,,,,,,,,,,,,
LAMTOR5,2.080039073,-0.607854348,1.256061451,0.223758197,0.823291967,-4.590796887,,,,,,,,,,,,,,,,,,,
LAT2,1.869476086,0.460771739,1.218039286,0.237569457,0.823291967,-4.591495204,,,,,,,,,,,,,,,,,,,
LATS1,2.236552427,0.154552174,1.294650025,0.210382169,0.823291967,-4.590072741,,,,,,,,,,,,,,,,,,,
LBP,2.208699909,-5.717819565,1.240056666,0.22949466,0.823291967,-4.591092699,,,,,,,,,,,,,,,,,,,
LBR,1.634344407,2.090632609,1.175726486,0.253691382,0.823291967,-4.592253991,,,,,,,,,,,,,,,,,,,
LCAT,1.516928984,0.482073913,1.518828308,0.14466168,0.823291967,-4.585584818,,,,,,,,,,,,,,,,,,,
LCN15,1.311551133,-2.677504348,1.346386764,0.193437058,0.823291967,-4.58907836,,,,,,,,,,,,,,,,,,,
LCN2,1.232595659,0.531447826,0.975910882,0.340918535,0.823291967,-4.595556845,,,,,,,,,,,,,,,,,,,
LCP1,2.230980811,3.524878261,1.539653069,0.139523584,0.823291967,-4.585145744,,,,,,,,,,,,,,,,,,,
LDLR,1.404758635,-0.05105,1.824456483,0.083258957,0.823291967,-4.578831356,,,,,,,,,,,,,,,,,,,
LEFTY2,1.179507683,-4.727208696,1.088157736,0.289634432,0.823291967,-4.593760237,,,,,,,,,,,,,,,,,,,
LEG1,1.56206379,-4.787113043,1.420926835,0.170944291,0.823291967,-4.587600681,,,,,,,,,,,,,,,,,,,
LELP1,-4.437047623,-1.814365217,-2.515636988,0.020660997,0.823291967,-4.562044503,,,,,,,,,,,,,,,,,,,
LEO1,1.074029516,0.903880435,1.226409909,0.234474424,0.823291967,-4.591342789,,,,,,,,,,,,,,,,,,,
LEPR,1.335458216,-1.56171087,1.177962955,0.252819174,0.823291967,-4.592214378,,,,,,,,,,,,,,,,,,,
LGALS3,1.664228493,2.679578261,1.112251042,0.279394058,0.823291967,-4.593354667,,,,,,,,,,,,,,,,,,,
LGALS3BP,0.672442008,4.559367391,1.310954757,0.204921118,0.823291967,-4.589762221,,,,,,,,,,,,,,,,,,,
LGALS4,2.252145315,1.484717391,1.216962339,0.237969905,0.823291967,-4.591514759,,,,,,,,,,,,,,,,,,,
LGALS7_LGALS7B,1.084088939,-2.784584783,1.494944344,0.150745789,0.823291967,-4.586084073,,,,,,,,,,,,,,,,,,,
LGALS8,1.001401274,4.455556522,1.076638901,0.294625431,0.823291967,-4.593951705,,,,,,,,,,,,,,,,,,,
LGALS9,1.400215701,2.562993478,1.689390092,0.106879553,0.823291967,-4.581892746,,,,,,,,,,,,,,,,,,,
LHB,-1.035863143,-5.389028261,-0.909664845,0.373974036,0.823291967,-4.59654214,,,,,,,,,,,,,,,,,,,
LIF,2.25060844,2.394356522,3.354518773,0.00319871,0.823291967,-4.541496788,,,,,,,,,,,,,,,,,,,
LILRA2,0.830309575,-0.29226087,1.0503476,0.306248978,0.823291967,-4.594382743,,,,,,,,,,,,,,,,,,,
LILRA3,2.182409648,-1.86028913,2.113103628,0.047532352,0.823291967,-4.57198478,,,,,,,,,,,,,,,,,,,
LILRA5,2.750675791,-3.438502174,2.318139796,0.031302116,0.823291967,-4.566954512,,,,,,,,,,,,,,,,,,,
LILRA6,1.25652407,-1.663247826,1.093742743,0.287236698,0.823291967,-4.593666833,,,,,,,,,,,,,,,,,,,
LILRB1,0.849866462,-0.157504348,0.971134322,0.343232521,0.823291967,-4.595629797,,,,,,,,,,,,,,,,,,,
LILRB2,1.384858321,-1.989626087,1.289392866,0.212166975,0.823291967,-4.590172292,,,,,,,,,,,,,,,,,,,
LIPF,0.477463799,-1.521832609,0.801059177,0.432635027,0.823291967,-4.598029837,,,,,,,,,,,,,,,,,,,
LMNB1,3.036494667,-5.880597826,1.443932255,0.164444169,0.823291967,-4.587134392,,,,,,,,,,,,,,,,,,,
LMNB2,1.521676155,0.183071739,1.142157609,0.26705508,0.823291967,-4.592841815,,,,,,,,,,,,,,,,,,,
LMOD1,1.877426353,3.733119043,1.362435747,0.188405617,0.823291967,-4.5887646,,,,,,,,,,,,,,,,,,,
LPA,3.165155426,-1.604104348,1.441107444,0.165231359,0.823291967,-4.587191899,,,,,,,,,,,,,,,,,,,
LPCAT2,1.280243295,1.468026087,1.226906842,0.234291655,0.823291967,-4.591333717,,,,,,,,,,,,,,,,,,,
LPO,1.125438084,-3.842365217,1.158721249,0.260397213,0.823291967,-4.592553359,,,,,,,,,,,,,,,,,,,
LPP,0.676759711,1.047928261,0.947650474,0.354766114,0.823291967,-4.595984182,,,,,,,,,,,,,,,,,,,
LRCH4,2.507881952,-0.472513043,1.662410094,0.112230102,0.823291967,-4.582490611,,,,,,,,,,,,,,,,,,,
LRFN2,0.627359038,1.050513043,0.73792916,0.469240648,0.823291967,-4.598818556,,,,,,,,,,,,,,,,,,,
LRP1,1.252043495,-1.413584783,1.129064472,0.272406584,0.823291967,-4.593067614,,,,,,,,,,,,,,,,,,,
LRPAP1,0.937365693,3.313571739,0.928803363,0.364211146,0.823291967,-4.5962634,,,,,,,,,,,,,,,,,,,
LRRC25,1.004363967,-2.917754348,0.993907945,0.332296784,0.823291967,-4.595279357,,,,,,,,,,,,,,,,,,,
LRRC37A2,1.271280472,-3.874878261,1.513864983,0.145909071,0.823291967,-4.585688952,,,,,,,,,,,,,,,,,,,
LRRC38,2.674665035,-2.59671087,1.503984374,0.148418679,0.823291967,-4.585895656,,,,,,,,,,,,,,,,,,,
LRRFIP1,1.065248022,1.267726087,1.033271321,0.313971861,0.823291967,-4.594658192,,,,,,,,,,,,,,,,,,,
LSP1,1.725674677,-0.458084783,1.267807204,0.219619005,0.823291967,-4.590578091,,,,,,,,,,,,,,,,,,,
LTB,1.36735362,-3.116332609,0.758373422,0.457187911,0.823291967,-4.598569411,,,,,,,,,,,,,,,,,,,
LTBP2,1.740574869,4.11656087,1.500982402,0.149188157,0.823291967,-4.5859583,,,,,,,,,,,,,,,,,,,
LTBP3,0.636739391,0.627454348,0.713523913,0.483873688,0.823291967,-4.599107989,,,,,,,,,,,,,,,,,,,
LTBR,0.739211026,1.588419565,0.851871687,0.404503004,0.823291967,-4.597353994,,,,,,,,,,,,,,,,,,,
LTO1,1.237066355,-0.970958696,1.246488656,0.227175881,0.823291967,-4.590974142,,,,,,,,,,,,,,,,,,,
LY6D,1.101680606,0.859836957,0.923482153,0.366908218,0.823291967,-4.596341387,,,,,,,,,,,,,,,,,,,
LYPD1,0.691567269,-1.033741304,1.771800472,0.091866138,0.823291967,-4.580037717,,,,,,,,,,,,,,,,,,,
LYPD3,1.976934696,-2.538047826,1.600483392,0.125375756,0.823291967,-4.583843874,,,,,,,,,,,,,,,,,,,
LYPD8,1.234942417,-2.935619565,1.395923662,0.178242273,0.823291967,-4.588102079,,,,,,,,,,,,,,,,,,,
LYVE1,1.145801711,6.30283913,1.470743202,0.157123396,0.823291967,-4.58658513,,,,,,,,,,,,,,,,,,,
LZTFL1,0.343003442,10.72527391,0.872336249,0.39351315,0.823291967,-4.597071703,,,,,,,,,,,,,,,,,,,
M6PR,0.636967525,0.749045652,1.195635723,0.246005975,0.823291967,-4.591899408,,,,,,,,,,,,,,,,,,,
MAGED1,1.047430686,5.241095652,0.847408428,0.406925908,0.823291967,-4.597414797,,,,,,,,,,,,,,,,,,,
MAMDC2,1.557922011,2.69113913,1.900181846,0.072117322,0.823291967,-4.577070563,,,,,,,,,,,,,,,,,,,
MAN1A2,0.659451207,-1.952041304,0.798681473,0.433980724,0.823291967,-4.598060575,,,,,,,,,,,,,,,,,,,
MAN2B2,0.574037524,1.275902174,1.320639171,0.201730384,0.823291967,-4.589576529,,,,,,,,,,,,,,,,,,,
MANEAL,0.65588592,0.553223913,0.758076082,0.457361853,0.823291967,-4.598573078,,,,,,,,,,,,,,,,,,,
MANF,1.247587894,4.241219565,0.929964939,0.363624177,0.823291967,-4.596246326,,,,,,,,,,,,,,,,,,,
MANSC1,0.73199349,2.250652174,0.964203625,0.346609254,0.823291967,-4.595735127,,,,,,,,,,,,,,,,,,,
MAP1LC3A,-0.710087831,6.821863043,-1.266192402,0.220184526,0.823291967,-4.590608256,,,,,,,,,,,,,,,,,,,
MAP1LC3B2,-0.607701168,-0.927073913,-0.971408496,0.343099406,0.823291967,-4.595625617,,,,,,,,,,,,,,,,,,,
MAP2K1,1.474052801,3.510919565,0.853207091,0.403779884,0.823291967,-4.597335749,,,,,,,,,,,,,,,,,,,
MAP2K6,1.302146393,4.32463913,0.873284025,0.393008936,0.823291967,-4.59705849,,,,,,,,,,,,,,,,,,,
MAP3K5,0.96577702,0.115106522,1.273025786,0.217799081,0.823291967,-4.590480422,,,,,,,,,,,,,,,,,,,
MAP4K5,1.650340308,0.666915217,1.368112585,0.186650991,0.823291967,-4.58865303,,,,,,,,,,,,,,,,,,,
MAPK9,1.226595336,0.942469565,1.10648045,0.281822274,0.823291967,-4.593452427,,,,,,,,,,,,,,,,,,,
MARCO,2.10400655,-1.3881,1.885600793,0.074154643,0.823291967,-4.57741184,,,,,,,,,,,,,,,,,,,
MATN3,1.194406476,1.404804348,1.27773096,0.216168234,0.823291967,-4.590392122,,,,,,,,,,,,,,,,,,,
MAVS,1.467799175,1.315917391,0.988957189,0.334653257,0.823291967,-4.595356101,,,,,,,,,,,,,,,,,,,
MB,1.8935192,2.037926087,1.144587896,0.266070384,0.823291967,-4.592799687,,,,,,,,,,,,,,,,,,,
MBL2,1.940346538,-0.593328261,1.215717319,0.238433489,0.823291967,-4.59153735,,,,,,,,,,,,,,,,,,,
MCAM,1.01902003,0.675802174,0.911796714,0.37287797,0.823291967,-4.596511331,,,,,,,,,,,,,,,,,,,
MCEE,1.073488363,2.290191304,0.755336996,0.458966086,0.823291967,-4.598606798,,,,,,,,,,,,,,,,,,,
MCEMP1,2.161687093,-1.255834783,1.26037567,0.222230938,0.823291967,-4.59071669,,,,,,,,,,,,,,,,,,,
MDGA1,1.091160352,1.281565217,1.021679121,0.319292584,0.823291967,-4.594843131,,,,,,,,,,,,,,,,,,,
MDK,1.136882073,5.134267391,1.077071094,0.294437051,0.823291967,-4.593944549,,,,,,,,,,,,,,,,,,,
MED18,0.855490155,1.793326087,0.987270955,0.335458518,0.823291967,-4.595382169,,,,,,,,,,,,,,,,,,,
MEGF10,0.410419326,3.114832609,0.972198324,0.342716136,0.823291967,-4.595613572,,,,,,,,,,,,,,,,,,,
MENT,1.441421275,-3.22751087,1.456585804,0.160955281,0.823291967,-4.586875939,,,,,,,,,,,,,,,,,,,
MEP1A,1.040351964,-3.138376087,1.385605406,0.18132592,0.823291967,-4.588307328,,,,,,,,,,,,,,,,,,,
