gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
chr16-46390108-46390987,0.419030776,14.04410484,4.403827506,1.09253403344968e-05,0.041975158,3.043435718
chr1-225923862-225924793,4.614091142,8.596677202,3.64014951,0.000276067,0.530325421,-4.24731705
chr1-112714939-112715855,5.826261135,6.810167572,3.328749663,0.000880587,0.58749269,-4.440713224
chr1-11680694-11681707,-4.359919187,7.626563032,-2.179433476,0.029360017,0.58749269,-4.550904923
chr1-155255054-155255992,-5.460496763,6.697791794,-2.280788481,0.022615479,0.58749269,-4.560236945
chr1-15616982-15617917,-4.270487976,7.796162413,-2.159749762,0.030853721,0.58749269,-4.550924555
chr1-156282307-156283274,-4.17381774,7.657786872,-2.022046215,0.04324075,0.58749269,-4.560880151
chr1-156751333-156752246,3.888256378,7.759762847,2.038377605,0.041580521,0.58749269,-4.554342449
chr1-165630564-165631534,-4.217928085,7.290486619,-2.020057375,0.04344671,0.58749269,-4.561726222
chr1-16613076-16614005,3.809220345,8.274495012,3.007416923,0.00265185,0.58749269,-4.36669978
chr1-17539313-17540280,4.320420831,7.626563032,2.05212581,0.040225058,0.58749269,-4.56086174
chr1-181412781-181413891,-4.217928085,7.193401253,-2.020057375,0.04344671,0.58749269,-4.561726222
chr1-200620261-200621272,5.270837576,6.697791794,2.343223992,0.019168638,0.58749269,-4.552986756
chr1-211515101-211516089,-4.700538631,6.786916958,-2.054066429,0.040036781,0.58749269,-4.56594047
chr1-225809654-225810596,-3.855471451,7.657786872,-1.997731794,0.045816129,0.58749269,-4.557337138
chr1-23167303-23168351,3.894370002,7.825185755,2.029277475,0.042498841,0.58749269,-4.555292739
chr1-34929108-34930719,-5.45031206,6.697791794,-2.72630853,0.006433771,0.58749269,-4.519071968
chr1-37474053-37475001,-4.506087378,7.198291862,-2.325950315,0.020072984,0.58749269,-4.539745258
chr1-44673912-44674880,3.403002007,7.376908821,2.155813358,0.031160143,0.58749269,-4.527163473
chr1-46301532-46302536,-4.506087378,7.662677481,-2.325950315,0.020072984,0.58749269,-4.539745258
chr1-56578938-56579788,5.065138298,7.184383676,2.456160408,0.014086996,0.58749269,-4.539147658
chr1-633506-635020,0.378219064,13.38006661,2.681951158,0.007350726,0.58749269,-2.496183712
chr1-84944284-84945597,-3.855471451,7.193401253,-1.997731794,0.045816129,0.58749269,-4.557337138
chr1-85276189-85277115,-5.230738155,7.587798378,-2.416384386,0.015721826,0.58749269,-4.546171002
chr1-95233661-95234623,3.996113783,7.902265357,2.089406469,0.036736774,0.58749269,-4.551830545
chr1-96027618-96029514,3.403002007,7.376908821,2.155813358,0.031160143,0.58749269,-4.527163473
chr10-100373081-100373954,-4.071796884,7.376908821,-2.465595557,0.01372196,0.58749269,-4.508225328
chr10-116742312-116743305,4.406380074,8.16397517,2.465760972,0.013715636,0.58749269,-4.520487166
chr10-133422713-133423782,-4.17381774,7.657786872,-2.022046215,0.04324075,0.58749269,-4.560880151
chr10-35336038-35337074,4.416690781,8.011762916,2.364785932,0.018089927,0.58749269,-4.533203343
chr10-42637898-42638851,4.560755232,7.268533906,2.393954571,0.016715484,0.58749269,-4.533736285
chr10-43648379-43649324,4.382923739,7.462192134,2.081132972,0.03748781,0.58749269,-4.559601003
chr10-45000681-45001610,-4.730268364,7.302898813,-2.423391694,0.015422241,0.58749269,-4.534805203
chr10-54009495-54010479,-4.700538631,7.251302577,-2.054066429,0.040036781,0.58749269,-4.56594047
chr10-54262114-54263062,4.836313912,7.259262779,2.724698879,0.006465157,0.58749269,-4.499439339
chr10-65888088-65889080,4.64588305,6.806420259,2.251613682,0.024402962,0.58749269,-4.549930175
chr10-70403672-70404601,-3.541542608,7.541533269,-2.577759872,0.009981235,0.58749269,-4.457824795
chr11-11841425-11842383,-5.011513827,6.77030581,-2.237519468,0.025309517,0.58749269,-4.557222354
chr11-119084233-119085508,4.416690781,7.162177413,2.364785932,0.018089927,0.58749269,-4.533203343
chr11-120510977-120512017,5.270837576,6.867391175,2.343223992,0.019168638,0.58749269,-4.552986756
chr11-124075463-124076657,4.749015017,6.953813378,2.267674836,0.023404335,0.58749269,-4.550435163
chr11-125568978-125569939,-3.904752608,8.071864738,-2.248013122,0.024631835,0.58749269,-4.532254791
chr11-16820186-16821159,-4.682507292,7.101206497,-2.351515497,0.018747346,0.58749269,-4.541199735
chr11-3378698-3379622,-4.077848172,6.835118578,-2.110305781,0.034896499,0.58749269,-4.551576164
chr11-575638-576631,3.7317186,7.815299083,2.247433315,0.024668864,0.58749269,-4.526596153
chr11-61361593-61362578,-3.847690312,7.790986687,-2.201101983,0.027788072,0.58749269,-4.53623248
