gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
PRKG1,0.934442818,12.0193137,35.27717026,4.76E-29,5.77E-25,55.51034674,NA,0.977464789
PDE4D,1.576284929,11.01503558,19.39036293,2.31E-20,1.40E-16,36.18141562,Metabolism (other),0.887323944
PITPNC1,-2.367473301,9.89751691,-18.62823607,8.38E-20,3.38E-16,34.86076235,NA,0.344600939
MBNL1,1.289486763,9.697506911,16.26576463,6.09E-18,1.84E-14,30.86425002,NA,0.742723005
LPP,1.130598962,11.80303312,15.98748709,1.04E-17,2.52E-14,29.17756564,Metabolism or Transport (lipid),0.975586854
MYH11,1.172706295,10.27679549,15.02431515,7.06E-17,1.43E-13,28.33984197,NA,0.814084507
SVIL,1.62104604,9.338588246,13.99220435,6.09E-16,1.05E-12,26.26848036,NA,0.733333333
DMD,1.05631876,10.45973221,13.68837254,1.17E-15,1.58E-12,25.31246164,NA,0.830046948
HSP90AA1,-0.43904944,12.35894651,-13.69126572,1.17E-15,1.58E-12,22.14617383,Metabolism (other),0.674178404
KALRN,1.085825692,9.726236647,13.35795761,2.42E-15,2.93E-12,24.89765108,NA,0.648826291
CACNA1C,0.881384148,11.02501618,13.14949801,3.85E-15,4.24E-12,23.78981505,Transport,0.933333333
CRIM1,1.070438692,9.615300708,12.91461291,6.53E-15,6.59E-12,23.93918703,Matrisome/cell adhesion/binding/signaling,0.706103286
RBPMS,1.323732982,10.59508417,12.72294858,1.01E-14,8.73E-12,23.15701653,NA,0.907981221
RYR2,1.81456274,9.033563126,12.72565603,1.00E-14,8.73E-12,23.44851247,Transport,0.670422535
NAV2,1.244170563,9.093004153,12.57057769,1.43E-14,1.16E-11,23.13747318,NA,0.620657277
MSI2,-1.474374747,9.392630958,-12.50426047,1.67E-14,1.26E-11,23.0122636,NA,0.404694836
LMOD1,1.08846786,9.35546653,12.39977125,2.12E-14,1.51E-11,22.78663384,NA,0.678873239
AC098829.1,1.461219577,8.648616659,12.22846864,3.17E-14,2.13E-11,22.21298017,NA,0.475117371
