gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
AL031073.2,-3.114446408,2.913875052,-11.77648158,6.87E-13,1.05E-08,19.37152105,NA,0.011209127
SGCD,-3.569163738,3.518577217,-11.82464198,6.19E-13,1.05E-08,19.5212727,NA,0.012867621
AC090578.1,-3.374302381,3.156890126,-11.4601809,1.36E-12,1.39E-08,18.73490248,NA,0.011981185
ANK3,-3.526889995,3.90514081,-10.95612181,4.14E-12,1.82E-08,17.6720004,NA,0.016613528
ANKS1B,-2.490206049,5.047885479,-11.00384962,3.72E-12,1.82E-08,17.74885146,NA,0.04407875
CAMK4,-3.265348164,2.119021825,-11.13179933,2.80E-12,1.82E-08,17.93928188,Transport,0.006119269
PPFIA2,-3.811530311,2.437761694,-10.97967352,3.93E-12,1.82E-08,17.64733951,NA,0.006819839
AC008691.1,-3.250201129,3.178710972,-10.84728639,5.29E-12,1.99E-08,17.4153202,NA,0.012095564
AL807742.1,-3.230444492,2.4579865,-10.61470283,8.96E-12,1.99E-08,16.85659403,NA,0.008406846
EMCN,-3.395561993,2.766753455,-10.58444385,9.61E-12,1.99E-08,16.8241582,NA,0.008807172
FLT1,-3.759224912,3.445769538,-10.70847119,7.24E-12,1.99E-08,17.122661,Development (differentiation),0.010837396
MSR1,-4.006968421,2.94349964,-10.60474692,9.17E-12,1.99E-08,16.86923694,NA,0.010008149
NCAM2,-3.910607192,3.620862498,-10.57966418,9.71E-12,1.99E-08,16.83363851,NA,0.011337804
NKAIN2,-4.090257789,3.721786687,-10.61779016,8.90E-12,1.99E-08,16.91961063,Transport,0.012281429
RBFOX1,-3.555727183,5.906180199,-10.71909344,7.07E-12,1.99E-08,17.05237995,NA,0.065110161
MDGA2,-4.088939521,3.638285842,-10.48141234,1.22E-11,2.34E-08,16.61239816,NA,0.011166235
TAFA4,-3.774541199,1.035389213,-10.44695744,1.32E-11,2.38E-08,16.29090704,NA,0.002502037
ZNF804B,-3.961493953,2.734536854,-10.39045191,1.50E-11,2.56E-08,16.3802583,NA,0.005876213
AOAH,-3.681569348,2.512381181,-10.36650635,1.59E-11,2.56E-08,16.31915516,Metabolism or Transport (lipid),0.006848434
CNTN4,-3.310186308,4.158076333,-10.20685819,2.30E-11,3.34E-08,15.97442732,Matrisome/cell adhesion/binding/signaling,0.020459517
DGKB,-3.794886036,3.350589691,-10.20858692,2.29E-11,3.34E-08,15.99119835,NA,0.010151123
EYS,-3.000289658,4.547434351,-10.17082155,2.50E-11,3.34E-08,15.87229788,NA,0.030196017
GPC5,-3.235259093,4.217491101,-10.17770612,2.46E-11,3.34E-08,15.90626631,NA,0.021517521
CCDC26,-2.983620755,3.644951981,-10.0616804,3.23E-11,3.35E-08,15.65113596,NA,0.01817194
CRISPLD2,-3.04129506,2.686416518,-10.08543048,3.06E-11,3.35E-08,15.69757529,NA,0.009993852
CTNNA3,-3.297189597,4.913112673,-10.14023707,2.69E-11,3.35E-08,15.77884741,NA,0.037001558
DACH1,-3.136679786,2.868306751,-10.09750648,2.97E-11,3.35E-08,15.7291138,Development (differentiation),0.009421958
DCC,-3.372971986,3.720008671,-10.05588959,3.28E-11,3.35E-08,15.63680305,NA,0.016785096
ENOX1,-2.607098785,3.071339613,-10.0590499,3.25E-11,3.35E-08,15.64367778,NA,0.014383141
RYR2,-2.550399399,4.491695323,-10.10353616,2.93E-11,3.35E-08,15.72881562,Transport,0.033613085
FYB1,-3.636988238,2.426683423,-10.00929496,3.66E-11,3.36E-08,15.50590021,Inflammation/Immune/Stress/Toxic/Detox,0.006991407
GPR183,-4.390192456,0.083502352,-10.00295045,3.71E-11,3.36E-08,15.15116359,NA,0.001072302
IL1RAPL1,-3.705288112,4.63951067,-9.996841055,3.77E-11,3.36E-08,15.46338233,Inflammation/Immune/Stress/Toxic/Detox,0.026850435
MYLK,-3.141637308,2.368596593,-10.02309045,3.54E-11,3.36E-08,15.53506377,NA,0.00995096
PTPRT,-3.62476351,3.527488069,-9.989941243,3.83E-11,3.36E-08,15.48666398,NA,0.014854953
FRY,-2.690276729,3.16335268,-9.975469931,3.96E-11,3.37E-08,15.45350497,NA,0.014726277
NLGN4X,-3.487722881,2.451542945,-9.964589443,4.06E-11,3.37E-08,15.40307672,NA,0.006748352
COL24A1,-2.864807782,2.675343642,-9.92567492,4.46E-11,3.55E-08,15.32307907,Matrisome/cell adhesion/binding/signaling,0.010093934
DOCK2,-3.946235611,2.657653478,-9.91056785,4.62E-11,3.55E-08,15.2904322,NA,0.007234462
FMN2,-2.940665483,3.787978263,-9.918626822,4.53E-11,3.55E-08,15.31262729,NA,0.019058376
AHR,-3.693694859,2.681313844,-9.890704713,4.84E-11,3.57E-08,15.24890941,NA,0.008192385
KHDRBS2,-3.747180918,2.631898805,-9.877846334,4.99E-11,3.57E-08,15.20569672,NA,0.007263057
PLXNC1,-3.626425777,2.211749712,-9.877995354,4.99E-11,3.57E-08,15.18896794,NA,0.00697711
OBI1-AS1,-3.219312517,2.919569877,-9.848635193,5.35E-11,3.65E-08,15.15649442,NA,0.009779392
TFEC,-3.757224403,1.192273295,-9.854523766,5.28E-11,3.65E-08,15.02587266,NA,0.0027022
DOCK10,-3.671480562,3.299281935,-9.839081087,5.48E-11,3.66E-08,15.13573936,NA,0.01249589
AC011246.1,-2.980587996,3.492640347,-9.815297304,5.80E-11,3.67E-08,15.07871662,NA,0.017099638
ENTPD1,-2.648155183,1.902474357,-9.810781757,5.86E-11,3.67E-08,15.0186068,Metabolism (other),0.007048597
PTPRD,-2.56279298,5.351583795,-9.821905507,5.70E-11,3.67E-08,15.01585404,NA,0.059505597
PCDH15,-3.105224752,4.019460431,-9.797352433,6.05E-11,3.72E-08,15.02253355,Development (differentiation),0.02244685
SORL1,-3.320869569,2.711046761,-9.756522344,6.67E-11,4.02E-08,14.93806387,AD,0.009278984
SORL1,-3.320869569,2.711046761,-9.756522344,6.67E-11,4.02E-08,14.93806387,Transport,0.009278984
HLA-DRB1,-4.475835092,-0.035324146,-9.741773046,6.91E-11,4.08E-08,14.55197138,Inflammation/Immune/Stress/Toxic/Detox,0.001258167
AL591501.1,-3.219527086,2.54182351,-9.714399023,7.38E-11,4.27E-08,14.82569276,NA,0.009350471
PDE3B,-3.108978992,2.790675518,-9.707148184,7.51E-11,4.27E-08,14.82162354,Metabolism (other),0.010294097
LCP2,-4.370123839,1.125456566,-9.68802324,7.86E-11,4.31E-08,14.63879623,NA,0.001915846
PECAM1,-2.995682275,2.396118859,-9.694909769,7.73E-11,4.31E-08,14.78601245,Matrisome/cell adhesion/binding/signaling,0.008892956
NMNAT2,-2.812762251,2.741751445,-9.680219218,8.01E-11,4.32E-08,14.7565025,NA,0.010379881
SLC8A1,-3.897573458,3.610852347,-9.552523299,1.09E-10,5.77E-08,14.45231679,Transport,0.012452997
VCAN,-4.026200678,1.72171807,-9.542056241,1.12E-10,5.82E-08,14.36226312,Matrisome/cell adhesion/binding/signaling,0.003803097
SLCO2B1,-3.928820724,2.188230823,-9.517060275,1.19E-10,6.08E-08,14.3537346,Transport,0.006591081
PCSK2,-3.610258832,1.801352777,-9.488406663,1.27E-10,6.41E-08,14.25364956,Metabolism (other),0.004332099
PLA2G4A,-3.796594083,1.710803329,-9.460460208,1.36E-10,6.64E-08,14.18568074,Metabolism or Transport (lipid),0.004718128
TMEM178B,-2.846203409,2.714103173,-9.466203147,1.34E-10,6.64E-08,14.25193043,NA,0.009207498
GRID2,-3.560879761,4.712141989,-9.450137268,1.40E-10,6.71E-08,14.14740663,NA,0.028980741
XIRP2,-2.981801623,2.331775349,-9.425365188,1.48E-10,7.01E-08,14.14101054,NA,0.007520409
GRIK1,-3.261674246,2.526644076,-9.390881377,1.61E-10,7.51E-08,14.07290253,NA,0.007277354
MAP1B,-2.894607666,4.475502273,-9.384251627,1.64E-10,7.52E-08,13.97019072,NA,0.041305063
