gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
PRKG1,-1.26705635,12.0193137,-24.54538628,1.01E-23,1.22E-19,43.22464535,NA,0.668091168
ZFHX3,-1.271205427,11.26709585,-18.31480652,1.44E-19,8.73E-16,34.22637335,NA,0.508072175
SYNE1,1.160085499,9.900091019,17.88250846,3.09E-19,1.25E-15,33.76338196,NA,0.560778727
TRPM3,3.034593197,9.333213944,15.27975278,4.22E-17,1.28E-13,28.93899914,Transport,0.559354226
KAZN,2.315570318,9.539597676,14.09668883,4.87E-16,1.18E-12,26.45004431,NA,0.535612536
LAMA2,2.36292357,8.445256654,13.63409789,1.32E-15,2.67E-12,25.45513423,Matrisome/cell adhesion/binding/signaling,0.259734093
CACNA1C,-1.594668036,11.02501618,-13.10901867,4.21E-15,7.29E-12,23.90473132,Transport,0.483380817
HTR2C,3.000255505,8.375123838,12.49595792,1.70E-14,2.57E-11,22.96492282,NA,0.401709402
SHANK2,2.550180733,7.379461849,12.32441628,2.53E-14,3.41E-11,22.11761744,NA,0.249287749
DNAH11,2.791467652,7.786623826,12.0862676,4.43E-14,5.36E-11,21.83669617,Cilia,0.301044634
UTRN,-1.214083863,10.46816006,-11.83377517,8.06E-14,8.88E-11,21.21514262,NA,0.415479582
MSI2,1.304624087,9.392630958,11.74976036,9.86E-14,9.96E-11,21.17007996,NA,0.451092118
NEAT1,-0.720935285,13.20310495,-11.61070738,1.38E-13,1.29E-10,17.60379885,NA,0.814814815
AGBL4,2.281851541,7.909674479,11.57116437,1.52E-13,1.31E-10,20.71821164,NA,0.293922127
LPP,-1.301450669,11.80303312,-11.33757426,2.68E-13,2.17E-10,18.92149443,Metabolism or Transport (lipid),0.612060779
CEMIP,2.036755656,8.213664965,11.0859885,4.99E-13,3.78E-10,19.6424026,Matrisome/cell adhesion/binding/signaling,0.260683761
CLIC6,2.571867382,7.442018883,10.78943337,1.05E-12,7.48E-10,18.69669355,Transport,0.262583096
PTPRG,-0.778771026,11.26503937,-10.76066648,1.13E-12,7.60E-10,17.79768544,NA,0.588319088
SLC24A4,2.477671383,7.204085719,10.49654487,2.21E-12,1.41E-09,17.87945911,Transport,0.200379867
ROR2,2.508854873,7.260733917,10.34759073,3.24E-12,1.96E-09,17.55293491,NA,0.224596391
EPS8,-1.440289249,10.21487896,-10.29319188,3.73E-12,2.15E-09,17.42419048,Motility,0.35042735
ATP2B2,2.697329954,6.999012626,10.1348718,5.63E-12,3.10E-09,16.89827573,NA,0.194681861
FRY,-1.431698921,9.423388888,-10.11420637,5.94E-12,3.13E-09,17.22032393,NA,0.214150047
NWD1,2.294330271,8.253482908,10.07704036,6.55E-12,3.31E-09,17.14278377,NA,0.329059829
ELL2,-1.635371172,9.296053361,-10.04974088,7.04E-12,3.41E-09,17.06994479,NA,0.198955366
PDLIM5,-1.13184402,9.889277354,-10.00191149,7.98E-12,3.72E-09,16.76679,NA,0.327160494
KIAA1217,1.855905131,7.991010166,9.951712959,9.10E-12,4.03E-09,16.79216787,NA,0.283950617
PDE3A,-1.846341114,10.37284642,-9.942645055,9.32E-12,4.03E-09,16.57604445,Metabolism (other),0.303418803
SSBP2,-1.257793981,9.812272645,-9.803145714,1.35E-11,5.63E-09,16.28501973,NA,0.325261159
LSAMP,2.044255672,7.850786049,9.692010489,1.81E-11,7.31E-09,16.10457839,Development (differentiation),0.231718898
DPP6,2.266141312,7.01277867,9.667094608,1.94E-11,7.55E-09,15.7756452,Metabolism (other),0.207977208
PDE4D,-1.164048273,11.01503558,-9.655883096,1.99E-11,7.55E-09,15.28838144,Metabolism (other),0.481006648
TRMT9B,2.920833947,8.318433991,9.578844303,2.45E-11,9.00E-09,15.84968286,NA,0.432098765
PDZD2,2.098974908,8.621117736,9.52284822,2.85E-11,1.02E-08,15.68122945,NA,0.347578348
ESYT2,-1.447175716,9.082155132,-9.272493298,5.61E-11,1.90E-08,15.02229178,Metabolism or Transport (lipid),0.213675214
STK39,1.374888894,8.4005531,9.269450907,5.66E-11,1.90E-08,15.0275835,Development (apoptosis),0.311016144
SH3D19,1.56168156,8.050029557,9.258280125,5.83E-11,1.91E-08,14.99929089,Transport,0.291073124
FHIT,1.287699858,8.613350411,9.220877392,6.46E-11,2.06E-08,14.87769838,NA,0.333333333
HDAC9,2.206248998,8.244248946,9.193172026,6.96E-11,2.11E-08,14.82907185,NA,0.364197531
MYH11,-1.108348016,10.27679549,-9.201037171,6.81E-11,2.11E-08,14.48649272,NA,0.372744539
FRMD4A,-0.929945392,9.566745054,-9.170505232,7.41E-11,2.16E-08,14.66636677,NA,0.264957265
PRLR,1.942651771,7.924318565,9.165693821,7.51E-11,2.16E-08,14.74605685,NA,0.290123457
AHCYL2,1.433287277,8.700711522,9.154090632,7.75E-11,2.17E-08,14.68770438,NA,0.344729345
GPM6A,3.0490639,8.354342836,9.140234537,8.05E-11,2.17E-08,14.67904287,Development (differentiation),0.404558405
TTR,1.861295844,10.3842661,9.14589192,7.92E-11,2.17E-08,13.7452763,NA,0.613960114
FMNL2,1.313279221,8.786077217,9.088630242,9.27E-11,2.44E-08,14.49791889,NA,0.388414055
SLC4A10,2.126841019,7.472543679,9.054478949,1.02E-10,2.62E-08,14.37279828,Transport,0.232668566
ADAMTS1,-1.411114916,9.140975388,-9.044386982,1.05E-10,2.64E-08,14.42402622,NA,0.188983856
GLIS3,2.265364291,7.929601522,9.022370566,1.11E-10,2.75E-08,14.3658735,Development (differentiation),0.28679962
GRAMD1B,2.138637161,7.333005726,9.011498105,1.15E-10,2.78E-08,14.23211632,Metabolism or Transport (lipid),0.209876543
COL4A2,-1.197748716,9.999803266,-8.976012727,1.26E-10,3.00E-08,13.99553352,Matrisome/cell adhesion/binding/signaling,0.287274454
RBPMS,-1.5809521,10.59508417,-8.91372629,1.50E-10,3.50E-08,13.56768564,NA,0.389363723
DLC1,-0.917060508,10.02906479,-8.881972788,1.64E-10,3.75E-08,13.7016273,NA,0.321462488
PCAT1,2.651651795,6.957385151,8.807161947,2.02E-10,4.53E-08,13.5752701,NA,0.208926876
ECE1,-1.260738888,8.868181589,-8.765465688,2.27E-10,4.91E-08,13.67548429,NA,0.190883191
ENPP2,1.571123898,7.795897958,8.764578089,2.27E-10,4.91E-08,13.66143176,Metabolism (other),0.234567901
ABCA4,2.7569433,6.585767815,8.629182752,3.32E-10,7.05E-08,12.96579219,Metabolism or Transport (lipid),0.17331434
PLD5,2.467198822,7.257856577,8.546044518,4.19E-10,8.75E-08,12.98189925,NA,0.228395062
PTPRK,-1.200392503,8.710585027,-8.514742598,4.57E-10,9.39E-08,12.99227762,NA,0.166191833
SPAG17,2.291708147,6.925148484,8.420222453,5.97E-10,1.21E-07,12.55219652,NA,0.181386515
OTX2-AS1,2.609035644,7.21121819,8.407903716,6.18E-10,1.23E-07,12.61572587,NA,0.229344729
LUC7L3,1.159040902,9.392487392,8.401566778,6.30E-10,1.23E-07,12.41460687,NA,0.437321937
TMEM72-AS1,2.767061252,6.430095006,8.322465346,7.88E-10,1.52E-07,12.10190214,NA,0.179962013
SSBP3,-1.328478359,9.109717145,-8.260948069,9.39E-10,1.78E-07,12.23437438,NA,0.210351377
CDH12,2.678006566,6.909005391,8.235600798,1.01E-09,1.88E-07,12.05980679,Matrisome/cell adhesion/binding/signaling,0.184235518
INPP4B,-1.703715047,8.823766164,-8.180808296,1.18E-09,2.17E-07,12.07001848,Metabolism (other),0.162393162
JAG1,-1.344576387,8.885943601,-8.174123695,1.20E-09,2.17E-07,12.04456742,Development (differentiation),0.16951567
HSP90AA1,-0.251048712,12.35894651,-8.14259736,1.32E-09,2.34E-07,7.538754957,Metabolism (other),0.581671415
CRISPLD2,-1.084257279,8.70404908,-8.124399786,1.39E-09,2.43E-07,11.90369529,NA,0.151946819
PLXDC2,1.484814315,8.500364516,8.098397375,1.49E-09,2.58E-07,11.79348205,NA,0.320987654
ARMC3,2.614966138,6.773503755,8.061166009,1.66E-09,2.72E-07,11.5531315,NA,0.175213675
COL18A1,-1.276237086,9.03412129,-8.071755717,1.61E-09,2.72E-07,11.72296632,Matrisome/cell adhesion/binding/signaling,0.198955366
MAPK10,1.039789537,8.442700611,8.06363831,1.65E-09,2.72E-07,11.7072058,NA,0.290123457
SIK3,-0.797378991,9.668052611,-8.060822016,1.66E-09,2.72E-07,11.46033544,Development (differentiation),0.318138651
HIPK2,-1.015133352,9.092696513,-8.055515889,1.69E-09,2.73E-07,11.66830327,NA,0.241215575
LRRIQ1,2.241016199,6.574775186,8.041179661,1.76E-09,2.81E-07,11.41986403,NA,0.134852802
SH3RF3,-1.671583085,10.1959313,-8.030052311,1.82E-09,2.86E-07,11.33808621,NA,0.266381766
ARHGEF7,-1.3365012,8.908507405,-7.959383195,2.23E-09,3.46E-07,11.42578026,NA,0.196106363
CFAP54,2.308947116,7.304792767,7.954237311,2.26E-09,3.47E-07,11.39339956,Cilia,0.243589744
ARHGAP10,-0.837315301,9.815558002,-7.931224204,2.42E-09,3.66E-07,10.97878543,NA,0.350902184
CHST11,1.681259584,7.960879763,7.913840303,2.54E-09,3.80E-07,11.32594378,Metabolism (other),0.254036087
FLRT2,2.170957149,7.286557484,7.852513282,3.03E-09,4.43E-07,11.11477692,Matrisome/cell adhesion/binding/signaling,0.189933523
RBM47,2.208894657,7.739825449,7.852147764,3.04E-09,4.43E-07,11.15269386,NA,0.295346629
CFAP43,2.625820055,6.819011172,7.834195128,3.20E-09,4.61E-07,10.96645947,Cilia,0.203703704
NR2F2-AS1,-1.013547243,9.541130019,-7.79251762,3.61E-09,5.14E-07,10.79178501,NA,0.266381766
ETV6,-1.249567545,9.090841599,-7.782664629,3.71E-09,5.23E-07,10.89989803,Development (differentiation),0.210826211
MSRB3,-1.186450927,8.703375763,-7.772986805,3.82E-09,5.32E-07,10.92083291,NA,0.155270655
FAM160A1,2.128039546,6.650110907,7.768893456,3.87E-09,5.32E-07,10.73353906,NA,0.125356125
CTNND2,2.230436004,6.766473128,7.713196274,4.55E-09,6.19E-07,10.6130589,Matrisome/cell adhesion/binding/signaling,0.161918329
EIF4G3,0.702676797,9.042954304,7.694982678,4.79E-09,6.45E-07,10.4720284,NA,0.377018044
HSPH1,-1.911227045,9.72592451,-7.681028381,4.99E-09,6.64E-07,10.39339341,Metabolism (other),0.212250712
TMEM132C,1.764691917,6.923280837,7.666512128,5.21E-09,6.86E-07,10.53524394,NA,0.150522317
CUX2,2.151439441,6.984426144,7.656450335,5.36E-09,6.98E-07,10.51482653,Development (differentiation),0.160493827
ADCY5,-1.508150059,8.540674882,-7.616539871,6.02E-09,7.76E-07,10.49007254,NA,0.123931624
DNAH6,2.215289817,6.885829854,7.604035959,6.25E-09,7.94E-07,10.3427139,Cilia,0.161443495
