gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,,,,,,,,,,,,,,,,,,,
CD1C,-1.764894272,-3.628497826,-2.319393202,0.031220892,0.111607759,-3.533764662,,,,,,,,,,,,,,,,,,,
DYNLT3,-2.203257216,6.870658696,-2.317461595,0.031346146,0.111607759,-3.537019446,,,,,,,,,,,,,,,,,,,
EPS8L2,-3.148346172,1.551073913,-2.31790344,0.031317454,0.111607759,-3.536275055,,,,,,,,,,,,,,,,,,,
GPKOW,-2.561689212,1.3235,-2.317867844,0.031319765,0.111607759,-3.536335029,,,,,,,,,,,,,,,,,,,
SCIN,-3.208637553,2.560828261,-2.317941607,0.031314977,0.111607759,-3.53621075,,,,,,,,,,,,,,,,,,,
UNC79,-1.799101232,0.135232609,-2.31633095,0.031419677,0.111731626,-3.538923941,,,,,,,,,,,,,,,,,,,
CPXM1,-2.557468877,2.725973913,-2.313208567,0.031623568,0.112042225,-3.54418087,,,,,,,,,,,,,,,,,,,
MCEMP1,-3.728846758,-1.255834783,-2.313213193,0.031623265,0.112042225,-3.544173084,,,,,,,,,,,,,,,,,,,
PAG1,-2.08885278,4.459680435,-2.313786422,0.031585743,0.112042225,-3.543208258,,,,,,,,,,,,,,,,,,,
EGFLAM,-2.59307266,2.434669565,-2.311473155,0.031737418,0.112199286,-3.547101056,,,,,,,,,,,,,,,,,,,
SART1,-2.974753543,1.758417391,-2.311347037,0.031745706,0.112199286,-3.54731323,,,,,,,,,,,,,,,,,,,
GLI2,-1.888917105,1.252382609,-2.309945121,0.031837976,0.112387665,-3.549671336,,,,,,,,,,,,,,,,,,,
CDK5RAP3,-2.789182852,-0.449708696,-2.307478101,0.032000948,0.112389368,-3.55381919,,,,,,,,,,,,,,,,,,,
EDF1,-3.594715741,3.900643478,-2.306556683,0.032062014,0.112389368,-3.555367796,,,,,,,,,,,,,,,,,,,
FH,-3.179739277,0.732734783,-2.306192077,0.032086208,0.112389368,-3.555980489,,,,,,,,,,,,,,,,,,,
MANF,-2.910079134,4.241219565,-2.307991291,0.031966983,0.112389368,-3.552956545,,,,,,,,,,,,,,,,,,,
PSME2,-1.272998965,2.560419565,-2.308418663,0.031938724,0.112389368,-3.552238077,,,,,,,,,,,,,,,,,,,
TPSAB1,-3.391973228,-4.287880435,-2.306771335,0.032047779,0.112389368,-3.555007064,,,,,,,,,,,,,,,,,,,
TYMP,-2.847858716,1.037623913,-2.305814985,0.032111248,0.112389368,-3.556614112,,,,,,,,,,,,,,,,,,,
LGALS9,-1.794028511,2.562993478,-2.303023044,0.032297202,0.112870837,-3.561303684,,,,,,,,,,,,,,,,,,,
MITD1,-2.073037117,2.299852174,-2.302575773,0.032327084,0.112870837,-3.562054678,,,,,,,,,,,,,,,,,,,
A1BG,-1.592440938,2.375521739,-2.297777934,0.032649235,0.113282563,-3.570105711,,,,,,,,,,,,,,,,,,,
ANPEP,-2.151587643,-2.549354348,-2.293934885,0.032909409,0.113282563,-3.576548163,,,,,,,,,,,,,,,,,,,
CX3CL1,-2.178465084,-2.21265,-2.292677882,0.032994921,0.113282563,-3.578654156,,,,,,,,,,,,,,,,,,,
DAPK2,-3.14062579,-2.850402174,-2.294973382,0.032838915,0.113282563,-3.574807798,,,,,,,,,,,,,,,,,,,
GDF2,-1.270665752,-5.333756522,-2.29683424,0.032712947,0.113282563,-3.571688239,,,,,,,,,,,,,,,,,,,
GP2,-3.099684511,-3.606543478,-2.296583747,0.032729878,0.113282563,-3.572108246,,,,,,,,,,,,,,,,,,,
HSPB1,-1.806909288,3.193913043,-2.295497961,0.032803359,0.113282563,-3.573928525,,,,,,,,,,,,,,,,,,,
LDLRAP1,-2.754436169,-0.752117391,-2.29501959,0.032835781,0.113282563,-3.57473035,,,,,,,,,,,,,,,,,,,
MENT,-2.137648912,-3.22751087,-2.298346302,0.032610918,0.113282563,-3.569152421,,,,,,,,,,,,,,,,,,,
MRPL58,-2.39336718,0.515252174,-2.293106822,0.032965718,0.113282563,-3.577935575,,,,,,,,,,,,,,,,,,,
PRCP,-1.297145044,2.464823913,-2.294545531,0.032867941,0.113282563,-3.575524862,,,,,,,,,,,,,,,,,,,
RAB6B,-1.876404091,1.29693913,-2.293292187,0.032953105,0.113282563,-3.57762502,,,,,,,,,,,,,,,,,,,
UBAC1,-1.703134889,-0.472645652,-2.296276589,0.032750649,0.113282563,-3.57262323,,,,,,,,,,,,,,,,,,,
WWP2,-1.921914324,1.574384783,-2.295524056,0.032801591,0.113282563,-3.573884783,,,,,,,,,,,,,,,,,,,
CKMT1A_CKMT1B,-2.998862054,0.877593478,-2.289228717,0.033230617,0.113817679,-3.58442977,,,,,,,,,,,,,,,,,,,
CREG1,-1.087064771,3.172728261,-2.287517799,0.033348106,0.113817679,-3.587292984,,,,,,,,,,,,,,,,,,,
NEK7,-1.647343659,-2.111576087,-2.289716997,0.033197157,0.113817679,-3.583612426,,,,,,,,,,,,,,,,,,,
SORBS1,-2.978334037,2.712593478,-2.287612905,0.033341565,0.113817679,-3.587133855,,,,,,,,,,,,,,,,,,,
TIMM10,-2.174249128,5.747554348,-2.287730604,0.033333472,0.113817679,-3.586936918,,,,,,,,,,,,,,,,,,,
EIF4B,-2.073154502,2.955680435,-2.284455846,0.033559327,0.113988459,-3.592414312,,,,,,,,,,,,,,,,,,,
FCRL6,-2.079851546,-5.355719565,-2.284430959,0.033561048,0.113988459,-3.592455923,,,,,,,,,,,,,,,,,,,
LAMB1,-1.990497683,-4.17708913,-2.284464442,0.033558732,0.113988459,-3.592399941,,,,,,,,,,,,,,,,,,,
LRRC59,-2.883672294,3.723204348,-2.285586948,0.033481158,0.113988459,-3.59052289,,,,,,,,,,,,,,,,,,,
VAMP8,-2.202029771,2.013206522,-2.283929393,0.033595766,0.113988459,-3.593294475,,,,,,,,,,,,,,,,,,,
CDH1,-1.977077484,-0.313684783,-2.282722548,0.033679439,0.114138074,-3.595311756,,,,,,,,,,,,,,,,,,,
NEFL,-2.452997493,7.840282609,-2.282119662,0.033721309,0.114145841,-3.596319288,,,,,,,,,,,,,,,,,,,
HMGCL,-2.937562408,1.299408696,-2.280323922,0.033846309,0.114300649,-3.599319454,,,,,,,,,,,,,,,,,,,
SNX5,-1.382523985,2.403517391,-2.280829233,0.033811091,0.114300649,-3.598475351,,,,,,,,,,,,,,,,,,,
NLGN1,-1.650633215,2.77351087,-2.27856462,0.033969185,0.114581438,-3.602257521,,,,,,,,,,,,,,,,,,,
CD8A,-2.390632323,-0.749517391,-2.275929795,0.034153979,0.115070182,-3.606655463,,,,,,,,,,,,,,,,,,,
PDIA2,2.55532414,-0.647723913,2.273837279,0.034301397,0.115432006,-3.610146265,,,,,,,,,,,,,,,,,,,
IL1RN,-2.734400998,2.63083913,-2.271993742,0.034431759,0.115735656,-3.613220289,,,,,,,,,,,,,,,,,,,
ALDH2,-1.866069112,1.037195652,-2.269734712,0.034592123,0.115770087,-3.616985307,,,,,,,,,,,,,,,,,,,
ALPP,-2.083122693,-7.683782609,-2.270756533,0.034519501,0.115770087,-3.615282535,,,,,,,,,,,,,,,,,,,
ITGB1BP2,-2.982225376,-1.702576087,-2.27040954,0.034544146,0.115770087,-3.615860814,,,,,,,,,,,,,,,,,,,
NACC1,-3.515451964,-0.025245652,-2.269587865,0.034602571,0.115770087,-3.617229981,,,,,,,,,,,,,,,,,,,
TBC1D23,-1.506102807,0.609186957,-2.268649885,0.034669376,0.115859191,-3.618792622,,,,,,,,,,,,,,,,,,,
AHCY,-1.513085636,6.725008696,-2.267885156,0.03472393,0.115907193,-3.620066376,,,,,,,,,,,,,,,,,,,
DSG2,-1.50158736,1.350256522,-2.265921854,0.034864349,0.116195098,-3.623335453,,,,,,,,,,,,,,,,,,,
PDLIM5,-2.145665154,3.253343478,-2.265553372,0.034890761,0.116195098,-3.623948839,,,,,,,,,,,,,,,,,,,
CNPY4,-3.05671751,0.167365217,-2.264672004,0.034954012,0.116271475,-3.625415773,,,,,,,,,,,,,,,,,,,
CLIP2,-2.831081518,1.886276087,-2.262932026,0.035079189,0.116553433,-3.62831086,,,,,,,,,,,,,,,,,,,
ERBB2,-1.472112859,-0.810895652,-2.262286617,0.035125725,0.116573753,-3.629384427,,,,,,,,,,,,,,,,,,,
DIABLO,-3.041529625,6.004532609,-2.258668428,0.035387663,0.117308069,-3.635399832,,,,,,,,,,,,,,,,,,,
APCS,-3.189888503,-0.280613043,-2.256954419,0.035512374,0.117488714,-3.638247635,,,,,,,,,,,,,,,,,,,
NECTIN4,-2.681259609,-0.448697826,-2.256799939,0.035523633,0.117488714,-3.638504243,,,,,,,,,,,,,,,,,,,
MORF4L2,-2.013834349,0.206697826,-2.254511836,0.035690792,0.117906352,-3.64230393,,,,,,,,,,,,,,,,,,,
CD5,-2.610400753,-3.14123913,-2.25327987,0.035781094,0.118027978,-3.644348902,,,,,,,,,,,,,,,,,,,
LRP1,-2.348050251,-1.413584783,-2.252893469,0.035809459,0.118027978,-3.644990173,,,,,,,,,,,,,,,,,,,
KDR,-2.237572798,-0.702552174,-2.250816094,0.035962314,0.11812678,-3.648436767,,,,,,,,,,,,,,,,,,,
LAT2,-3.247119329,0.460771739,-2.250990043,0.035949492,0.11812678,-3.648148233,,,,,,,,,,,,,,,,,,,
RILP,-1.725214544,-1.602593478,-2.251910678,0.035881699,0.11812678,-3.646620947,,,,,,,,,,,,,,,,,,,
MET,-1.585562816,-1.379973913,-2.249845243,0.036033955,0.118227447,-3.650046923,,,,,,,,,,,,,,,,,,,
CEP20,-2.483659717,0.174808696,-2.248545652,0.036130059,0.118273656,-3.652201704,,,,,,,,,,,,,,,,,,,
VSIG2,-4.075337979,-5.022071739,-2.248859299,0.036106844,0.118273656,-3.651681725,,,,,,,,,,,,,,,,,,,
CLPS,-2.955561953,-0.518469565,-2.246255708,0.036299973,0.1186577,-3.655996886,,,,,,,,,,,,,,,,,,,
CRADD,-2.525894797,1.833143478,-2.24585657,0.036329663,0.1186577,-3.656658173,,,,,,,,,,,,,,,,,,,
ENOPH1,-0.885723551,1.392432609,-2.244370453,0.036440408,0.118802699,-3.659119788,,,,,,,,,,,,,,,,,,,
FGF7,-4.462490979,-2.417080435,-2.243202379,0.036527669,0.118802699,-3.661053971,,,,,,,,,,,,,,,,,,,
MCEE,-2.996140686,2.290191304,-2.243053133,0.036538833,0.118802699,-3.661301063,,,,,,,,,,,,,,,,,,,
SKIV2L,-1.210594849,-0.600106522,-2.244077199,0.036462298,0.118802699,-3.659605431,,,,,,,,,,,,,,,,,,,
CPTP,-1.38060656,0.629008696,-2.241735184,0.036637548,0.118855669,-3.66348268,,,,,,,,,,,,,,,,,,,
GHR,-1.776130307,-3.457728261,-2.241870742,0.036627384,0.118855669,-3.663258322,,,,,,,,,,,,,,,,,,,
IDI2,-2.560619521,-0.213497826,-2.240543969,0.036726982,0.118920394,-3.665453911,,,,,,,,,,,,,,,,,,,
RAB44,-2.621241934,-4.01343913,-2.24037121,0.036739969,0.118920394,-3.665739746,,,,,,,,,,,,,,,,,,,
S100A16,-2.658937698,3.887332609,-2.238902258,0.036850566,0.119144655,-3.668169686,,,,,,,,,,,,,,,,,,,
FGFR4,-2.237316371,-2.813815217,-2.237874221,0.036928148,0.11922433,-3.669869747,,,,,,,,,,,,,,,,,,,
GLYR1,-1.772944389,-0.016506522,-2.237480655,0.036957889,0.11922433,-3.670520473,,,,,,,,,,,,,,,,,,,
AOC3,-1.356459332,-2.085767391,-2.235450906,0.037111619,0.119586492,-3.673875481,,,,,,,,,,,,,,,,,,,
SLC4A1,-3.124955969,2.950354348,-2.23447383,0.037185831,0.119691893,-3.675489912,,,,,,,,,,,,,,,,,,,
ADAMTSL2,-1.950785899,1.056,-2.232148348,0.037363004,0.120128098,-3.679330768,,,,,,,,,,,,,,,,,,,
FUT3_FUT5,-1.479584081,-1.789676087,-2.230578166,0.03748307,0.120379927,-3.6819229,,,,,,,,,,,,,,,,,,,
PPP1R2,-0.817138962,8.707145652,-2.229130273,0.037594098,0.120602202,-3.684312262,,,,,,,,,,,,,,,,,,,
PDLIM7,-3.24599673,3.59613913,-2.22736503,0.037729869,0.120635191,-3.687224169,,,,,,,,,,,,,,,,,,,
SLC27A4,-2.88630355,0.806445652,-2.227394188,0.037727623,0.120635191,-3.687176081,,,,,,,,,,,,,,,,,,,
VNN2,-2.863038164,-2.306380435,-2.228246699,0.037662001,0.120635191,-3.685769946,,,,,,,,,,,,,,,,,,,
GATD3,-3.554833778,2.287371739,-2.226668655,0.037783553,0.120673053,-3.688372546,,,,,,,,,,,,,,,,,,,
ITGA5,-2.623974351,-2.79456087,-2.225474743,0.037875755,0.120833715,-3.69034094,,,,,,,,,,,,,,,,,,,
CA3,-2.496166671,3.478828261,-2.223202334,0.038051816,0.120993868,-3.694085833,,,,,,,,,,,,,,,,,,,
LBP,-3.722188799,-5.717819565,-2.22350013,0.038028701,0.120993868,-3.693595191,,,,,,,,,,,,,,,,,,,
PEBP1,0.413468076,6.595034783,2.223310021,0.038043456,0.120993868,-3.693908415,,,,,,,,,,,,,,,,,,,
BMP10,-2.611465878,-2.663758696,-2.220589658,0.038255166,0.121252953,-3.698388869,,,,,,,,,,,,,,,,,,,
CHCHD10,-2.308290113,3.955754348,-2.216776583,0.03855373,0.121252953,-3.704663919,,,,,,,,,,,,,,,,,,,
CWC15,-2.6566024,3.98825,-2.21769763,0.038481417,0.121252953,-3.703148729,,,,,,,,,,,,,,,,,,,
CXCL13,-2.615589873,-2.096797826,-2.220600579,0.038254314,0.121252953,-3.698370889,,,,,,,,,,,,,,,,,,,
DHRS4L2,-2.010805722,0.115213043,-2.217044141,0.038532711,0.121252953,-3.704223801,,,,,,,,,,,,,,,,,,,
HTRA2,-2.560603422,2.698723913,-2.218378081,0.038428074,0.121252953,-3.702029114,,,,,,,,,,,,,,,,,,,
PPP1R12B,-3.123919979,1.685878261,-2.21806461,0.03845264,0.121252953,-3.702544923,,,,,,,,,,,,,,,,,,,
SCP2,-1.350644151,-0.47653913,-2.21917547,0.038365649,0.121252953,-3.700716847,,,,,,,,,,,,,,,,,,,
TBC1D17,-1.769359791,2.463330435,-2.219579413,0.038334061,0.121252953,-3.700051976,,,,,,,,,,,,,,,,,,,
TGM2,-1.498334729,4.846628261,-2.218365749,0.03842904,0.121252953,-3.702049407,,,,,,,,,,,,,,,,,,,
LBR,-2.894407428,2.090632609,-2.215421305,0.038660361,0.121455863,-3.706892813,,,,,,,,,,,,,,,,,,,
PECAM1,-2.062928508,-1.560126087,-2.213453744,0.038815646,0.121811015,-3.710127327,,,,,,,,,,,,,,,,,,,
ADAMTS15,-2.139158837,-2.269015217,-2.211084849,0.039003362,0.12226706,-3.714019481,,,,,,,,,,,,,,,,,,,
CBS,-2.714644749,1.359702174,-2.208834188,0.039182477,0.122429321,-3.717715227,,,,,,,,,,,,,,,,,,,
CLPP,-2.814668465,3.678528261,-2.209232282,0.039150741,0.122429321,-3.717061681,,,,,,,,,,,,,,,,,,,
TDGF1,-4.01197279,-0.022921739,-2.208952554,0.039173038,0.122429321,-3.717520915,,,,,,,,,,,,,,,,,,,
AMOT,-1.911406071,0.02455,-2.208263887,0.039227983,0.122438855,-3.71865137,,,,,,,,,,,,,,,,,,,
ADAM8,-2.623784042,-0.572165217,-2.206845159,0.039341396,0.122658305,-3.72097961,,,,,,,,,,,,,,,,,,,
NOS2,-2.104167024,-0.585784783,-2.206321254,0.039383353,0.122658305,-3.721839167,,,,,,,,,,,,,,,,,,,
CCAR2,-2.750848341,2.745434783,-2.205728102,0.039430905,0.122673927,-3.722812198,,,,,,,,,,,,,,,,,,,
ARID4B,-2.237801653,1.396236957,-2.201116644,0.03980239,0.122825247,-3.730372042,,,,,,,,,,,,,,,,,,,
BCL7A,-4.690557921,-1.807769565,-2.203659639,0.039597141,0.122825247,-3.726204249,,,,,,,,,,,,,,,,,,,
CDCP1,-1.02657513,3.027843478,-2.201812792,0.039746106,0.122825247,-3.72923137,,,,,,,,,,,,,,,,,,,
CST7,-2.31893544,0.468223913,-2.201110685,0.039802872,0.122825247,-3.730381805,,,,,,,,,,,,,,,,,,,
DNMBP,-2.553506429,0.735136957,-2.20290582,0.039657882,0.122825247,-3.727439986,,,,,,,,,,,,,,,,,,,
DOC2B,-2.325906458,3.707886957,-2.200895912,0.039820252,0.122825247,-3.73073368,,,,,,,,,,,,,,,,,,,
IL17C,-1.577244163,-3.288652174,-2.20178113,0.039748665,0.122825247,-3.729283254,,,,,,,,,,,,,,,,,,,
LYVE1,-1.611747167,6.30283913,-2.201193602,0.039796165,0.122825247,-3.730245952,,,,,,,,,,,,,,,,,,,
ZNF830,-2.364505607,1.040023913,-2.200013304,0.039891745,0.122914307,-3.732179502,,,,,,,,,,,,,,,,,,,
CPA2,-1.527271252,-1.782993478,-2.198415647,0.040021456,0.122940713,-3.73479584,,,,,,,,,,,,,,,,,,,
SNX9,-1.798610494,5.886408696,-2.198662812,0.040001364,0.122940713,-3.734391149,,,,,,,,,,,,,,,,,,,
ZHX2,-2.58979718,1.710241304,-2.198332715,0.0400282,0.122940713,-3.734931621,,,,,,,,,,,,,,,,,,,
CPA1,-2.497733312,-2.121476087,-2.197356578,0.040107653,0.123053693,-3.736529593,,,,,,,,,,,,,,,,,,,
FAP,-1.000007492,-1.965415217,-2.195863466,0.040229464,0.123296254,-3.738973105,,,,,,,,,,,,,,,,,,,
FCRL1,-2.47251801,-4.5467,-2.194958164,0.040303485,0.123391985,-3.740454196,,,,,,,,,,,,,,,,,,,
PPP1R9B,-2.201049739,0.134297826,-2.193173459,0.040449773,0.123577484,-3.743373005,,,,,,,,,,,,,,,,,,,
TAB2,-3.09506695,2.772928261,-2.193338472,0.040436227,0.123577484,-3.743103189,,,,,,,,,,,,,,,,,,,
CD80,-1.898569027,-0.712304348,-2.191977096,0.040548107,0.123746816,-3.745328858,,,,,,,,,,,,,,,,,,,
ECHS1,-2.990275173,2.691473913,-2.191026454,0.0406264,0.123854691,-3.746882571,,,,,,,,,,,,,,,,,,,
AFP,-1.27478119,-3.457245652,-2.189219069,0.040775633,0.12417838,-3.749835483,,,,,,,,,,,,,,,,,,,
CC2D1A,-3.248210546,2.288947826,-2.187542695,0.040914496,0.124319365,-3.752573122,,,,,,,,,,,,,,,,,,,
CD48,-2.129791922,-1.009858696,-2.185034745,0.041123048,0.124319365,-3.756666574,,,,,,,,,,,,,,,,,,,
IMPA1,-0.942437052,4.560115217,-2.184972819,0.04112821,0.124319365,-3.756767617,,,,,,,,,,,,,,,,,,,
ITGB6,-2.252169959,-2.976928261,-2.183959355,0.04121277,0.124319365,-3.758421004,,,,,,,,,,,,,,,,,,,
MAEA,-1.723416818,1.922645652,-2.184949166,0.041130181,0.124319365,-3.756806209,,,,,,,,,,,,,,,,,,,
NFE2,-1.441517453,-1.354276087,-2.182962495,0.0412961,0.124319365,-3.760046881,,,,,,,,,,,,,,,,,,,
NFKBIE,-2.453599727,2.834776087,-2.184762848,0.041145716,0.124319365,-3.757110203,,,,,,,,,,,,,,,,,,,
PDIA3,-2.389699907,2.834408696,-2.186133671,0.041031546,0.124319365,-3.754873244,,,,,,,,,,,,,,,,,,,
RRAS,-3.434584122,3.603073913,-2.182975455,0.041295015,0.124319365,-3.760025746,,,,,,,,,,,,,,,,,,,
SEPTIN9,-2.479519965,3.442956522,-2.183997252,0.041209605,0.124319365,-3.758359186,,,,,,,,,,,,,,,,,,,
TRIAP1,-2.126769767,3.590176087,-2.183002306,0.041292769,0.124319365,-3.759981957,,,,,,,,,,,,,,,,,,,
C1R,-1.616130014,2.695280435,-2.181939498,0.041381774,0.124350772,-3.76171495,,,,,,,,,,,,,,,,,,,
CXCL5,-1.772271957,-1.22721087,-2.181808371,0.041392767,0.124350772,-3.761928731,,,,,,,,,,,,,,,,,,,
NAP1L4,-1.417505791,3.450454348,-2.180240063,0.041524457,0.12461658,-3.764485023,,,,,,,,,,,,,,,,,,,
NHLRC3,-1.532980269,4.199276087,-2.177071117,0.041791717,0.125158164,-3.769647125,,,,,,,,,,,,,,,,,,,
TIMP3,-3.052079875,3.179519565,-2.177274357,0.041774529,0.125158164,-3.769316182,,,,,,,,,,,,,,,,,,,
PLB1,-1.68637747,-3.892104348,-2.175555481,0.041920095,0.125282439,-3.772114538,,,,,,,,,,,,,,,,,,,
SUSD2,-2.330311031,0.97216087,-2.175899976,0.041890884,0.125282439,-3.771553796,,,,,,,,,,,,,,,,,,,
BNIP3L,-2.54653409,4.65861087,-2.174511751,0.04200871,0.125352449,-3.773813133,,,,,,,,,,,,,,,,,,,
ZNRD2,-2.72939868,3.556393478,-2.174255998,0.04203045,0.125352449,-3.774229283,,,,,,,,,,,,,,,,,,,
ACTA2,-1.904782859,1.587008696,-2.171109919,0.04229872,0.12550832,-3.779346154,,,,,,,,,,,,,,,,,,,
AGR2,-3.654857595,2.447691304,-2.171091354,0.042300307,0.12550832,-3.779376335,,,,,,,,,,,,,,,,,,,
NUDC,-1.097482905,2.70598913,-2.172038772,0.042219354,0.12550832,-3.777835879,,,,,,,,,,,,,,,,,,,
SCARA5,-2.956785425,0.468465217,-2.171230448,0.042288413,0.12550832,-3.779150199,,,,,,,,,,,,,,,,,,,
TADA3,-3.196574009,0.36825,-2.172120126,0.042212409,0.12550832,-3.777703584,,,,,,,,,,,,,,,,,,,
SNAPIN,-2.432513333,2.065471739,-2.169668189,0.042422178,0.125740556,-3.781689614,,,,,,,,,,,,,,,,,,,
PLA2G15,-1.597042566,1.564354348,-2.169004273,0.042479141,0.125780125,-3.782768479,,,,,,,,,,,,,,,,,,,
GGT5,-2.050502933,-1.919376087,-2.167320518,0.042623916,0.125950178,-3.785503739,,,,,,,,,,,,,,,,,,,
HMOX1,-4.10056139,1.101028261,-2.16770976,0.042590408,0.125950178,-3.784871521,,,,,,,,,,,,,,,,,,,
ANXA2,-2.038707306,6.117423913,-2.166487849,0.042695678,0.126033096,-3.786855962,,,,,,,,,,,,,,,,,,,
CCL20,-2.761950896,-4.768095652,-2.164703065,0.042849866,0.126101035,-3.789753383,,,,,,,,,,,,,,,,,,,
CLEC4M,-1.905171682,0.596278261,-2.165191905,0.042807585,0.126101035,-3.788959935,,,,,,,,,,,,,,,,,,,
ZNRF4,-0.997051319,1.232017391,-2.165128654,0.042813053,0.126101035,-3.789062604,,,,,,,,,,,,,,,,,,,
ICAM1,-2.061208044,-2.145647826,-2.163459411,0.042957606,0.126160626,-3.791771527,,,,,,,,,,,,,,,,,,,
KLK13,-1.3173055,0.214317391,-2.163762306,0.042931343,0.126160626,-3.791280064,,,,,,,,,,,,,,,,,,,
CD6,-2.284954302,-5.973813043,-2.162390227,0.043050427,0.126176253,-3.793506018,,,,,,,,,,,,,,,,,,,
TACSTD2,-1.566969832,-1.299665217,-2.162452882,0.043044983,0.126176253,-3.79340439,,,,,,,,,,,,,,,,,,,
DEFB103A_DEFB103B,-2.249229957,-1.483382609,-2.161662091,0.043113745,0.126188266,-3.794686962,,,,,,,,,,,,,,,,,,,
STK11,-1.859555364,2.790502174,-2.161337077,0.043142036,0.126188266,-3.795214019,,,,,,,,,,,,,,,,,,,
ANK2,-2.959256348,5.783467391,-2.154802269,0.043714441,0.126833448,-3.80580152,,,,,,,,,,,,,,,,,,,
BECN1,-1.731700178,2.867967391,-2.157298831,0.043494948,0.126833448,-3.801758837,,,,,,,,,,,,,,,,,,,
DNAJB2,-1.783149017,5.684484783,-2.155414588,0.043660514,0.126833448,-3.80481024,,,,,,,,,,,,,,,,,,,
EXOSC10,-1.564845027,0.293265217,-2.156196936,0.043591701,0.126833448,-3.803543468,,,,,,,,,,,,,,,,,,,
GFER,-2.751565974,5.58661087,-2.15688393,0.043531356,0.126833448,-3.802430872,,,,,,,,,,,,,,,,,,,
IL1RL2,-1.505720563,-2.563352174,-2.154860407,0.043709318,0.126833448,-3.805707409,,,,,,,,,,,,,,,,,,,
LY9,-1.830819057,-6.262193478,-2.157784208,0.043452392,0.126833448,-3.800972553,,,,,,,,,,,,,,,,,,,
NOS1,-2.829975505,6.387778261,-2.155051343,0.043692498,0.126833448,-3.805398316,,,,,,,,,,,,,,,,,,,
IGDCC4,-1.664924051,1.14878913,-2.153564676,0.04382362,0.126962428,-3.807804558,,,,,,,,,,,,,,,,,,,
THTPA,-1.982188418,7.447115217,-2.153300687,0.043846941,0.126962428,-3.808231738,,,,,,,,,,,,,,,,,,,
ADGRE2,-1.85556546,-0.725393478,-2.152376078,0.043928711,0.126997249,-3.809727676,,,,,,,,,,,,,,,,,,,
APOA2,-2.765762439,-6.332541304,-2.149439626,0.044189321,0.126997249,-3.814476147,,,,,,,,,,,,,,,,,,,
BMPER,-1.934767867,0.743469565,-2.149725438,0.044163894,0.126997249,-3.814014132,,,,,,,,,,,,,,,,,,,
IDO1,-3.956341766,-3.476735348,-2.149554519,0.044179098,0.126997249,-3.814290426,,,,,,,,,,,,,,,,,,,
MAD1L1,-3.07092254,-0.634586957,-2.150572669,0.044088597,0.126997249,-3.812644372,,,,,,,,,,,,,,,,,,,
PGM2,-2.519284696,2.509591304,-2.149193287,0.044211248,0.126997249,-3.814874327,,,,,,,,,,,,,,,,,,,
SPRR1B,-3.778556406,-3.894045652,-2.151526924,0.044003929,0.126997249,-3.811101208,,,,,,,,,,,,,,,,,,,
TOMM20,-1.846608946,7.347584783,-2.149942142,0.044144623,0.126997249,-3.813663805,,,,,,,,,,,,,,,,,,,
CXCL6,-3.139441727,-4.750856522,-2.147111104,0.044396976,0.127403859,-3.818238893,,,,,,,,,,,,,,,,,,,
DMD,-2.610992061,4.846578261,-2.146408927,0.044459769,0.12745723,-3.819373105,,,,,,,,,,,,,,,,,,,
B4GALT1,-2.299370645,-0.883147826,-2.145354331,0.044554229,0.127601187,-3.82107617,,,,,,,,,,,,,,,,,,,
GCHFR,-0.692823441,5.851006522,-2.144597021,0.044622173,0.127668996,-3.82229885,,,,,,,,,,,,,,,,,,,
GAD1,-2.085929154,5.063152174,-2.143377808,0.044731757,0.127784229,-3.824266751,,,,,,,,,,,,,,,,,,,
MINK1,-2.632680835,2.449554348,-2.143163268,0.044751065,0.127784229,-3.824612967,,,,,,,,,,,,,,,,,,,
AIF1L,-2.886516846,3.027558696,-2.13851997,0.045170813,0.128441837,-3.832101227,,,,,,,,,,,,,,,,,,,
ANKMY2,-2.309763651,3.3098,-2.134732948,0.045515797,0.128441837,-3.838201592,,,,,,,,,,,,,,,,,,,
AZI2,-2.109647218,0.485697826,-2.13480455,0.045509252,0.128441837,-3.83808631,,,,,,,,,,,,,,,,,,,
BGN,-2.43019704,-0.389756522,-2.138964405,0.045130482,0.128441837,-3.831384893,,,,,,,,,,,,,,,,,,,
CDHR2,-1.266814692,-4.02533913,-2.135140248,0.045478579,0.128441837,-3.83754579,,,,,,,,,,,,,,,,,,,
HNRNPK,-1.930377468,3.812130435,-2.138343864,0.045186803,0.128441837,-3.832385049,,,,,,,,,,,,,,,,,,,
ICAM2,-2.454720325,-0.98143913,-2.136599366,0.045345475,0.128441837,-3.835195838,,,,,,,,,,,,,,,,,,,
IQGAP2,-2.311478088,-0.493017391,-2.136251471,0.045377179,0.128441837,-3.835756217,,,,,,,,,,,,,,,,,,,
LYSMD3,-2.651150121,0.159230435,-2.137826771,0.045233783,0.128441837,-3.833218343,,,,,,,,,,,,,,,,,,,
PAPPA,-1.856146634,0.089991304,-2.139332853,0.045097072,0.128441837,-3.830790969,,,,,,,,,,,,,,,,,,,
RAB39B,-1.55428193,-4.286095652,-2.135780347,0.045420144,0.128441837,-3.836515007,,,,,,,,,,,,,,,,,,,
UBE2B,-1.196306867,3.387036957,-2.136549163,0.045350049,0.128441837,-3.835276707,,,,,,,,,,,,,,,,,,,
