Aggregated,pathway,gs_number.x,gs_description.x,gs_number.y,gs_description.y,pval,padj,log2err,ES,NES,size,leadingEdge
Adhesion,GOBP_CELL_CELL_ADHESION,GO:0098609,The attachment of one cell to another cell via adhesion molecules. [GOC:dos],GO:0098609,The attachment of one cell to another cell via adhesion molecules. [GOC:dos],0.230958231,0.995423293,0.094975153,-0.205775085,-1.0839152,438,"c(""SIRPG"", ""CLDN15"", ""LEP"", ""VSIG4"", ""CSK"", ""PLPP3"", ""TIGIT"", ""OBSCN"", ""ILK"", ""LAMB1"", ""GLDN"", ""NFAT5"", ""TNFSF11"", ""VMP1"", ""PDPN"", ""PDLIM5"", ""CDH1"", ""DMTN"", ""FOXA1"", ""CLDN3"", ""ATP2C1"", ""ITGB5"", ""IL1B"", ""HLA-DQB1"", ""ZFP36L1"", ""RELA"", ""PKP2"", ""PSEN1"", ""LIMS1"", ""ITGAM"", ""HAVCR2"", ""LCK"", ""CDHR5"", ""LRRC4B"", ""TSPAN32"", ""ZBTB1"", ""DSG4"", ""LRFN4"", ""IL23A"", ""PCDH10"", ""GCNT1"", ""CLIC1"", ""CDH24"", ""ROBO3"", ""FOXA2"", ""ZAN"", ""STAT5B"", ""BAD"", ""MILR1"", ""FXYD5"", ""STXBP3"", ""IGDCC3"", ""LIMS2"", ""AKT1"", ""PTK2"", ""CTSG"", ""ST3GAL4"", 
""DNAJB6"", ""NTNG1"", ""SH2B3"", ""NLGN3"", ""IGSF5"", ""CLSTN3"", ""KRT18"", ""GNAS"", ""MYL12A"", ""SART1"", ""LAG3"", ""CD200R1"", ""TNIP1"", ""NPNT"", ""MADCAM1"", ""SHC1"", ""FOXP3"", ""IL21"", ""ITGAD"", ""RASAL3"", ""PDE5A"", ""ITGAV"", ""FUT3"", ""MAP3K8"", ""PTPN6"", ""CD28"", ""CDC42EP1"", ""SIGLEC1"", ""ZAP70"", ""SOCS5"", ""LEF1"", ""CLDN7"", ""ESAM"", ""CDH8"", ""CD55"", ""JAK1"", ""CLDN23"", ""HLA-E"", ""CSTA"", ""WNT4"", ""XG"", ""DSP"", ""PLG"", ""CARD11"", ""TMOD3"", ""MAD1L1"", ""FSTL3"", ""CEL"", ""CD164"", ""NINJ2"", ""SELPLG"", ""VSIG10"", ""NLGN4X"", ""PLA2G2F"", ""ITGA10"", ""RAB10"", 
""PCDH12"", ""PKP1"", ""ICAM1"", ""NOTCH4"")"
Adhesion,GOBP_LEUKOCYTE_CELL_CELL_ADHESION,GO:0007159,The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators],GO:0007159,The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators],0.521563342,0.995423293,0.057487741,-0.203228837,-0.977626421,170,"c(""SIRPG"", ""LEP"", ""VSIG4"", ""CSK"", ""TIGIT"", ""NFAT5"", ""TNFSF11"", ""IL1B"", ""HLA-DQB1"", ""RELA"", ""HAVCR2"", ""LCK"", ""ZBTB1"", ""IL23A"", ""GCNT1"", ""STAT5B"", ""BAD"", ""AKT1"", ""CTSG"", ""ST3GAL4"", ""SART1"", ""LAG3"", ""TNIP1"", ""MADCAM1"", ""FOXP3"", ""IL21"", ""RASAL3"", ""PDE5A"", ""MAP3K8"", ""PTPN6"", ""CD28"", ""ZAP70"", ""SOCS5"", ""LEF1"", ""CD55"", ""HLA-E"")"
Adhesion,GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION,GO:0045785,"Any process that activates or increases the frequency, rate or extent of cell adhesion. [GOC:go_curators]",GO:0045785,"Any process that activates or increases the frequency, rate or extent of cell adhesion. [GOC:go_curators]",0.095238095,0.995423293,0.164405756,-0.247519632,-1.21842759,217,"c(""SIRPG"", ""DISC1"", ""LEP"", ""CSK"", ""PLPP3"", ""ILK"", ""ECM2"", ""NFAT5"", ""TNFSF11"", ""PDPN"", ""DMTN"", ""FOXA1"", ""IL1B"", ""HLA-DQB1"", ""RELA"", ""LIMS1"", ""HAVCR2"", ""LCK"", ""GSK3B"", ""ZBTB1"", ""IL23A"", ""FOXA2"", ""STAT5B"", ""BAD"", ""VIT"", ""LIMS2"", ""AKT1"", ""CTSG"", ""EFEMP2"", ""ST3GAL4"", ""MIP"", ""STK4"", ""SART1"", ""TSC1"", ""ARL2"", ""ZFHX3"", ""NPNT"", ""FOXP3"", ""IL21"", ""RASAL3"", ""ITGAV"", ""FUT3"", ""RELL2"", ""MAP3K8"", ""PTPN6"", ""CD28"", ""DOCK5"", ""ZAP70"", ""SOCS5"", ""LEF1"", ""APBB1IP"", ""CD55"", ""JAK1"", ""HLA-E"")"
Adhesion,GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,GO:0022409,Any process that activates or increases the rate or extent of cell adhesion to another cell. [GOC:isa_complete],GO:0022409,Any process that activates or increases the rate or extent of cell adhesion to another cell. [GOC:isa_complete],0.09762901,0.995423293,0.166933849,-0.265177382,-1.240634583,140,"c(""SIRPG"", ""LEP"", ""CSK"", ""PLPP3"", ""NFAT5"", ""TNFSF11"", ""PDPN"", ""DMTN"", ""FOXA1"", ""IL1B"", ""HLA-DQB1"", ""RELA"", ""HAVCR2"", ""LCK"", ""ZBTB1"", ""IL23A"", ""FOXA2"", ""STAT5B"", ""BAD"", ""AKT1"", ""CTSG"", ""ST3GAL4"", ""SART1"", ""FOXP3"", ""IL21"", ""RASAL3"", ""FUT3"", ""MAP3K8"", ""PTPN6"", ""CD28"", ""ZAP70"", ""SOCS5"", ""LEF1"", ""CD55"", ""JAK1"", ""HLA-E"")"
Adhesion,GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,GO:1903039,"Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion. [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",GO:1903039,"Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion. [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",0.323657475,0.995423293,0.085288469,-0.239606015,-1.082060464,112,"c(""SIRPG"", ""LEP"", ""CSK"", ""NFAT5"", ""TNFSF11"", ""IL1B"", ""HLA-DQB1"", ""RELA"", ""HAVCR2"", ""LCK"", ""ZBTB1"", ""IL23A"", ""STAT5B"", ""BAD"", ""AKT1"", ""ST3GAL4"", ""SART1"", ""FOXP3"", ""IL21"", ""RASAL3"", ""MAP3K8"", ""PTPN6"", ""CD28"", ""ZAP70"", ""SOCS5"", ""LEF1"", ""CD55"", ""HLA-E"")"
Adhesion,GOBP_REGULATION_OF_CELL_ADHESION,GO:0030155,"Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]",GO:0030155,"Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]",0.544226044,0.995423293,0.051218435,-0.186703746,-0.971616049,371,"c(""SIRPG"", ""DISC1"", ""LEP"", ""VSIG4"", ""CSK"", ""PLPP3"", ""TIGIT"", ""ILK"", ""ECM2"", ""NFAT5"", ""TNFSF11"", ""PDPN"", ""CDH1"", ""DMTN"", ""FOXA1"", ""KNG1"", ""IL1B"", ""HLA-DQB1"", ""RELA"", ""LIMS1"", ""HAVCR2"", ""LCK"", ""GSK3B"", ""PLXNC1"", ""TESC"", ""ZBTB1"", ""IL23A"", ""EPHA3"", ""FOXA2"", ""STAT5B"", ""BAD"", ""FXYD5"", ""VIT"", ""CLASP1"", ""LIMS2"", ""AKT1"", ""PTK2"", ""CTSG"", ""EFEMP2"", ""ST3GAL4"", ""ACVRL1"", ""PML"", ""SH2B3"", ""MIP"", ""COL1A1"", ""STK4"", ""SART1"", ""LAG3"", ""TSC1"", ""ARL2"", ""FAM107A"", ""ZFHX3"", ""NPNT"", ""FOXP3"", ""IL21"", ""RASAL3"", ""PDE5A"", ""ITGAV"", 
""FUT3"", ""RELL2"", ""MAP3K8"", ""PTPN6"", ""CD28"", ""DDR1"", ""PLET1"", ""DOCK5"", ""HOXA7"", ""CXCR3"", ""ZAP70"", ""SERPINI2"", ""SOCS5"", ""LEF1"", ""APBB1IP"", ""CD55"", ""JAK1"", ""HLA-E"", ""FZD4"", ""TNC"", ""WNT4"", ""PLG"", ""CARD11"", ""MAD1L1"", ""BAG4"", ""FSTL3"", ""MACF1"", ""CD164"", ""NPY"", ""CYTH1"")"
Adhesion,GOBP_REGULATION_OF_CELL_CELL_ADHESION,GO:0022407,"Any process that modulates the frequency, rate or extent of attachment of a cell to another cell. [GOC:isa_complete]",GO:0022407,"Any process that modulates the frequency, rate or extent of attachment of a cell to another cell. [GOC:isa_complete]",0.543650794,0.995423293,0.054680849,-0.198072828,-0.97502326,217,"c(""SIRPG"", ""LEP"", ""VSIG4"", ""CSK"", ""PLPP3"", ""TIGIT"", ""NFAT5"", ""TNFSF11"", ""PDPN"", ""CDH1"", ""DMTN"", ""FOXA1"", ""IL1B"", ""HLA-DQB1"", ""RELA"", ""HAVCR2"", ""LCK"", ""ZBTB1"", ""IL23A"", ""FOXA2"", ""STAT5B"", ""BAD"", ""FXYD5"", ""AKT1"", ""PTK2"", ""CTSG"", ""ST3GAL4"", ""SH2B3"", ""SART1"", ""LAG3"", ""FOXP3"", ""IL21"", ""RASAL3"", ""PDE5A"", ""FUT3"", ""MAP3K8"", ""PTPN6"", ""CD28"", ""ZAP70"", ""SOCS5"", ""LEF1"", ""CD55"", ""JAK1"", ""HLA-E"", ""WNT4"", ""PLG"", ""CARD11"", ""MAD1L1"", ""FSTL3"")"
Adhesion,GOCC_ANCHORING_JUNCTION,GO:0070161,A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181],GO:0070161,A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181],0.485330073,0.995423293,0.056294075,-0.188558391,-0.994425823,448,"c(""CLDN15"", ""CSK"", ""PLPP3"", ""CGNL1"", ""OBSCN"", ""SCN2A"", ""ILK"", ""MAP2K1"", ""SPTBN2"", ""HEPACAM"", ""GJD2"", ""PDLIM5"", ""CDH1"", ""PRKCG"", ""SGSM3"", ""CLDN3"", ""ITGB5"", ""PDXP"", ""ILDR1"", ""RPL8"", ""GJB6"", ""PKP2"", ""LIMS1"", ""LDB3"", ""KRIT1"", ""GJA1"", ""CDC42EP4"", ""PDZD2"", ""RAPGEF2"", ""SNTB1"", ""NRAP"", ""DSG4"", ""MARVELD3"", ""CDH24"", ""ATAT1"", ""RPL30"", ""HSPA1B"", ""ITGB8"", ""MPZL1"", ""PDLIM7"", ""CLASP1"", ""LIMS2"", ""PPFIA1"", ""AKT1"", ""PTK2"", ""AKAP12"", ""MIP"", ""RAB13"", ""SYMPK"", ""IGSF5"", ""LAMA1"", ""KRT18"", ""TES"", ""GNB2"", ""FAP"", ""BCAR3"", 
""CPNE3"", ""PXN"", ""MARCKS"", ""MYO1E"", ""ARL2"", ""FAM107A"", ""ADAM17"", ""ABCB4"", ""GSN"", ""PLEC"", ""TRIP6"", ""GJB2"", ""MDC1"", ""ITGAV"", ""PTK7"", ""RPS17"", ""PTPN6"", ""C1QTNF5"", ""CDC42EP1"", ""GJA5"", ""ZAP70"", ""GRHL2"", ""ABI2"", ""MARVELD2"", ""CLDN7"", ""ESAM"", ""SAV1"", ""CDH8"", ""APBB1IP"", ""JAK1"", ""CLDN23"", ""ATP1B1"", ""FZD4"", ""TNC"", ""DOCK7"", ""CSRP2"", ""PDLIM4"", ""FHL3"", ""DSP"", ""TMOD3"", ""PDIA3"", ""ZYX"", ""AOC1"", ""VASP"", ""AMTN"", ""CD53"", ""MXRA8"", ""DES"", ""CYTH1"", ""VSIG10"", ""SLC2A1"", ""SHROOM3"", ""WTIP"", ""HACD3"", ""FGFR4"", ""RAB10"", ""PCDH12"", 
""PKP1"", ""ICAM1"", ""FHL1"", ""ITGB1BP1"", ""DBN1"", ""PARVA"", ""DSG2"", ""FGFR3"", ""OCLN"", ""RPS15"", ""ITGB2"", ""KIAA1210"", ""KRAS"", ""DIXDC1"", ""LCP2"", ""JUP"")"
Adhesion,GOCC_CELL_SUBSTRATE_JUNCTION,GO:0030055,"A cell junction that forms a connection between a cell and the extracellular matrix. [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]",GO:0030055,"A cell junction that forms a connection between a cell and the extracellular matrix. [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]",0.419087137,0.995423293,0.136490438,0.181367477,1.004373189,232,"c(""SRC"", ""CAV2"", ""CYFIP1"", ""ITGA8"", ""CDH2"", ""ITGA2"", ""CFL1"", ""FERMT3"", ""ACTB"", ""NOX4"", ""SRP68"", ""NME2"", ""ARHGAP22"", ""ARPC5"", ""PPP1R12A"", ""WASF1"", ""EPHA2"", ""FLII"", ""NPM1"", ""IRF2"", ""REXO2"", ""ITGA5"", ""RALA"", ""HSPA8"", ""PLAU"", ""PVR"", ""RPL3"", ""EPB41L2"", ""TLN1"", ""PEAK1"", ""OPRM1"", ""EPPK1"", ""PAK4"", ""FBLN7"", ""RPS9"", ""NFASC"", ""CAPN5"", ""PDLIM1"", ""USP33"", ""LIMA1"", ""B2M"", ""PGM5"", ""ITGB6"", ""AIF1L"", ""SLC4A2"")"
Adhesion,GOCC_CELL_SURFACE,GO:0009986,"The external part of the cell wall and/or plasma membrane. [GOC:jl, GOC:mtg_sensu, GOC:sm]",GO:0009986,"The external part of the cell wall and/or plasma membrane. [GOC:jl, GOC:mtg_sensu, GOC:sm]",0.492063492,0.995423293,0.142901149,0.168939996,0.995524948,415,"c(""PKHD1"", ""ABCB1"", ""ITGA9"", ""IL11RA"", ""CXCR2"", ""ANO6"", ""CD274"", ""SIRPB1"", ""GRIN2A"", ""CLDND1"", ""SCARB1"", ""GHSR"", ""TNFRSF11A"", ""ADAMTS15"", ""PPFIA4"", ""CD22"", ""ITGA8"", ""CDH2"", ""TSPAN8"", ""ITGA2"", ""COL23A1"", ""LRFN5"", ""IL23R"", ""TNFRSF13C"", ""TNFRSF10B"", ""SDC3"", ""RAMP1"", ""SERPINA5"", ""ASTN1"", ""WNT3A"", ""ADAM2"", ""CD40"", ""SCARA5"", ""EPHA2"", ""GPRC5B"", ""BTN3A1"", ""HHIP"", ""AREG"", ""CCR3"", ""ITGA5"", ""RALA"", ""HLA-A"", ""SLC1A1"", ""DNAI2"", ""CCR9"", ""SULF1"", ""SHH"", ""PLAU"", ""ELSPBP1"", ""PVR"", ""P2RY12"", ""RTN4R"", ""SLC46A1"", ""TNN"", 
""TLN1"", ""APP"", ""SORL1"", ""STAB2"", ""HILPDA"", ""ADGRE1"", ""SLITRK6"", ""CLEC4D"", ""IGLL5"", ""CLEC17A"", ""UNC5C"", ""CAPN5"", ""SCUBE2"", ""LPL"", ""SIRPA"", ""GRIN1"", ""FCER1A"", ""B2M"", ""NCR2"", ""ITGB6"", ""MST1R"")"
