gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function
chr8-98116746-98117686,-3.520309714,8.285439916,-4.02006404,5.87E-05,0.164218384,1.380918037,NA
chr6-41072462-41073305,-3.704637178,7.865798532,-3.836394375,0.000125769,0.17595047,0.658549764,NA
chr1-16351983-16352902,-2.795563345,8.584008812,-2.959422204,0.003090775,0.302235577,-1.829070257,NA
chr1-191125549-191126805,3.504295713,7.553387012,2.957653414,0.003108545,0.302235577,-1.954105037,NA
chr1-225923873-225924781,2.931665091,8.93869295,3.10180121,0.001929852,0.302235577,-1.465471099,NA
chr1-36223892-36224782,-2.724302274,8.464382756,-2.976771506,0.002921323,0.302235577,-1.776182662,NA
chr1-56578938-56579735,3.661847544,7.39897978,2.978126879,0.002908449,0.302235577,-1.93740658,NA
chr10-35336075-35337074,3.010809078,8.627210928,3.176135761,0.001497913,0.302235577,-1.270221961,NA
chr11-120511033-120511986,3.897358193,7.545872364,3.401359651,0.000673643,0.302235577,-0.822179796,NA
chr11-69048514-69049363,-3.556598304,8.138547332,-3.246559237,0.001172676,0.302235577,-1.183976756,NA
chr12-53500635-53501456,-3.630610008,7.807474786,-3.300395671,0.000969513,0.302235577,-1.046938599,NA
chr16-68237248-68238164,-2.976692388,8.11180322,-2.982466854,0.002867573,0.302235577,-1.792538139,NA
chr17-20943819-20944970,-3.555511412,7.553387012,-3.082313321,0.002060643,0.302235577,-1.639793386,NA
chr17-52883579-52884628,3.282217143,7.791527562,2.981794269,0.002873873,0.302235577,-1.846542609,NA
chr17-714467-715408,-3.509273975,7.511463884,-2.992461796,0.002775423,0.302235577,-1.865929341,NA
chr18-66395577-66396496,-3.509273975,7.511463884,-2.992461796,0.002775423,0.302235577,-1.865929341,NA
chr22-35299566-35300464,-3.556643295,7.464967893,-2.982609335,0.00286624,0.302235577,-1.901840369,NA
chr3-182980041-182980960,3.186129665,8.074193197,2.955280115,0.003132535,0.302235577,-1.897191667,NA
chr3-191076179-191077819,-3.876561414,7.518978532,-3.413675692,0.000643959,0.302235577,-0.778749312,NA
chr4-102827655-102828494,3.658545631,7.54331437,3.089999402,0.002008117,0.302235577,-1.643866915,NA
chr6-107633636-107635413,-3.727351149,7.567746453,-3.367876629,0.000760901,0.302235577,-0.873520441,NA
chr6-111258860-111259756,3.446274804,7.66031135,2.960502891,0.003079963,0.302235577,-1.934457793,NA
chr7-2641219-2642131,3.607044598,7.495063267,3.007679051,0.002640311,0.302235577,-1.848648743,NA
chr7-80134404-80135236,-3.782137317,7.570058482,-2.968311195,0.003002867,0.302235577,-1.990983276,NA
chr8-25458238-25459115,-3.450923962,8.238943924,-3.238550076,0.001206062,0.302235577,-1.181311935,NA
chr8-89902122-89903029,2.794296598,8.648362947,3.247561509,0.001168559,0.302235577,-1.032863964,NA
chr9-137254794-137255823,-3.664719969,7.785967796,-3.15791005,0.001594677,0.302235577,-1.460665735,NA
chrX-46758782-46759701,3.071842118,8.237400104,3.270131068,0.00107931,0.302235577,-1.009879329,NA
