gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function
MCIDAS,-2.21170983,5.494339006,-5.00201078,3.56965792381012e-06,0.024098664,3.968820942,Cilia
ALG10,-2.068655133,4.967854256,-4.825069084,7.07607845117095e-06,0.024098664,3.372925351,Metabolism (other)
SMPD2,-1.951878992,5.600708423,-4.73769495,9.87920100795446e-06,0.024098664,3.118762878,Metabolism or Transport (lipid)
PNPO,-2.012912052,5.078789553,-4.61120087,1.59334673668655e-05,0.029150279,2.682702749,Metabolism (other)
MT1F,-1.943649705,4.799773501,-4.439777571,3.01453629709624e-05,0.038048934,2.138303777,NA
MAMSTR,-1.88418529,5.7652296,-4.401302228,3.47253257433492e-05,0.038048934,2.068502622,NA
KCNJ13,-1.998614247,4.836114664,-4.346396919,4.24451127834242e-05,0.038048934,1.841735862,Transport
DDIT4,-1.818135857,5.617565152,-4.333487447,4.44881078924094e-05,0.038048934,1.841407398,NA
DPH3,-1.994246016,5.133098843,-4.319586713,4.67942620087577e-05,0.038048934,1.77005409,Metabolism (other)
CLDN3,-1.865984711,4.754142835,-4.271562376,5.56848900718037e-05,0.039620801,1.6168127,Matrisome/cell adhesion/binding/signaling
FAM46C,-1.306033764,6.765858486,-4.252932576,5.95557271521846e-05,0.039620801,1.670752281,NA
ZIC2,-1.539958276,5.768919419,-4.206741565,7.03066693118595e-05,0.042875351,1.478679404,Development (differentiation)
PCBD1,-1.686219913,5.273364303,-4.165625126,8.14325238709743e-05,0.045840247,1.305238453,NA
CHRAC1,-1.770791124,5.268089226,-4.083323785,0.000109015,0.056653327,1.057176018,NA
SPRY1,-1.618203262,5.462942955,-4.056197152,0.000119934,0.056653327,0.992286545,NA
TUBG1,-1.778404816,4.620663732,-4.043862974,0.00012524,0.056653327,0.927634713,Transport
DMPK,-1.504642627,6.363219961,-4.02970462,0.000131608,0.056653327,0.959800289,NA
CHPF,-1.516875666,5.696895466,-3.985570229,0.000153518,0.062413436,0.800021228,NA
TEKT2,-1.771347462,4.382250915,-3.958291503,0.000168767,0.065002013,0.672586629,Cilia
UQCRB,-1.68635662,5.441521139,-3.878124945,0.000222453,0.079650435,0.45818431,NA
TUSC1,-1.816634862,5.256862278,-3.870203954,0.000228568,0.079650435,0.426891479,NA
NME3,-1.630427673,5.223678678,-3.83150669,0.000260826,0.086760062,0.31818008,NA
