gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
chr4-159102578-159103483,-2.483005575,8.237958763,-5.17560532,2.27601736162788e-07,0.001162817,6.602681246
chr9-85741581-85742445,-2.31812599,8.133389998,-4.90032625,9.58237817293418e-07,0.001337306,5.299488575
chr12-89709126-89709919,-2.339443174,8.747535527,-4.883727762,1.04255716777985e-06,0.001337306,5.218778442
chr4-148442089-148442975,-2.288762413,8.458622084,-4.850820677,1.23132270000042e-06,0.001337306,5.0722521
chr19-48713853-48714764,-2.298634009,8.100536002,-4.833940225,1.34050790040076e-06,0.001337306,4.992819433
chr2-231604369-231605235,-2.273789663,8.485328258,-4.802328163,1.57053015755269e-06,0.001337306,4.850208021
chr6-145734806-145735738,-2.230286648,8.526626556,-4.689762706,2.73874908752231e-06,0.001884822,4.344711647
chr22-43186441-43188054,-2.219278826,8.051719566,-4.674436405,2.95137452122918e-06,0.001884822,4.277325198
chr7-55964322-55965229,-2.198149918,8.67247174,-4.588965231,4.4597728379777e-06,0.002339047,3.901999717
chr2-112053873-112054851,-2.197712217,8.016425432,-4.583485536,4.57828776836624e-06,0.002339047,3.878113524
chr12-22624710-22625609,-2.174682677,8.001286339,-4.554246442,5.26343010187711e-06,0.002444624,3.752812449
chr10-73811398-73812240,-2.131756222,8.358684179,-4.463176871,8.08395061461295e-06,0.003038532,3.365361533
chr2-202634409-202635313,-2.129500399,7.967419349,-4.456623766,8.3348882877301e-06,0.003038532,3.337739059
chr5-44808556-44809353,-2.127228184,7.929849207,-4.44357238,8.85702039244949e-06,0.003038532,3.282734686
chr2-112054919-112055736,-2.119075672,8.170025771,-4.42926353,9.46534184627365e-06,0.003038532,3.222921729
chr10-104121484-104122409,-2.084585074,8.409814286,-4.413510738,1.01811650696468e-05,0.003038532,3.158319659
chr10-103966776-103967656,-2.112330932,7.957013347,-4.408132502,1.04371853115679e-05,0.003038532,3.134687087
chr18-5294861-5295698,-2.111997333,8.333598279,-4.394625314,1.11075578111471e-05,0.003038532,3.078339447
chr11-83156437-83157354,-2.086042439,8.467081797,-4.390889996,1.13000810301572e-05,0.003038532,3.063847987
chr1-214551310-214552247,-2.116012521,8.348092941,-4.366190505,1.26556263362992e-05,0.00323288,2.960125473
chr6-158644320-158645191,-2.053797591,8.28229208,-4.345805823,1.38899019588156e-05,0.003379215,2.878173068
chr3-180912055-180912913,-2.076106429,7.934384836,-4.334591459,1.46170422388598e-05,0.003394476,2.83151702
chr19-33176726-33177646,-2.054873579,8.37599218,-4.322781064,1.54220120008856e-05,0.003399025,2.783680094
chr19-44890365-44891419,-2.06137,7.906958413,-4.302032011,1.69395777860312e-05,0.003399025,2.698880312
chr16-70251397-70252193,-2.056535686,7.923235794,-4.293326739,1.76177633191479e-05,0.003399025,2.663608732
chr13-91348501-91349404,-2.057069982,7.919744269,-4.289042079,1.79609858414871e-05,0.003399025,2.646212051
chr15-90934789-90935804,-2.053199235,8.15117317,-4.289015479,1.79631363982598e-05,0.003399025,2.646185167
chr11-65027103-65028036,-2.045389765,7.908172311,-4.262467781,2.02362640976971e-05,0.003506774,2.539039407
chr7-100538631-100539526,-2.03297024,7.857496911,-4.255157939,2.09087285379521e-05,0.003506774,2.509796904
chr1-113072713-113073597,-2.029577387,7.874685156,-4.253162299,2.10959810140157e-05,0.003506774,2.501811265
chr15-73991842-73992725,-2.055529371,7.97779401,-4.251237081,2.12781380116079e-05,0.003506774,2.493688898
chr11-67317217-67318180,-2.022226498,8.172841617,-4.235703059,2.28036818791316e-05,0.003618284,2.431880476
chr11-114059095-114060050,-2.033906249,8.131321514,-4.224281218,2.39911930218688e-05,0.003618284,2.386170569
chr1-248873409-248874540,-2.014737055,7.891787775,-4.22345444,2.4079397598984e-05,0.003618284,2.383003225
chr4-185209141-185209993,-2.000106292,7.881667386,-4.173994384,2.99552508889093e-05,0.004372611,2.187097772
chr14-73458178-73459039,-1.994247777,7.85209373,-4.145238772,3.39733081053069e-05,0.004821379,2.07435813
chr10-104231900-104232813,-1.98159115,7.859060464,-4.132471382,3.59169017952877e-05,0.00487664,2.02446485
chr22-41544088-41544909,-1.976891921,7.844675443,-4.130211524,3.62717393370263e-05,0.00487664,2.015607067
chr2-237085351-237086266,-1.980037953,7.872285209,-4.104593328,4.05340832628602e-05,0.005309965,1.916384372
chr17-28335155-28336087,-1.947602337,8.381184285,-4.097094714,4.18689952899729e-05,0.005347717,1.886753003
chr16-56657353-56658181,-1.964069131,7.846590569,-4.087226723,4.36893585597943e-05,0.005428172,1.849194805
chr12-75511213-75512122,-1.97277071,7.81996225,-4.079574471,4.51524008942049e-05,0.005428172,1.819989805
chr5-171387284-171388156,-1.957527349,7.864109523,-4.071664696,4.67134493232999e-05,0.005428172,1.789361852
chr15-89893595-89894527,-1.945994638,7.834977562,-4.066458602,4.77686882254597e-05,0.005428172,1.76913522
chr15-83011179-83012062,-1.956785457,7.842982055,-4.066250835,4.78112666909057e-05,0.005428172,1.768641
chr22-46737801-46738658,-1.948776483,7.850159927,-4.052799626,5.06457462949936e-05,0.005582011,1.717120257
chr15-66293268-66294210,-1.943908617,7.831985656,-4.049561773,5.13514391609202e-05,0.005582011,1.704652212
chr9-5437387-5438311,-1.932494295,7.814789466,-4.024459262,5.71474732558517e-05,0.006082634,1.609116371
chr2-240560710-240561386,-1.931026672,7.792749017,-4.01884599,5.85257460434554e-05,0.006102205,1.587876654
chr17-48816734-48817666,-1.911054729,8.191222185,-4.011435852,6.03934759704723e-05,0.006171005,1.559114461
chr3-196739547-196740412,-1.91704617,7.80523568,-4.005201816,6.20083433126455e-05,0.006211777,1.535947345
chr12-56117815-56118711,-1.893948785,7.802914974,-3.992404313,6.54523933375148e-05,0.006430698,1.48680429
chr16-50065712-50066672,-1.906782232,7.751241589,-3.985947473,6.72580185949201e-05,0.006483419,1.463327463
chr12-92145573-92146515,-1.955107231,8.609699864,-3.979365366,6.91471271789325e-05,0.006542087,1.440603641
chr12-12716735-12717676,-1.91818865,8.353072154,-3.970608782,7.17382385447094e-05,0.00666383,1.406674027
chr6-3751632-3752551,-1.895973668,8.179934739,-3.960054699,7.49833269319773e-05,0.0067483,1.36637145
chr11-13277177-13278071,-1.891780717,8.181565104,-3.956079777,7.62411116345274e-05,0.0067483,1.351402596
chr18-35497323-35498211,-1.904218848,7.811907854,-3.954925211,7.66101736888626e-05,0.0067483,1.347795288
chr13-30306729-30307749,-1.896060244,7.759096175,-3.946711961,7.92847395239018e-05,0.006800324,1.31698109
chr5-115816256-115817073,-1.884761013,7.784906862,-3.94497105,7.98628768010498e-05,0.006800324,1.309900073
