gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
chr12-118376009-118376923,-3.043689819,7.770595833,-5.888857614,3.90085343531284e-09,1.99294602010133e-05,10.38464495
chr15-70099248-70099979,-2.841850982,7.899198404,-5.529724361,3.21516243314139e-08,6.7114841718004e-05,8.437978204
chr6-150142561-150143489,-2.796121338,7.527479459,-5.490991526,4.0063165332068e-08,6.7114841718004e-05,8.23894712
chr2-71700661-71701545,-2.76997298,7.702897354,-5.442879289,5.25463626682356e-08,6.7114841718004e-05,7.988755991
chr11-65613737-65614546,-2.753538748,7.713506279,-5.356498033,8.5033241693255e-08,8.6886966362168e-05,7.540949618
chr2-118185936-118186864,-2.622470117,7.751830929,-5.232003528,1.68012381691369e-07,0.000143063,6.921283685
chr3-15332127-15332969,-2.598721094,7.85719569,-5.044171335,4.56268887037562e-07,0.000281056,5.995443092
chr17-17236844-17237875,-2.553439849,7.82648879,-5.025042502,5.04168086541125e-07,0.000281056,5.906745236
chr9-124257664-124258615,-2.579274214,7.616793783,-5.011662961,5.40515388733583e-07,0.000281056,5.840225875
chr19-55279640-55280764,-2.564850297,7.707229118,-5.007370306,5.52703123899708e-07,0.000281056,5.820767027
chr19-15432230-15433255,-2.527340184,7.629442108,-4.989888213,6.05131968309931e-07,0.000281056,5.73967973
chr1-36463515-36464886,-2.539531949,7.694225151,-4.935356579,8.01300569374532e-07,0.000315891,5.479297715
chr7-876027-877064,-2.540666476,7.989954407,-4.934750239,8.03793248193614e-07,0.000315891,5.476348445
chr9-76458768-76459663,-2.511200055,7.74044106,-4.891022204,1.00465751335667e-06,0.000366628,5.27246445
chr17-2049696-2050621,-2.463934346,8.221563767,-4.85677908,1.19486660783815e-06,0.000406972,5.115222725
chr15-78131061-78132034,-2.488910745,7.802046911,-4.820994913,1.43048895475406e-06,0.00044213,4.948240354
chr7-24573041-24573843,-2.417604414,7.561835647,-4.815397356,1.47117046656192e-06,0.00044213,4.925527568
chr1-155063416-155064376,-2.466191004,7.926083189,-4.775391216,1.79606262880066e-06,0.000488328,4.740144874
chr20-50153341-50154274,-2.448577947,7.780400569,-4.773162457,1.81605730410288e-06,0.000488328,4.73075275
chr5-139689637-139690373,-2.437051688,7.496014034,-4.749365821,2.04331853175452e-06,0.000516699,4.62292882
chr19-11924677-11925622,-2.4339988,7.92981695,-4.741541392,2.1238371035072e-06,0.000516699,4.587567925
chr11-63015447-63016372,-2.391565114,7.676525727,-4.694003947,2.68255668231213e-06,0.000622963,4.374662826
chr16-46390108-46390985,-1.937431825,12.24508503,-4.676878304,2.91646797683399e-06,0.00063133,4.271519598
