gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
chr1-191595020-191597013,-4.408863599,9.2436864,-2.631105838,0.008579998,0.600684769,-4.584613788
chr1-19485254-19486193,-3.932576934,9.507846817,-2.653083063,0.00804288,0.600684769,-4.581444582
chr1-36149138-36149995,-3.937822589,10.03406305,-2.764342243,0.005759192,0.600684769,-4.578841236
chr10-75401622-75402537,-3.959920749,9.465923689,-2.618265527,0.008908461,0.600684769,-4.582381353
chr11-47269422-47270330,-4.243126792,9.491594066,-2.813867363,0.004945663,0.600684769,-4.579979611
chr12-49264576-49265482,-4.150241833,9.443342963,-2.699287209,0.007010787,0.600684769,-4.581884756
chr14-23301073-23302211,-4.925913728,9.260087018,-3.029167545,0.00248554,0.600684769,-4.57972283
chr17-45893946-45894884,-4.809543338,9.209277921,-2.702453438,0.006944624,0.600684769,-4.585203179
chr2-231680696-231681636,-4.793631757,9.286106885,-2.99807936,0.002752342,0.600684769,-4.579560574
chr21-9246072-9247124,-4.072815246,9.534590929,-2.744278844,0.006121799,0.600684769,-4.580366076
chr3-184335596-184336494,-4.109357906,9.612666554,-2.860778951,0.004272514,0.600684769,-4.577801184
chr5-81750876-81751726,-4.150241833,9.443342963,-2.699287209,0.007010787,0.600684769,-4.581884756
chr8-27991861-27993128,-4.65928696,9.197687765,-2.884020919,0.003970817,0.600684769,-4.581158712
chrX-49043126-49044077,-4.150241833,9.443342963,-2.699287209,0.007010787,0.600684769,-4.581884756
chr16-29973274-29974194,-4.21741607,9.197687765,-2.530388528,0.011474296,0.601763101,-4.585433267
chr18-11980690-11981626,-3.338441351,10.08266364,-2.534844484,0.011329874,0.601763101,-4.579578353
chr2-216081343-216082372,-4.314384054,9.072258208,-2.581829814,0.009902547,0.601763101,-4.585014235
chrY-11333694-11334494,-2.954284411,10.56238388,-2.53850491,0.011212446,0.601763101,-4.575183233
chr11-575638-576596,-3.866873379,9.994244523,-2.508464346,0.012208964,0.606592752,-4.584035203
