Aggregated,pathway,gs_number.x,gs_description.x,gs_number.y,gs_description.y,pval,padj,log2err,ES,NES,size,leadingEdge
Adhesion,GOBP_CELL_CELL_ADHESION,GO:0098609,The attachment of one cell to another cell via adhesion molecules. [GOC:dos],GO:0098609,The attachment of one cell to another cell via adhesion molecules. [GOC:dos],0.093612335,0.997578489,0.150169802,-0.236304999,-1.17921257,438,"c(""SIRPG"", ""TNFSF11"", ""ILK"", ""LEP"", ""CLIC1"", ""ZFP36L1"", ""NOTCH4"", ""VMP1"", ""CDHR5"", ""RELA"", ""PKP2"", ""EMILIN2"", ""CELA2A"", ""ATP2C1"", ""IL23A"", ""PCDH12"", ""STAT5B"", ""CLDN3"", ""ZBTB1"", ""PTAFR"", ""CSK"", ""CDH1"", ""PDLIM5"", ""GATA5"", ""HLA-DPB1"", ""HLA-DQB1"", ""CLDN15"", ""PLPP3"", ""STXBP3"", ""DSG4"", ""PDPN"", ""LRFN4"", ""PIK3CB"", ""TSPAN32"", ""SHC1"", ""RAB10"", ""TARM1"", ""ZAN"", ""NINJ2"", ""IL4I1"", ""RC3H1"", ""ITGAM"", ""MILR1"", ""PTK2"", ""HAVCR2"", ""DNAJB6"", ""GLDN"", ""PLXNB2"", ""NFAT5"", ""CEACAM6"", ""ITGAD"", ""FOXA1"", ""CSTA"", ""VEZT"", ""TMOD3"", 
""AGER"", ""TJP3"", ""CLDN6"", ""CDH26"", ""FSTL3"", ""LAMB1"", ""GCNT1"", ""ARG1"", ""LRRC32"", ""IGDCC3"", ""LIMS1"", ""ST3GAL4"", ""FIBP"", ""TNIP1"", ""ACTG1"", ""JAK1"", ""DMTN"", ""SYK"", ""VSIG4"", ""IGSF5"", ""TIGIT"", ""ZAP70"", ""LCK"", ""CLDN7"", ""HLA-E"", ""KLF4"", ""ZC3H12A"", ""LRFN3"", ""ROBO3"", ""LRRC4"", ""CDH8"", ""SH2B3"", ""PSEN1"", ""DUSP22"", ""WNT7B"", ""CD200R1"", ""LIMS2"", ""AKT1"", ""CAV1"", ""IL1B"", ""OBSCN"", ""DLG3"", ""CARD11"", ""RASAL3"", ""BAD"", ""MADCAM1"", ""IL21"", ""TNFRSF21"", ""SIGLEC1"", ""STXBP1"", ""PAG1"", ""MYL12A"", ""WNT5A"", ""S100A11"", ""PTPRS"")"
Adhesion,GOBP_LEUKOCYTE_CELL_CELL_ADHESION,GO:0007159,The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators],GO:0007159,The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators],0.648171501,0.997578489,0.044418115,-0.198948349,-0.913996508,170,"c(""SIRPG"", ""TNFSF11"", ""LEP"", ""RELA"", ""IL23A"", ""STAT5B"", ""ZBTB1"", ""PTAFR"", ""CSK"", ""HLA-DPB1"", ""HLA-DQB1"", ""TARM1"", ""IL4I1"", ""RC3H1"", ""HAVCR2"", ""NFAT5"", ""AGER"", ""GCNT1"", ""ARG1"", ""LRRC32"", ""ST3GAL4"", ""TNIP1"", ""SYK"", ""VSIG4"", ""TIGIT"", ""ZAP70"", ""LCK"", ""HLA-E"", ""KLF4"", ""ZC3H12A"", ""DUSP22"", ""AKT1"", ""CAV1"", ""IL1B"", ""CARD11"", ""RASAL3"", ""BAD"", ""MADCAM1"", ""IL21"", ""TNFRSF21"", ""PAG1"")"
Adhesion,GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION,GO:0045785,"Any process that activates or increases the frequency, rate or extent of cell adhesion. [GOC:go_curators]",GO:0045785,"Any process that activates or increases the frequency, rate or extent of cell adhesion. [GOC:go_curators]",0.3125,0.997578489,0.077073673,-0.227839158,-1.076566396,217,"c(""SIRPG"", ""ECM2"", ""TNFSF11"", ""ILK"", ""LEP"", ""ZFHX3"", ""VIT"", ""RELA"", ""EMILIN2"", ""IL23A"", ""STAT5B"", ""ZBTB1"", ""PTAFR"", ""CSK"", ""HLA-DPB1"", ""HLA-DQB1"", ""PLPP3"", ""PDPN"", ""IL4I1"", ""HAVCR2"", ""NFAT5"", ""CEACAM6"", ""FOXA1"", ""AGER"", ""FSTL3"", ""GSK3B"", ""LIMS1"", ""ST3GAL4"", ""JAK1"", ""ITGB1BP1"", ""DMTN"", ""SYK"", ""SMAD3"", ""ZAP70"", ""LCK"", ""HLA-E"", ""TSC1"", ""ARL2"", ""POLDIP2"", ""LIMS2"", ""AKT1"", ""CAV1"", ""IL1B"", ""EPB41L4B"", ""CARD11"", ""RASAL3"", ""STK4"", ""BAD"", ""IL21"")"
Adhesion,GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,GO:0022409,Any process that activates or increases the rate or extent of cell adhesion to another cell. [GOC:isa_complete],GO:0022409,Any process that activates or increases the rate or extent of cell adhesion to another cell. [GOC:isa_complete],0.22,0.997578489,0.102821843,-0.255298009,-1.133153877,140,"c(""SIRPG"", ""TNFSF11"", ""LEP"", ""RELA"", ""EMILIN2"", ""IL23A"", ""STAT5B"", ""ZBTB1"", ""PTAFR"", ""CSK"", ""HLA-DPB1"", ""HLA-DQB1"", ""PLPP3"", ""PDPN"", ""IL4I1"", ""HAVCR2"", ""NFAT5"", ""CEACAM6"", ""FOXA1"", ""AGER"", ""FSTL3"", ""ST3GAL4"", ""JAK1"", ""DMTN"", ""SYK"", ""ZAP70"", ""LCK"", ""HLA-E"", ""AKT1"", ""CAV1"", ""IL1B"", ""CARD11"", ""RASAL3"", ""BAD"", ""IL21"")"
Adhesion,GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,GO:1903039,"Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion. [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",GO:1903039,"Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion. [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",0.532608696,0.997578489,0.056886416,-0.228067162,-0.977023064,112,"c(""SIRPG"", ""TNFSF11"", ""LEP"", ""RELA"", ""IL23A"", ""STAT5B"", ""ZBTB1"", ""PTAFR"", ""CSK"", ""HLA-DPB1"", ""HLA-DQB1"", ""IL4I1"", ""HAVCR2"", ""NFAT5"", ""AGER"", ""ST3GAL4"", ""SYK"", ""ZAP70"", ""LCK"", ""HLA-E"", ""AKT1"", ""CAV1"", ""IL1B"", ""CARD11"", ""RASAL3"", ""BAD"", ""IL21"")"
Adhesion,GOBP_REGULATION_OF_CELL_ADHESION,GO:0030155,"Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]",GO:0030155,"Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]",0.423825888,0.997578489,0.059603704,-0.208146963,-1.02179701,371,"c(""SIRPG"", ""ECM2"", ""TNFSF11"", ""ILK"", ""LEP"", ""ZFHX3"", ""NOTCH4"", ""VIT"", ""RELA"", ""EMILIN2"", ""CELA2A"", ""FAM107A"", ""IL23A"", ""STAT5B"", ""ZBTB1"", ""PTAFR"", ""CSK"", ""CDH1"", ""HLA-DPB1"", ""HLA-DQB1"", ""PLPP3"", ""PDPN"", ""CLASP1"", ""PIK3CB"", ""CXCR3"", ""TARM1"", ""NUAK1"", ""IL4I1"", ""RC3H1"", ""PTK2"", ""EPHA3"", ""HAVCR2"", ""PLXNB2"", ""NFAT5"", ""CEACAM6"", ""FOXA1"", ""HOXA7"", ""AGER"", ""FSTL3"", ""GSK3B"", ""ACVRL1"", ""RND1"", ""ARG1"", ""LRRC32"", ""ARHGDIG"", ""LIMS1"", ""ST3GAL4"", ""ACTG1"", ""JAK1"", ""ITGB1BP1"", ""DMTN"", ""SYK"", ""CXCR4"", ""VSIG4"", ""TIGIT"", 
""SMAD3"", ""ZAP70"", ""LCK"", ""HLA-E"", ""KLF4"", ""ZC3H12A"", ""LRFN3"", ""TSC1"", ""ARL2"", ""KNG1"", ""SERPINI2"", ""SH2B3"", ""POLDIP2"", ""ARHGDIB"", ""DUSP22"", ""LIMS2"", ""AKT1"", ""CAV1"", ""IL1B"", ""EPB41L4B"", ""CARD11"", ""RASAL3"", ""STK4"", ""BAD"", ""IL21"")"
Adhesion,GOBP_REGULATION_OF_CELL_CELL_ADHESION,GO:0022407,"Any process that modulates the frequency, rate or extent of attachment of a cell to another cell. [GOC:isa_complete]",GO:0022407,"Any process that modulates the frequency, rate or extent of attachment of a cell to another cell. [GOC:isa_complete]",0.316105769,0.997578489,0.076476705,-0.227105028,-1.073097548,217,"c(""SIRPG"", ""TNFSF11"", ""LEP"", ""NOTCH4"", ""RELA"", ""EMILIN2"", ""CELA2A"", ""IL23A"", ""STAT5B"", ""ZBTB1"", ""PTAFR"", ""CSK"", ""CDH1"", ""HLA-DPB1"", ""HLA-DQB1"", ""PLPP3"", ""PDPN"", ""TARM1"", ""IL4I1"", ""RC3H1"", ""PTK2"", ""HAVCR2"", ""NFAT5"", ""CEACAM6"", ""FOXA1"", ""AGER"", ""FSTL3"", ""ARG1"", ""LRRC32"", ""ST3GAL4"", ""JAK1"", ""DMTN"", ""SYK"", ""VSIG4"", ""TIGIT"", ""ZAP70"", ""LCK"", ""HLA-E"", ""KLF4"", ""ZC3H12A"", ""LRFN3"", ""SH2B3"", ""DUSP22"", ""AKT1"", ""CAV1"", ""IL1B"", ""CARD11"", ""RASAL3"", ""BAD"", ""IL21"", ""TNFRSF21"", ""PAG1"", ""WNT5A"")"
Adhesion,GOCC_ANCHORING_JUNCTION,GO:0070161,A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181],GO:0070161,A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181],0.692992214,0.997578489,0.035542021,-0.185674994,-0.928119115,448,"c(""CDC42EP4"", ""ILK"", ""SCN2A"", ""PRKCG"", ""CGNL1"", ""SDCCAG8"", ""RAPGEF2"", ""MXRA8"", ""NRAP"", ""PKP2"", ""SGSM3"", ""FAP"", ""ADAM17"", ""PXN"", ""FAM107A"", ""PCDH12"", ""PDLIM7"", ""CLDN3"", ""LDB3"", ""GJD2"", ""CSK"", ""CDH1"", ""GNB2"", ""PDLIM5"", ""CLDN15"", ""DBN1"", ""RPS17"", ""PLPP3"", ""DSG4"", ""CD53"", ""MDC1"", ""SYMPK"", ""CLASP1"", ""VASP"", ""RAB10"", ""BCAR3"", ""AMOTL2"", ""ATAT1"", ""PTK2"", ""PDZD2"", ""GJA4"", ""VEZT"", ""TMOD3"", ""TJP3"", ""LCP2"", ""HEPACAM"", ""GJB6"", ""CYTH2"", ""CLDN6"", ""RND1"", ""AKAP12"", ""RPS15"", ""ITGB8"", ""VANGL2"", ""MPZL1"", ""SNTB1"", ""TRAF4"", 
""TPM4"", ""GJA1"", ""LIMS1"", ""ZYX"", ""MARVELD3"", ""KIAA1210"", ""ACTG1"", ""GJB2"", ""JAK1"", ""ITGB1BP1"", ""SPTBN2"", ""IGSF5"", ""CYBA"", ""TRIP6"", ""ZAP70"", ""CLDN7"", ""NCSTN"", ""RPL30"", ""RPL8"", ""AOC1"", ""ARL2"", ""CDH8"", ""POLDIP2"", ""ABCB4"", ""MYO1E"", ""SPTBN4"", ""GJA5"", ""GAK"", ""LIMS2"", ""MARCKS"", ""AKT1"", ""CAV1"", ""GJC1"", ""PDXP"", ""MAP2K1"", ""OBSCN"", ""EPB41L4B"", ""DLG3"")"
Adhesion,GOCC_CELL_SUBSTRATE_JUNCTION,GO:0030055,"A cell junction that forms a connection between a cell and the extracellular matrix. [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]",GO:0030055,"A cell junction that forms a connection between a cell and the extracellular matrix. [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]",0.288343558,0.997578489,0.206587923,0.197945261,1.059682352,232,"c(""ITGA2"", ""ITGA1"", ""FERMT3"", ""EPHA2"", ""FHL2"", ""ITGA8"", ""BCAR1"", ""CDH2"", ""DPP4"", ""PPP1R12A"", ""SORBS3"", ""CYFIP1"", ""NHS"", ""CAPN5"", ""HSPA8"", ""EPB41L2"", ""PVR"", ""PTPRC"", ""ACTR2"", ""REXO2"", ""EZR"", ""ARF6"", ""DNM2"", ""CFL1"", ""SRC"", ""ACTB"", ""PDPK1"", ""CAV2"", ""NME2"", ""RPL27"", ""MAPRE1"", ""ITGA5"", ""AFAP1"", ""NFASC"", ""NOX4"", ""CD44"", ""RPL13A"", ""PGM5"", ""USP33"", ""THY1"", ""RPL3"", ""IGF2R"", ""NPM1"", ""MRC2"", ""DCTN4"", ""SYNPO2"", ""RPL23"", ""SLC4A2"")"
Adhesion,GOCC_CELL_SURFACE,GO:0009986,"The external part of the cell wall and/or plasma membrane. [GOC:jl, GOC:mtg_sensu, GOC:sm]",GO:0009986,"The external part of the cell wall and/or plasma membrane. [GOC:jl, GOC:mtg_sensu, GOC:sm]",0.461883408,0.997578489,0.054568065,-0.203785798,-1.01034663,415,"c(""CACNG4"", ""WIF1"", ""LBP"", ""MET"", ""SCUBE3"", ""SLC2A4"", ""NOTCH4"", ""P2RX1"", ""MXRA8"", ""TNFRSF10D"", ""IL13RA2"", ""FAP"", ""ADAM17"", ""ANXA4"", ""TREML1"", ""WNT7A"", ""SLAMF8"", ""GP2"", ""SLC34A1"", ""CNTFR"", ""SLC32A1"", ""HLA-DPB1"", ""ADGRG2"", ""NDP"", ""PDCD1"", ""CD53"", ""LPAR2"", ""LRFN4"", ""NTRK1"", ""TSPAN32"", ""THBD"", ""SLC7A5"", ""CXCR3"", ""HYAL2"", ""ITGAM"", ""BTNL9"", ""HAVCR2"", ""SPARC"", ""GLDN"", ""PLXNB2"", ""NEU3"", ""IL15RA"", ""RTBDN"", ""CEACAM6"", ""ITGAD"", ""TMEM8B"", ""CSF2RB"", ""BTN3A3"", ""CHRNA1"", ""AGER"", ""UMODL1"", ""DCBLD2"", ""LY6G5C"", ""ACE2"", 
""FCRL1"", ""KCNH5"", ""CD38"", ""ACVRL1"", ""ADAMTS13"", ""PROM1"", ""LRRC32"", ""ITGB8"", ""MPZL1"", ""CUBN"", ""TRPV2"", ""CXCR4"", ""LAMP3"", ""LMAN2"", ""IGSF5"", ""TIGIT"", ""ERP44"", ""HLA-E"", ""CRLF2"", ""LRFN3"", ""CHRNB2"", ""GLRA1"", ""PSEN1"", ""GPIHBP1"", ""ADGRG6"", ""CD200R1"", ""AMBP"", ""TF"", ""KCNN2"")"
