gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
chr5-109409682-109410629,-4.485476251,8.690692975,-4.048389878,5.25874542151938e-05,0.202040999,-3.632953332
chr5-49656791-49657574,-3.809205293,8.887597325,-3.75945173,0.000172818,0.331984211,-3.638511914
chr1-1019179-1020045,-3.669132443,8.001876244,-2.131903287,0.033078061,0.735653111,-4.496348363
chr1-109041637-109042542,4.288558871,7.184383676,1.786361942,0.074119503,0.735653111,-4.562821031
chr1-111507710-111508647,4.230414601,7.101206497,1.896653455,0.057948628,0.735653111,-4.550965214
chr1-111738944-111739862,4.64651237,7.193401253,1.858457836,0.063180451,0.735653111,-4.561650208
chr1-120175997-120176968,4.87144942,7.193401253,2.133111507,0.032978775,0.735653111,-4.537339635
chr1-152036462-152037349,-3.521909878,7.657786872,-1.770047694,0.076798491,0.735653111,-4.550109502
chr1-162069302-162070227,5.608926224,7.376908821,2.529960566,0.011447173,0.735653111,-4.501903279
chr1-165257706-165258700,-4.894144608,7.358025701,-2.5686092,0.010248194,0.735653111,-4.466024521
chr1-170531623-170532647,-3.942428688,7.735191497,-2.057091212,0.039744812,0.735653111,-4.521641566
chr1-182603960-182604895,-3.61024119,7.193401253,-1.813482442,0.069835435,0.735653111,-4.546839369
chr1-193104944-193105847,3.861222413,7.352395493,2.138677631,0.032524665,0.735653111,-4.504091422
chr1-198156780-198157698,-4.185318109,7.103909458,-2.154769633,0.031241827,0.735653111,-4.514298216
chr1-201495579-201496585,-3.595826145,7.425792567,-1.787848414,0.073879253,0.735653111,-4.549695716
chr1-201888236-201889201,3.821490245,7.314799015,1.7890422,0.07368677,0.735653111,-4.554532365
chr1-204763494-204764594,5.279157229,7.251302577,2.269041281,0.023321035,0.735653111,-4.529934441
chr1-211675152-211676319,4.71070875,7.120887238,1.863503839,0.06246765,0.735653111,-4.562103358
chr1-21439638-21440591,-3.309851785,7.786096078,-1.780773127,0.075028514,0.735653111,-4.543008663
chr1-227734868-227736544,-3.714526844,7.270805878,-1.930259267,0.053648239,0.735653111,-4.533702382
chr1-228165415-228166311,-3.840136289,7.779184634,-2.101382053,0.035672409,0.735653111,-4.510111419
chr1-228406501-228407458,4.440562356,7.256897691,1.901860159,0.057264163,0.735653111,-4.554370673
chr1-235504125-235505054,-2.74837242,8.328388784,-1.808401866,0.070622131,0.735653111,-4.515923974
chr1-24744804-24745709,4.64581628,7.133299431,1.84436078,0.065207517,0.735653111,-4.562835701
chr1-248905988-248906947,-4.027906614,7.328707202,-2.214263126,0.026869174,0.735653111,-4.497050416
chr1-26545411-26546438,-3.718836697,6.806420259,-2.042036064,0.041216102,0.735653111,-4.515764066
chr1-27321471-27322664,-3.961351932,7.376908821,-2.289640338,0.022096153,0.735653111,-4.477914176
chr1-29181357-29182349,-3.746600566,7.662677481,-1.948222602,0.051461052,0.735653111,-4.532039621
chr1-59814304-59815226,-3.942428688,7.735191497,-2.057091212,0.039744812,0.735653111,-4.521641566
chr1-633506-635020,-0.2482949,13.38006661,-2.033463333,0.042074325,0.735653111,-3.964594218
chr1-74197687-74198637,3.812159721,7.363000635,1.958023352,0.050299544,0.735653111,-4.532644324
chr1-85276189-85277115,4.529415678,7.587798378,2.02972076,0.042453713,0.735653111,-4.542072256
chr1-89632642-89633568,4.475200726,7.193401253,1.76778399,0.07717638,0.735653111,-4.56684945
chr1-89843054-89843974,5.139268858,7.193401253,2.157172205,0.031054072,0.735653111,-4.540310419
chr1-9128833-9129765,-3.664260935,8.328755416,-2.645998366,0.008178221,0.735653111,-4.344324715
chr1-92960990-92962008,-3.380982346,7.568295077,-1.8186516,0.069042421,0.735653111,-4.539720423
chr1-9539009-9539843,-3.459193021,7.974779373,-2.042731587,0.041147128,0.735653111,-4.504095204
chr10-104254419-104255361,4.520922582,7.184383676,1.918750305,0.055089957,0.735653111,-4.554084772
chr10-110871476-110872340,-4.166321566,8.042986756,-2.477321819,0.013279949,0.735653111,-4.445277461
chr10-110918949-110919772,-4.102070589,7.270805878,-2.133005404,0.032987484,0.735653111,-4.514883185
chr10-118754702-118755651,-3.254300522,7.904790878,-1.779273279,0.075274005,0.735653111,-4.54154433
chr10-132307675-132308565,-3.890421859,7.657786872,-2.030905531,0.0423333,0.735653111,-4.524030463
chr10-13299507-13300350,-3.482137141,7.832276863,-1.828931818,0.067487299,0.735653111,-4.541284127
chr10-22320380-22321343,4.971077072,7.363000635,2.134082022,0.032899207,0.735653111,-4.53943607
chr10-25112896-25114020,-3.61024119,7.193401253,-1.813482442,0.069835435,0.735653111,-4.546839369
chr10-31031594-31032689,-3.710254625,7.270805878,-1.841873702,0.065570653,0.735653111,-4.545746255
chr10-41874898-41875794,-1.103158872,10.86534556,-1.863845902,0.062419571,0.735653111,-4.217393139
chr10-41904122-41905040,4.14922063,7.462192134,1.805183958,0.071124156,0.735653111,-4.558909488
chr10-42367444-42368404,-3.61024119,7.193401253,-1.813482442,0.069835435,0.735653111,-4.546839369
chr10-42637898-42638851,-3.875808652,7.268533906,-2.004371456,0.045100342,0.735653111,-4.527694528
chr10-46022976-46023925,4.926802864,7.103909458,2.031377946,0.042285367,0.735653111,-4.549837834
chr10-50417792-50418750,4.50887934,7.120887238,1.970239052,0.048882683,0.735653111,-4.548455693
chr10-65888088-65889080,-3.999579544,6.806420259,-2.03313088,0.042107909,0.735653111,-4.527326685
chr10-70403672-70404601,-3.722594569,7.541533269,-2.338785996,0.019397517,0.735653111,-4.450789005
chr10-70815656-70816647,-3.508085096,6.77030581,-1.865838086,0.062140171,0.735653111,-4.536755151
chr10-78302904-78303852,-3.82502482,8.113154914,-2.518574109,0.011823402,0.735653111,-4.406703318
chr10-97425748-97426678,-4.010312768,7.902265357,-2.581284285,0.00988008,0.735653111,-4.403558355
chr11-11621656-11623073,-3.65396807,7.376908821,-1.815973498,0.069452347,0.735653111,-4.547617697
chr11-120335931-120336881,-3.600027799,7.933489197,-1.995208972,0.0460906,0.735653111,-4.519224412
chr11-126115653-126116555,4.808290487,6.697791794,2.088627176,0.036806963,0.735653111,-4.541249396
chr11-130069243-130070169,-3.243323655,8.457064622,-2.424732316,0.015365501,0.735653111,-4.378386651
chr11-17207529-17208498,-3.904775707,8.396093705,-2.937388819,0.003329562,0.735653111,-4.251246134
chr11-3378698-3379622,-3.215963777,6.835118578,-1.794893175,0.072749296,0.735653111,-4.537983642
chr11-3422422-3423351,-4.018969672,8.439164992,-3.046943602,0.002327521,0.735653111,-4.216208726
chr11-355582-357000,4.856042462,7.340794372,2.182373429,0.029142347,0.735653111,-4.530721418
chr11-3840741-3841882,-3.524937442,8.03959214,-2.108565246,0.035046695,0.735653111,-4.493771252
chr11-45884918-45886232,-3.714526844,7.270805878,-1.930259267,0.053648239,0.735653111,-4.533702382
chr11-62770999-62771946,-3.521909878,7.657786872,-1.770047694,0.076798491,0.735653111,-4.550109502
chr11-63888050-63889051,5.139268858,7.193401253,2.157172205,0.031054072,0.735653111,-4.540310419
chr11-64230037-64230983,4.574067317,7.314799015,2.003630341,0.045179767,0.735653111,-4.546063772
chr11-64304857-64305942,-2.709762168,8.309003202,-1.82118586,0.068656346,0.735653111,-4.511094472
chr11-65027099-65028063,-3.119067031,8.03959214,-1.959683971,0.050104935,0.735653111,-4.50380352
chr11-65569820-65570755,4.980680718,7.234691429,2.21588937,0.026757474,0.735653111,-4.529474373
chr11-66069683-66070669,4.362094859,7.805179991,1.978748036,0.047915683,0.735653111,-4.544391801
chr11-66268114-66269016,-4.488359561,7.462192134,-2.830982592,0.004664648,0.735653111,-4.366333016
chr11-6655037-6656737,-3.807773445,7.974779373,-2.16335603,0.030575274,0.735653111,-4.496778848
chr11-66592638-66593622,5.028167052,7.478803282,2.21774828,0.026630284,0.735653111,-4.530421453
chr11-67505767-67506654,-3.992178267,7.754872238,-2.103844127,0.035456878,0.735653111,-4.51570592
chr11-68127964-68129000,-3.942428688,7.735191497,-2.057091212,0.039744812,0.735653111,-4.521641566
chr11-68838951-68839940,-3.439705456,7.868676429,-1.842581267,0.065467173,0.735653111,-4.53804127
chr11-75525473-75526399,4.779487265,7.046008135,1.924679824,0.054343186,0.735653111,-4.557725163
chr11-84794293-84796213,-3.747552555,8.221783379,-2.498020333,0.01253039,0.735653111,-4.406141974
chr11-85810697-85811637,5.340751488,6.77030581,2.235011276,0.025473866,0.735653111,-4.535507126
chr11-93542802-93543720,2.99766555,7.921402026,1.886266129,0.059334457,0.735653111,-4.512761526
chr12-100266699-100267648,-3.182857478,8.180493203,-2.092401413,0.036468083,0.735653111,-4.476831102
chr12-10212240-10213069,-3.859055773,6.821126066,-1.943373589,0.052043973,0.735653111,-4.536163442
chr12-110123922-110124805,-4.653935486,6.806420259,-2.406679567,0.016145193,0.735653111,-4.487742513
chr12-119153196-119154313,5.455089689,6.806420259,2.316361694,0.020590891,0.735653111,-4.52810116
chr12-124379839-124380878,-3.432442542,7.684883744,-1.823850014,0.068252398,0.735653111,-4.54053461
chr12-132908136-132909091,-3.523609523,8.010893822,-2.134172423,0.032891804,0.735653111,-4.48809431
chr12-1795777-1796708,3.997717081,7.290486619,1.903809662,0.057009621,0.735653111,-4.545039042
chr12-19439113-19440018,3.663337277,8.040640898,1.831344275,0.067126567,0.735653111,-4.545902748
chr12-27013911-27014824,3.38357964,8.088298446,1.881496684,0.05997993,0.735653111,-4.530145234
chr12-48851756-48852678,3.817531853,7.684883744,1.796316608,0.072522709,0.735653111,-4.553645958
chr12-49188554-49189410,4.47260066,7.193401253,1.874542646,0.060931486,0.735653111,-4.55758572
chr12-49336625-49337662,-3.215963777,6.835118578,-1.794893175,0.072749296,0.735653111,-4.537983642
