Row,FC_ad_adnc,log10 LFC,t_ad_adnc,p_ad_adnc,,,,,,,,,,,,,,,,
CYP24A1,2.320167499,0.365519339,0.988963703,0.33510893,,,,,,,,,,,,,,,,
CYTH3,0.214206858,-0.669166629,-1.595752636,0.127043014,,,,,,,,,,,,,,,,
CYTL1,1.17807029,0.071171203,1.615091175,0.122775144,,,,,,,,,,,,,,,,
DAAM1,0.658864849,-0.181203662,-1.022459345,0.319406457,,,,,,,,,,,,,,,,
DAB2,0.349564368,-0.456472843,-0.782250048,0.443707954,,,,,,,,,,,,,,,,
DAG1,1.134753503,0.054901532,1.038492087,0.312077258,,,,,,,,,,,,,,,,
DAND5,0.293698311,-0.532098551,-3.291584568,0.003837399,,,,,,,,,,,,,,,,
DAPK2,1.37558335,0.13848691,-1.05217096,0.305919418,,,,,,,,,,,,,,,,
DAPP1,0.870635999,-0.06016338,-0.975494011,0.341572587,,,,,,,,,,,,,,,,
DARS1,0.557476688,-0.253773289,-1.604775445,0.125036462,,,,,,,,,,,,,,,,
DBH,1.005004153,0.002167857,-0.072166937,0.943223329,,,,,,,,,,,,,,,,
DBI,1.134214987,0.054695382,1.366085201,0.187864885,,,,,,,,,,,,,,,,
DBN1,0.602501118,-0.220042143,-0.715702881,0.482878596,,,,,,,,,,,,,,,,
DBNL,0.617484407,-0.209374005,-0.676239024,0.507037977,,,,,,,,,,,,,,,,
DCBLD2,0.454471033,-0.342493792,-1.035449745,0.313458754,,,,,,,,,,,,,,,,
DCC,0.870163217,-0.060399279,-0.456285328,0.653357523,,,,,,,,,,,,,,,,
DCDC2C,0.579653186,-0.236831773,-1.652750744,0.114810771,,,,,,,,,,,,,,,,
DCLRE1C,1.813599928,0.25854149,0.462099294,0.649257666,,,,,,,,,,,,,,,,
DCN,0.951321548,-0.021672666,0.786462598,0.441295946,,,,,,,,,,,,,,,,
DCTD,0.839585535,-0.075935052,-1.087418894,0.290454522,,,,,,,,,,,,,,,,
DCTN1,0.774320039,-0.111079501,-0.803276855,0.431749642,,,,,,,,,,,,,,,,
DCTN2,0.451099347,-0.345727801,-1.644198854,0.116579806,,,,,,,,,,,,,,,,
DCTN6,0.453376202,-0.34354128,-1.676393777,0.110038334,,,,,,,,,,,,,,,,
DCTPP1,0.676865097,-0.16949788,-1.831749397,0.08271381,,,,,,,,,,,,,,,,
DCUN1D1,0.7508849,-0.124426629,-0.790447752,0.439021627,,,,,,,,,,,,,,,,
DCUN1D2,1.094297889,0.039135562,-0.323864521,0.74957853,,,,,,,,,,,,,,,,
DCXR,1.045125869,0.019168597,-0.886105364,0.386638854,,,,,,,,,,,,,,,,
DDA1,0.284587677,-0.545783909,-1.141660609,0.267779942,,,,,,,,,,,,,,,,
DDAH1,0.780267444,-0.107756513,-1.850358104,0.07987554,,,,,,,,,,,,,,,,
DDC,0.963955807,-0.015942876,-0.624022624,0.54003353,,,,,,,,,,,,,,,,
DDHD2,0.70781176,-0.150082226,-1.124049335,0.274993644,,,,,,,,,,,,,,,,
DDI2,0.730970824,-0.136099957,-0.77908716,0.445524286,,,,,,,,,,,,,,,,
DDR1,0.962910619,-0.016414024,-0.384635278,0.704779072,,,,,,,,,,,,,,,,
DDT,1.003004448,0.001302859,0.284518893,0.779090565,,,,,,,,,,,,,,,,
DDX1,0.502813686,-0.29859291,-1.748508478,0.096515258,,,,,,,,,,,,,,,,
DDX25,1.093782155,0.038930833,0.183073368,0.856679881,,,,,,,,,,,,,,,,
DDX39A,0.920105588,-0.036162332,-0.421599325,0.678048987,,,,,,,,,,,,,,,,
DDX4,0.781984468,-0.106801873,-0.950351212,0.353867092,,,,,,,,,,,,,,,,
DDX53,1.716807981,0.234721723,0.296257371,0.770247443,,,,,,,,,,,,,,,,
DDX58,1.161052926,0.064852017,-0.351997961,0.728713769,,,,,,,,,,,,,,,,
DECR1,0.572957236,-0.241877791,-0.7227816,0.478617522,,,,,,,,,,,,,,,,
DEFA1_DEFA1B,0.705394429,-0.151567975,-0.394287443,0.697759368,,,,,,,,,,,,,,,,
DEFB103A_DEFB103B,0.864989642,-0.062989093,-0.098432022,0.92262029,,,,,,,,,,,,,,,,
DEFB104A_DEFB104B,0.817592589,-0.087463054,-0.555129742,0.585283047,,,,,,,,,,,,,,,,
DEFB116,2.79480949,0.446352209,0.43860937,0.665891334,,,,,,,,,,,,,,,,
DEFB118,0.780649965,-0.107543655,-1.131886913,0.271765791,,,,,,,,,,,,,,,,
DEFB4A_DEFB4B,1.798110573,0.254816395,0.371922849,0.714065928,,,,,,,,,,,,,,,,
DENND2B,0.360239147,-0.443409094,-1.588619205,0.128648491,,,,,,,,,,,,,,,,
DENR,0.657329831,-0.182216658,-1.139164691,0.268793664,,,,,,,,,,,,,,,,
DFFA,0.718788938,-0.143398615,-1.043686537,0.309728541,,,,,,,,,,,,,,,,
DGCR6,0.800010094,-0.096904534,-1.464693595,0.159355942,,,,,,,,,,,,,,,,
DGKA,0.677753306,-0.168928356,-0.764526376,0.453944887,,,,,,,,,,,,,,,,
DGKZ,0.626861441,-0.202828443,-2.779971644,0.011932625,,,,,,,,,,,,,,,,
DHODH,0.284090608,-0.546543124,-1.457997035,0.161173489,,,,,,,,,,,,,,,,
DHPS,0.61372309,-0.212027537,-1.051080765,0.306406979,,,,,,,,,,,,,,,,
DHRS4L2,0.452172392,-0.344695958,-0.617326616,0.544347416,,,,,,,,,,,,,,,,
DIABLO,0.550223262,-0.259461053,-1.240870449,0.229757292,,,,,,,,,,,,,,,,
DIPK1C,0.456517201,-0.340542855,0.488347506,0.630892206,,,,,,,,,,,,,,,,
DIPK2B,0.823022318,-0.084588388,0.071642927,0.943634844,,,,,,,,,,,,,,,,
DKK1,1.412962363,0.150130594,0.59203225,0.560808681,,,,,,,,,,,,,,,,
DKK3,1.06787256,0.028519427,1.767240148,0.093246585,,,,,,,,,,,,,,,,
DKK4,0.949428379,-0.022537791,0.226814441,0.822990497,,,,,,,,,,,,,,,,
DKKL1,0.909832544,-0.041038533,-0.411695676,0.685169684,,,,,,,,,,,,,,,,
DLG4,0.554184119,-0.256345924,-0.988988024,0.335097337,,,,,,,,,,,,,,,,
DLGAP5,0.625206076,-0.20397681,-0.951262361,0.353416335,,,,,,,,,,,,,,,,
DLK1,1.024200205,0.010384858,0.069464883,0.945345479,,,,,,,,,,,,,,,,
DLL1,0.505012706,-0.296697695,-0.435619252,0.668021732,,,,,,,,,,,,,,,,
DLL4,0.96802453,-0.014113637,-0.276999505,0.784771626,,,,,,,,,,,,,,,,
DMD,0.322471063,-0.49150925,-1.51136754,0.147148822,,,,,,,,,,,,,,,,
DMP1,0.411962197,-0.385142635,-0.134440863,0.894467896,,,,,,,,,,,,,,,,
DNAJA1,0.869840053,-0.060560599,0.504259092,0.619876864,,,,,,,,,,,,,,,,
DNAJA2,0.672642871,-0.172215456,-0.66464937,0.514261518,,,,,,,,,,,,,,,,
DNAJA4,0.715882067,-0.145158517,-0.38045897,0.70782485,,,,,,,,,,,,,,,,
DNAJB1,0.156018791,-0.806823093,-1.039741894,0.31151099,,,,,,,,,,,,,,,,
DNAJB14,0.387973432,-0.411198013,-0.836541644,0.413248292,,,,,,,,,,,,,,,,
DNAJB2,0.679625145,-0.167730561,-0.936591485,0.360721912,,,,,,,,,,,,,,,,
DNAJB6,0.652021215,-0.185738273,-0.576569699,0.570998393,,,,,,,,,,,,,,,,
DNAJB8,0.761862268,-0.118123535,-1.019013839,0.320997301,,,,,,,,,,,,,,,,
DNAJC21,0.606975916,-0.216828541,-1.09056136,0.289103838,,,,,,,,,,,,,,,,
DNAJC6,0.399576723,-0.398399819,-1.433836361,0.167872032,,,,,,,,,,,,,,,,
DNAJC9,0.398621778,-0.399438978,-0.839604146,0.411570814,,,,,,,,,,,,,,,,
DNER,1.073216691,0.030687418,0.822508266,0.42099086,,,,,,,,,,,,,,,,
DNLZ,0.564653068,-0.248218307,-1.265619247,0.220949818,,,,,,,,,,,,,,,,
DNM1,0.381769427,-0.418198854,-2.199270895,0.040440501,,,,,,,,,,,,,,,,
DNM3,0.459137617,-0.338057124,-1.021904375,0.319662318,,,,,,,,,,,,,,,,
DNMBP,0.469847054,-0.328043492,-0.63693354,0.531768176,,,,,,,,,,,,,,,,
DNPEP,0.600361402,-0.221587237,-1.638182356,0.117838185,,,,,,,,,,,,,,,,
DNPH1,1.225457237,0.088298161,1.826810222,0.083481826,,,,,,,,,,,,,,,,
DOC2B,0.39798602,-0.400132183,-1.659179637,0.113495962,,,,,,,,,,,,,,,,
DOCK9,0.434628083,-0.361882216,-0.873944639,0.393061006,,,,,,,,,,,,,,,,
DOK1,0.300660245,-0.521923993,-0.946289323,0.355881335,,,,,,,,,,,,,,,,
DOK2,0.438468756,-0.358061347,-0.849438119,0.406213857,,,,,,,,,,,,,,,,
DPEP1,1.221110302,0.086754895,-0.670301793,0.510731295,,,,,,,,,,,,,,,,
DPEP2,0.773414503,-0.111587688,-1.363982264,0.188514651,,,,,,,,,,,,,,,,
DPP10,0.712161754,-0.147421353,0.026112963,0.979439556,,,,,,,,,,,,,,,,
DPP4,1.221432101,0.08686933,-0.295642828,0.770709618,,,,,,,,,,,,,,,,
DPP6,0.787593495,-0.103697879,0.126085047,0.900989268,,,,,,,,,,,,,,,,
DPP7,0.99416495,-0.002541552,-0.579674494,0.568944729,,,,,,,,,,,,,,,,
DPT,1.720278838,0.235598847,0.373455355,0.712943917,,,,,,,,,,,,,,,,
DPY30,0.48871461,-0.310944677,-0.860586935,0.400195313,,,,,,,,,,,,,,,,
DRAXIN,0.964199565,-0.015833069,0.061671733,0.951468384,,,,,,,,,,,,,,,,
DRG2,0.565032968,-0.247926212,-0.851912669,0.404872983,,,,,,,,,,,,,,,,
DSC2,0.591543468,-0.228013337,-0.141098023,0.889277742,,,,,,,,,,,,,,,,
DSCAM,0.958537631,-0.018390833,0.216696284,0.830754792,,,,,,,,,,,,,,,,
DSG2,0.651031948,-0.186397699,-1.08607256,0.291034601,,,,,,,,,,,,,,,,
DSG3,0.969959969,-0.013246189,-0.442752465,0.662944275,,,,,,,,,,,,,,,,
DSG4,1.53888674,0.187206658,-0.195381775,0.847168349,,,,,,,,,,,,,,,,
DTD1,0.800993284,-0.096371125,-0.951047392,0.353522647,,,,,,,,,,,,,,,,
DTNB,0.57242879,-0.242278532,-0.759872051,0.456656851,,,,,,,,,,,,,,,,
DTX2,1.912085299,0.281507263,0.107773897,0.915305,,,,,,,,,,,,,,,,
DTX3,0.463602873,-0.333853882,-0.974605034,0.342002192,,,,,,,,,,,,,,,,
DTYMK,0.415817231,-0.381097518,-0.897364257,0.380754988,,,,,,,,,,,,,,,,
DUOX2,1.084264763,0.035135344,-0.581016487,0.56805825,,,,,,,,,,,,,,,,
DUSP13,0.861761795,-0.064612764,-1.210587079,0.240898417,,,,,,,,,,,,,,,,
DUSP29,2.82870332,0.4515874,-0.227032898,0.822823064,,,,,,,,,,,,,,,,
DUSP3,0.726289603,-0.138890173,-0.386131072,0.703689429,,,,,,,,,,,,,,,,
DUT,0.65056785,-0.186707403,-0.836284574,0.413389301,,,,,,,,,,,,,,,,
DXO,0.823659077,-0.084252511,-1.074001025,0.296273338,,,,,,,,,,,,,,,,
DYNC1H1,0.508216528,-0.293951215,-0.841796089,0.410372867,,,,,,,,,,,,,,,,
DYNLT1,0.517239826,-0.286308043,-0.862264215,0.399294891,,,,,,,,,,,,,,,,
DYNLT3,0.56426036,-0.248520459,-1.16051734,0.260212891,,,,,,,,,,,,,,,,
EBAG9,0.46230033,-0.335075796,-1.070600525,0.297761306,,,,,,,,,,,,,,,,
ECE1,1.343992329,0.12839679,0.638277994,0.530911476,,,,,,,,,,,,,,,,
ECHDC3,0.623362306,-0.205259462,-1.552017584,0.137156112,,,,,,,,,,,,,,,,
ECHS1,0.561405503,-0.250723335,-1.420597432,0.171637277,,,,,,,,,,,,,,,,
ECI2,0.346255861,-0.460602866,-0.869971294,0.395174411,,,,,,,,,,,,,,,,
ECM1,0.930299489,-0.031377218,0.013165225,0.989633232,,,,,,,,,,,,,,,,
ECSCR,0.980315655,-0.008634062,0.249803018,0.805420597,,,,,,,,,,,,,,,,
EDA2R,0.912094307,-0.039960255,0.217578012,0.830077464,,,,,,,,,,,,,,,,
EDAR,1.064821849,0.027276954,0.093976736,0.926111601,,,,,,,,,,,,,,,,
EDDM3B,1.376009923,0.138621566,1.358289207,0.19028268,,,,,,,,,,,,,,,,
EDF1,0.362619345,-0.440549031,-1.231980286,0.232986161,,,,,,,,,,,,,,,,
EDIL3,1.118459184,0.04862014,0.77774053,0.446298995,,,,,,,,,,,,,,,,
EDN1,0.738343897,-0.131741311,-0.387035713,0.703030744,,,,,,,,,,,,,,,,
EDNRB,0.90993308,-0.040990546,-0.101575112,0.920158225,,,,,,,,,,,,,,,,
EEF1D,0.845701195,-0.072783056,-0.497943659,0.624238112,,,,,,,,,,,,,,,,
EFCAB14,0.483886287,-0.315256685,-0.488609327,0.630710223,,,,,,,,,,,,,,,,
EFCAB2,0.712756735,-0.14705867,-1.706194142,0.104265122,,,,,,,,,,,,,,,,
EFEMP1,0.712014694,-0.147511044,-0.152393779,0.880483027,,,,,,,,,,,,,,,,
EFHD1,0.45953631,-0.337680167,-0.693935791,0.496120001,,,,,,,,,,,,,,,,
EFNA4,0.523590722,-0.281008058,-0.651462054,0.522550711,,,,,,,,,,,,,,,,
EFNB2,0.587167197,-0.231238215,-0.275179701,0.786148406,,,,,,,,,,,,,,,,
EGF,10.85830303,1.035761958,0.424168529,0.676206766,,,,,,,,,,,,,,,,
EGFL7,1.406549922,0.148155151,0.479017211,0.637393114,,,,,,,,,,,,,,,,
EGFLAM,0.537560596,-0.269572574,-0.448170526,0.659098806,,,,,,,,,,,,,,,,
EGFR,0.799809413,-0.097013489,0.281620067,0.7812792,,,,,,,,,,,,,,,,
EGLN1,0.697523035,-0.156441445,-0.778676711,0.445760327,,,,,,,,,,,,,,,,
EHBP1,0.350061499,-0.455855652,-0.68862682,0.499381069,,,,,,,,,,,,,,,,
EHD3,0.558113685,-0.253277329,-0.949193994,0.354440149,,,,,,,,,,,,,,,,
EIF1AX,0.48106893,-0.317792691,-1.866443944,0.077491313,,,,,,,,,,,,,,,,
EIF2AK2,0.785435372,-0.104889544,-0.677390382,0.506323522,,,,,,,,,,,,,,,,
EIF2AK3,0.865231647,-0.062867604,-0.95085694,0.353616853,,,,,,,,,,,,,,,,
EIF2S2,0.490793353,-0.309101327,-1.057409226,0.303584489,,,,,,,,,,,,,,,,
EIF4B,0.74840412,-0.125863831,-0.865522469,0.397549513,,,,,,,,,,,,,,,,
EIF4E,0.759943617,-0.119218629,-0.836273572,0.413395336,,,,,,,,,,,,,,,,
EIF4EBP1,0.92433918,-0.034168638,-0.623077679,0.540641187,,,,,,,,,,,,,,,,
EIF4G1,0.63796854,-0.195200737,-0.894537901,0.382226422,,,,,,,,,,,,,,,,
EIF4G3,0.273619437,-0.562853056,-1.207439461,0.242079626,,,,,,,,,,,,,,,,
EIF5,0.484490262,-0.314714947,-1.156410262,0.26184727,,,,,,,,,,,,,,,,
EIF5A,1.139037038,0.056537846,0.772154115,0.449521668,,,,,,,,,,,,,,,,
ELAC1,0.582755348,-0.234513732,-1.03943054,0.311651991,,,,,,,,,,,,,,,,
ELAVL4,1.068591406,0.028811677,-0.417129593,0.681258916,,,,,,,,,,,,,,,,
ELN,0.489516288,-0.310232853,-0.252855765,0.80309516,,,,,,,,,,,,,,,,
ELOA,0.233958526,-0.630861123,-1.106967886,0.282126286,,,,,,,,,,,,,,,,
ELOB,0.53087141,-0.275010663,-1.914234007,0.070773521,,,,,,,,,,,,,,,,
ENAH,0.723487346,-0.14056906,-0.681937303,0.503507607,,,,,,,,,,,,,,,,
ENDOU,1.558705128,0.192763964,0.581598202,0.567674209,,,,,,,,,,,,,,,,
ENG,0.502505378,-0.298859286,-0.495186151,0.626146849,,,,,,,,,,,,,,,,
ENO1,1.052637815,0.022278967,0.598557708,0.556537154,,,,,,,,,,,,,,,,
ENO2,0.784831135,-0.105223776,-2.523885708,0.020671253,,,,,,,,,,,,,,,,
ENO3,1.159843667,0.064399456,-0.648712474,0.524288327,,,,,,,,,,,,,,,,
ENOPH1,0.825530787,-0.083266726,-1.227677872,0.234561213,,,,,,,,,,,,,,,,
ENOX2,0.405205163,-0.392325029,-1.304112773,0.207773747,,,,,,,,,,,,,,,,
ENPEP,0.766328578,-0.115584978,-0.950195527,0.353944151,,,,,,,,,,,,,,,,
ENPP2,1.071336511,0.029925906,0.787891066,0.440479885,,,,,,,,,,,,,,,,
ENPP5,1.115709444,0.047551109,1.370226043,0.186590666,,,,,,,,,,,,,,,,
ENPP6,1.41880345,0.151922236,0.881142764,0.389251236,,,,,,,,,,,,,,,,
ENPP7,0.571564801,-0.242934524,-0.557366248,0.583784592,,,,,,,,,,,,,,,,
ENSA,0.742371175,-0.129378899,-1.127210704,0.273688268,,,,,,,,,,,,,,,,
ENTPD2,0.570785312,-0.243527211,-0.642351131,0.528320656,,,,,,,,,,,,,,,,
ENTPD5,1.147272801,0.059666698,0.455815796,0.653689121,,,,,,,,,,,,,,,,
ENTPD6,0.75876609,-0.119892086,-0.189728375,0.851534218,,,,,,,,,,,,,,,,
ENTR1,0.422724467,-0.373942614,-0.934001565,0.362022164,,,,,,,,,,,,,,,,
EPB41L5,0.328566311,-0.483376968,-0.634630752,0.533237294,,,,,,,,,,,,,,,,
EPCAM,0.346333653,-0.460505306,-0.600073789,0.555547195,,,,,,,,,,,,,,,,
EPGN,0.710619752,-0.148362725,-2.684567446,0.014669228,,,,,,,,,,,,,,,,
EPHA1,0.716932797,-0.144521552,-1.072476121,0.296939929,,,,,,,,,,,,,,,,
EPHA10,0.635931931,-0.196589368,0.050947206,0.959899393,,,,,,,,,,,,,,,,
EPHA2,0.685880785,-0.163751364,-1.38856346,0.181030623,,,,,,,,,,,,,,,,
EPHA4,1.081590461,0.034062848,0.741919839,0.46720893,,,,,,,,,,,,,,,,
EPHB4,0.627514049,-0.202376546,-0.575352915,0.571804273,,,,,,,,,,,,,,,,
EPHB6,0.62643342,-0.203125081,-0.151790728,0.880952163,,,,,,,,,,,,,,,,
EPN1,0.305278656,-0.515303559,-1.852958678,0.079485774,,,,,,,,,,,,,,,,
EPO,0.141714433,-0.848585916,-1.404038556,0.176442522,,,,,,,,,,,,,,,,
EPPK1,0.405006821,-0.392537662,-1.817841906,0.084892305,,,,,,,,,,,,,,,,
EPS8L2,0.484960519,-0.314293616,-0.411098691,0.685599891,,,,,,,,,,,,,,,,
ERBB2,0.772595906,-0.112047597,-0.371550608,0.714338562,,,,,,,,,,,,,,,,
ERBB3,0.882397381,-0.054335789,-0.660294708,0.51699055,,,,,,,,,,,,,,,,
ERBB4,0.907865507,-0.041978484,-0.54835118,0.589836431,,,,,,,,,,,,,,,,
ERBIN,0.382563818,-0.417296107,-1.02028621,0.320409177,,,,,,,,,,,,,,,,
ERC2,0.471379267,-0.326629523,-1.858275775,0.078694057,,,,,,,,,,,,,,,,
ERCC1,0.965844365,-0.01509285,0.218685383,0.829226994,,,,,,,,,,,,,,,,
EREG,1.40519636,0.147737016,-0.580179308,0.568611181,,,,,,,,,,,,,,,,
ERI1,0.494611319,-0.305735949,-1.101803487,0.284309238,,,,,,,,,,,,,,,,
ERMAP,0.66750327,-0.175546603,-0.737084685,0.470075771,,,,,,,,,,,,,,,,
ERN1,0.976530777,-0.010314065,-0.184007744,0.855957017,,,,,,,,,,,,,,,,
ERP29,0.562658936,-0.249754779,-0.714422704,0.483651578,,,,,,,,,,,,,,,,
ERP44,0.510308809,-0.292166935,-0.412758811,0.684403828,,,,,,,,,,,,,,,,
ERVV-1,1.474440233,0.168627173,0.52983099,0.60236622,,,,,,,,,,,,,,,,
ESAM,0.624266089,-0.204630256,-0.282705686,0.78045933,,,,,,,,,,,,,,,,
ESM1,0.467571132,-0.33015231,-0.370541961,0.715077507,,,,,,,,,,,,,,,,
ESPL1,0.753759021,-0.122767477,-1.053675469,0.305247477,,,,,,,,,,,,,,,,
ESR1,1.619575913,0.209401309,2.879578797,0.009599574,,,,,,,,,,,,,,,,
ESYT2,0.312660079,-0.504927567,-1.20434735,0.243244285,,,,,,,,,,,,,,,,
EVI2B,0.868378461,-0.061290957,-0.686914532,0.50043547,,,,,,,,,,,,,,,,
EVI5,0.776686873,-0.109754035,-0.959658712,0.349281019,,,,,,,,,,,,,,,,
EVPL,0.760316229,-0.119005739,0.002870637,0.997739493,,,,,,,,,,,,,,,,
EXOSC10,0.482959304,-0.316089463,-1.218276132,0.238031391,,,,,,,,,,,,,,,,
EXTL1,0.641853777,-0.192563899,-1.299297938,0.209387399,,,,,,,,,,,,,,,,
EZR,0.946278779,-0.023980899,-1.353432423,0.191801402,,,,,,,,,,,,,,,,
F10,0.661325819,-0.179584522,-0.006690258,0.994731734,,,,,,,,,,,,,,,,
F11,2.840281895,0.453361445,0.413033219,0.684206208,,,,,,,,,,,,,,,,
F11R,0.636814805,-0.195986848,-0.342223903,0.735938944,,,,,,,,,,,,,,,,
F12,1.024903491,0.010682972,-0.236322521,0.815711365,,,,,,,,,,,,,,,,
F13B,1.001342776,0.000582769,-0.487214645,0.631679901,,,,,,,,,,,,,,,,
F2,0.792433628,-0.101037103,-0.357735799,0.724484295,,,,,,,,,,,,,,,,
F2R,1.008604545,0.003720921,0.472006461,0.642297826,,,,,,,,,,,,,,,,
F3,0.943609502,-0.025207695,-0.091770636,0.927840948,,,,,,,,,,,,,,,,
F7,3.152137792,0.498605194,0.111883202,0.912089562,,,,,,,,,,,,,,,,
F9,5.977673171,0.776532166,0.868721228,0.395840848,,,,,,,,,,,,,,,,
FABP1,1.174417233,0.069822415,-0.448114117,0.659138792,,,,,,,,,,,,,,,,
FABP2,0.793296809,-0.100564293,-0.561071452,0.581306368,,,,,,,,,,,,,,,,
FABP3,1.456735765,0.163380783,1.498653875,0.150395007,,,,,,,,,,,,,,,,
FABP4,0.991039838,-0.003908887,-0.491753149,0.628526946,,,,,,,,,,,,,,,,
FABP5,1.136616646,0.055614012,1.300436775,0.209004845,,,,,,,,,,,,,,,,
FABP6,0.308623448,-0.510571081,-0.988301798,0.335424555,,,,,,,,,,,,,,,,
FABP9,1.993124791,0.299534491,-0.036963656,0.970899589,,,,,,,,,,,,,,,,
FADD,0.431137508,-0.365384193,-1.478913442,0.155552004,,,,,,,,,,,,,,,,
FAM13A,0.46416164,-0.333330754,-1.354329924,0.191520029,,,,,,,,,,,,,,,,
FAM171A2,0.568167623,-0.245523518,-0.93077807,0.363644925,,,,,,,,,,,,,,,,
FAM171B,0.770732751,-0.113096186,-0.341893878,0.73618335,,,,,,,,,,,,,,,,
FAM172A,0.419338251,-0.37743552,-0.88726389,0.386030657,,,,,,,,,,,,,,,,
FAM20A,1.211684416,0.083389522,0.197105252,0.845838385,,,,,,,,,,,,,,,,
FAM3B,0.555709885,-0.255151878,-0.480434361,0.636403749,,,,,,,,,,,,,,,,
FAM3C,1.104798915,0.043283239,2.69598965,0.014312545,,,,,,,,,,,,,,,,
FAM3D,0.43822744,-0.358300432,0.050381077,0.960344595,,,,,,,,,,,,,,,,
FAP,1.08501285,0.035434882,-0.205172632,0.839619365,,,,,,,,,,,,,,,,
FARSA,0.400818852,-0.397051861,-1.23321578,0.232535365,,,,,,,,,,,,,,,,
FAS,0.585341533,-0.23259066,-0.002604877,0.997948767,,,,,,,,,,,,,,,,
FASLG,1.000637827,0.000276917,0.083848646,0.934053919,,,,,,,,,,,,,,,,
FBLN2,1.295527166,0.112446524,1.946961832,0.066475535,,,,,,,,,,,,,,,,
FBN2,0.788787004,-0.103040254,-0.912968676,0.372698929,,,,,,,,,,,,,,,,
FBP1,1.371437395,0.137175987,0.34734338,0.732151328,,,,,,,,,,,,,,,,
FCAMR,0.652115992,-0.18567515,-1.314069754,0.204467675,,,,,,,,,,,,,,,,
FCAR,0.791613571,-0.101486769,-0.117937078,0.907355391,,,,,,,,,,,,,,,,
FCER1A,1.208836795,0.082367671,0.910808651,0.373807232,,,,,,,,,,,,,,,,
FCER2,0.719466691,-0.142989308,-1.109443081,0.281084404,,,,,,,,,,,,,,,,
FCGR2A,1.209596055,0.082640362,0.250089229,0.805202496,,,,,,,,,,,,,,,,
FCGR2B,0.6901463,-0.161058836,-0.784204034,0.442588136,,,,,,,,,,,,,,,,
FCGR3B,0.526639733,-0.278486378,-0.35267657,0.728213084,,,,,,,,,,,,,,,,
FCN1,1.966927519,0.293788356,-0.229120949,0.821223155,,,,,,,,,,,,,,,,
FCN2,3.247120375,0.511498389,-0.291580226,0.773767156,,,,,,,,,,,,,,,,
FCRL1,0.614573287,-0.21142632,-1.534357122,0.141425908,,,,,,,,,,,,,,,,
FCRL2,1.142088787,0.057699868,-0.647499264,0.52505604,,,,,,,,,,,,,,,,
FCRL3,1.147208842,0.059642486,-0.156316751,0.87743232,,,,,,,,,,,,,,,,
FCRL5,4.181732457,0.621356244,0.607284821,0.550851345,,,,,,,,,,,,,,,,
FCRL6,0.634214755,-0.197763658,-1.157625724,0.26136279,,,,,,,,,,,,,,,,
FCRLB,0.743766479,-0.128563399,-0.166157329,0.869788529,,,,,,,,,,,,,,,,
FDX1,0.313628555,-0.503584402,-1.037021975,0.312744279,,,,,,,,,,,,,,,,
FDX2,0.460880399,-0.336411762,-1.051487468,0.306225027,,,,,,,,,,,,,,,,
FEN1,0.785957572,-0.104600898,-1.432239197,0.168322694,,,,,,,,,,,,,,,,
FES,1.216726123,0.085192833,1.896778352,0.073165097,,,,,,,,,,,,,,,,
FETUB,0.884190975,-0.053453922,-1.429466244,0.16910745,,,,,,,,,,,,,,,,
FGA,0.504064332,-0.297514032,-1.060023264,0.302424092,,,,,,,,,,,,,,,,
FGD3,1.051824017,0.021943083,-1.037437682,0.312555561,,,,,,,,,,,,,,,,
FGF12,0.487473778,-0.312048741,-1.014253431,0.323204446,,,,,,,,,,,,,,,,
FGF16,0.990271633,-0.004245662,0.325214879,0.748572366,,,,,,,,,,,,,,,,
FGF19,0.600574936,-0.221432796,-0.477546718,0.638420458,,,,,,,,,,,,,,,,
FGF2,0.651254646,-0.186249166,-1.281294104,0.2155082,,,,,,,,,,,,,,,,
FGF20,1.05339971,0.022593194,0.467102396,0.64573877,,,,,,,,,,,,,,,,
FGF21,0.138194636,-0.859508814,-0.834347521,0.414452804,,,,,,,,,,,,,,,,
FGF23,0.514160849,-0.288900996,-0.555732455,0.58487904,,,,,,,,,,,,,,,,
FGF5,0.632818205,-0.198721035,0.349192277,0.730785158,,,,,,,,,,,,,,,,
FGF6,0.96046784,-0.017517172,-0.390420663,0.70056824,,,,,,,,,,,,,,,,
FGF7,0.3460573,-0.460851985,-0.747906166,0.463674091,,,,,,,,,,,,,,,,
FGF9,1.52656576,0.183715517,0.5152512,0.61232047,,,,,,,,,,,,,,,,
FGFBP1,0.234513658,-0.629831858,-0.629027562,0.536821222,,,,,,,,,,,,,,,,
FGFBP2,0.758582445,-0.119997212,0.121296368,0.904729926,,,,,,,,,,,,,,,,
FGFBP3,1.157432797,0.063495784,0.073306382,0.942328556,,,,,,,,,,,,,,,,
FGFR2,0.950122816,-0.022220253,-0.578585173,0.569664825,,,,,,,,,,,,,,,,
FGFR4,1.91953785,0.28319668,0.059233986,0.953384323,,,,,,,,,,,,,,,,
FGL1,0.874430819,-0.058274544,-0.658890886,0.517872039,,,,,,,,,,,,,,,,
FGR,0.792221902,-0.101153155,-1.032009715,0.31502607,,,,,,,,,,,,,,,,
FH,0.591084871,-0.228350156,-1.35625578,0.190917367,,,,,,,,,,,,,,,,
FHIP2A,0.89504654,-0.048154382,-0.740122268,0.468273514,,,,,,,,,,,,,,,,
