gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,,,,,,,,,,,,,,,,,,,
SPTBN2,-2.100597566,6.724228261,-2.337367677,0.030077327,0.272211969,-3.986480692,,,,,,,,,,,,,,,,,,,
SRPK2,-1.823908163,3.732193478,-2.088223535,0.04995175,0.272211969,-4.127770913,,,,,,,,,,,,,,,,,,,
SSBP1,-2.082662119,0.775593478,-2.548054292,0.019277993,0.272211969,-3.863752426,,,,,,,,,,,,,,,,,,,
SSNA1,-2.324668799,0.918902174,-2.637562174,0.015898145,0.272211969,-3.811060966,,,,,,,,,,,,,,,,,,,
STAB2,-2.491319365,-2.612456522,-2.294411989,0.032877005,0.272211969,-4.011193166,,,,,,,,,,,,,,,,,,,
STAMBP,-1.942295544,2.041232609,-2.194825149,0.040314371,0.272211969,-4.067959852,,,,,,,,,,,,,,,,,,,
STAT2,-1.512511307,-0.600545652,-2.135008458,0.045490618,0.272211969,-4.101654384,,,,,,,,,,,,,,,,,,,
STAU1,-3.01092334,-0.16921087,-2.786339208,0.011489381,0.272211969,-3.723093965,,,,,,,,,,,,,,,,,,,
STIP1,-1.200361068,6.918552174,-2.264320345,0.034979277,0.272211969,-4.028427358,,,,,,,,,,,,,,,,,,,
STK11,-1.428407417,2.790502174,-2.220759842,0.03824189,0.272211969,-4.053252879,,,,,,,,,,,,,,,,,,,
STK24,-1.97266961,-5.16875,-2.946477092,0.008056483,0.272211969,-3.628259086,,,,,,,,,,,,,,,,,,,
STX1B,-1.91536416,4.570180435,-2.225785469,0.037851739,0.272211969,-4.050396466,,,,,,,,,,,,,,,,,,,
SUGT1,-1.774771489,2.797495652,-2.498582549,0.021425451,0.272211969,-3.892759126,,,,,,,,,,,,,,,,,,,
SUOX,-1.708221202,2.184541304,-2.562775848,0.018679108,0.272211969,-3.855103234,,,,,,,,,,,,,,,,,,,
SV2A,-1.992821794,9.282430435,-2.466949046,0.022914042,0.272211969,-3.911253707,,,,,,,,,,,,,,,,,,,
SWAP70,-2.093498958,2.999247826,-2.86789818,0.009595445,0.272211969,-3.674786182,,,,,,,,,,,,,,,,,,,
SYAP1,-1.359186027,4.0044,-2.399083562,0.026439524,0.272211969,-3.95076885,,,,,,,,,,,,,,,,,,,
SYNGAP1,-2.446214402,2.677604348,-2.402122896,0.026271395,0.272211969,-3.94900436,,,,,,,,,,,,,,,,,,,
SYT1,-0.881698379,7.976926087,-2.174726306,0.04199048,0.272211969,-4.079317613,,,,,,,,,,,,,,,,,,,
TAB2,-2.311571032,2.772928261,-2.191184565,0.040613369,0.272211969,-4.070019754,,,,,,,,,,,,,,,,,,,
TARBP2,-2.657681381,1.055271739,-2.74932468,0.012462257,0.272211969,-3.745007513,,,,,,,,,,,,,,,,,,,
TAX1BP1,-1.225356174,3.532080435,-2.074098683,0.051374247,0.272211969,-4.13561207,,,,,,,,,,,,,,,,,,,
TBC1D17,-1.334655678,2.463330435,-2.239545451,0.036802103,0.272211969,-4.042565224,,,,,,,,,,,,,,,,,,,
TBC1D23,-1.236627604,0.609186957,-2.491654973,0.021743483,0.272211969,-3.896813101,,,,,,,,,,,,,,,,,,,
TBCB,-1.903217616,6.673619565,-2.168330274,0.04253704,0.272211969,-4.082924454,,,,,,,,,,,,,,,,,,,
TBCC,-1.79552676,1.20691087,-2.28858065,0.033275075,0.272211969,-4.014538075,,,,,,,,,,,,,,,,,,,
TBL1X,-1.943803716,0.60378913,-2.259921229,0.035296764,0.272211969,-4.030941187,,,,,,,,,,,,,,,,,,,
TCL1A,-2.249784298,-4.50813913,-2.965239209,0.007725811,0.272211969,-3.617157903,,,,,,,,,,,,,,,,,,,
TDRKH,-2.519429392,2.730636957,-2.781904772,0.011601993,0.272211969,-3.725719838,,,,,,,,,,,,,,,,,,,
TERF1,-1.9658779,1.51316087,-2.381901425,0.02740897,0.272211969,-3.960734127,,,,,,,,,,,,,,,,,,,
TFAP2A,-3.743758842,-0.803143478,-3.565322934,0.001969785,0.272211969,-3.267631653,,,,,,,,,,,,,,,,,,,
TFRC,-1.280931817,-3.433436957,-2.451976057,0.023651868,0.272211969,-3.919991745,,,,,,,,,,,,,,,,,,,
TGM2,-1.580336448,4.846628261,-3.129752319,0.005336295,0.272211969,-3.520080387,,,,,,,,,,,,,,,,,,,
TIA1,-2.138695665,1.757506522,-2.559838207,0.018797197,0.272211969,-3.856829749,,,,,,,,,,,,,,,,,,,
TIMM8A,-2.108150316,2.81618913,-2.468191293,0.022853804,0.272211969,-3.910528274,,,,,,,,,,,,,,,,,,,
TJAP1,-1.33927384,1.653719565,-2.112600792,0.04758018,0.272211969,-4.114190087,,,,,,,,,,,,,,,,,,,
TJP3,-1.800074541,6.597945652,-2.362899773,0.028519455,0.272211969,-3.971734576,,,,,,,,,,,,,,,,,,,
TMED8,-1.34803906,1.133023913,-2.236337762,0.037044378,0.272211969,-4.044392181,,,,,,,,,,,,,,,,,,,
TNFAIP8,-0.823296197,0.11175,-2.123433606,0.046559377,0.272211969,-4.108135918,,,,,,,,,,,,,,,,,,,
TNFAIP8L2,-1.608865145,0.867673913,-2.145070349,0.044579696,0.272211969,-4.096009619,,,,,,,,,,,,,,,,,,,
TNIP1,-1.393609621,-0.926719565,-2.142285784,0.044830116,0.272211969,-4.097572734,,,,,,,,,,,,,,,,,,,
TOP1MT,-3.110951357,-2.788726087,-2.133252803,0.045651281,0.272211969,-4.102638325,,,,,,,,,,,,,,,,,,,
TP53BP1,-1.842187509,1.55168913,-2.191400294,0.040595595,0.272211969,-4.069897723,,,,,,,,,,,,,,,,,,,
TPK1,-1.174982975,4.550741304,-2.848438473,0.010018098,0.272211969,-3.686312889,,,,,,,,,,,,,,,,,,,
TPMT,-1.233093124,2.480565217,-3.223010806,0.004318711,0.272211969,-3.465359991,,,,,,,,,,,,,,,,,,,
TPPP2,-1.650632456,-2.742193478,-3.24639331,0.004094844,0.272211969,-3.451686317,,,,,,,,,,,,,,,,,,,
TREML2,-1.874584143,-2.96386087,-2.450556598,0.023722955,0.272211969,-3.920819565,,,,,,,,,,,,,,,,,,,
TRIM21,-2.199125676,2.32153913,-2.620430884,0.016498293,0.272211969,-3.821163521,,,,,,,,,,,,,,,,,,,
TRIM5,-1.411298056,1.936634783,-2.087619098,0.050011886,0.272211969,-4.12810688,,,,,,,,,,,,,,,,,,,
TRPV3,0.972392107,0.650997826,2.212564213,0.038886037,0.272211969,-4.05790655,,,,,,,,,,,,,,,,,,,
TSNAX,-1.440077586,2.001593478,-2.531814883,0.019959555,0.272211969,-3.873284433,,,,,,,,,,,,,,,,,,,
TST,-1.78260509,0.884582609,-2.248505353,0.036133043,0.272211969,-4.037457741,,,,,,,,,,,,,,,,,,,
TXNDC9,-1.535582245,0.638756522,-2.558501287,0.018851172,0.272211969,-3.857615388,,,,,,,,,,,,,,,,,,,
TXNRD1,-0.995023992,6.394043478,-2.466412907,0.022940086,0.272211969,-3.911566773,,,,,,,,,,,,,,,,,,,
UBAC1,-1.172373844,-0.472645652,-2.114352439,0.047413756,0.272211969,-4.113211925,,,,,,,,,,,,,,,,,,,
UBE2L6,-2.163472424,5.162108696,-2.30654268,0.032062943,0.272211969,-4.004227165,,,,,,,,,,,,,,,,,,,
UBE2Z,-1.64342012,0.525086957,-2.372914164,0.0279291,0.272211969,-3.965939727,,,,,,,,,,,,,,,,,,,
UFD1,-2.981245029,3.733658696,-2.718193965,0.013340792,0.272211969,-3.76342667,,,,,,,,,,,,,,,,,,,
UNG,-1.637518578,2.791621739,-2.178578495,0.041664394,0.272211969,-4.077143522,,,,,,,,,,,,,,,,,,,
USP25,-1.768408647,2.988656522,-2.41240422,0.025709997,0.272211969,-3.943031744,,,,,,,,,,,,,,,,,,,
USP8,-1.968859863,5.85291087,-2.43959023,0.024278915,0.272211969,-3.927211749,,,,,,,,,,,,,,,,,,,
VASH1,-0.732961851,1.003908696,-2.207455715,0.039292552,0.272211969,-4.060804438,,,,,,,,,,,,,,,,,,,
VIM,-1.904295768,2.977882609,-2.1983529,0.040026559,0.272211969,-4.065962699,,,,,,,,,,,,,,,,,,,
VPS53,-1.208061064,2.730502174,-2.461954053,0.023157756,0.272211969,-3.914169899,,,,,,,,,,,,,,,,,,,
VSTM1,-2.108415821,-2.538656522,-2.22985971,0.037538126,0.272211969,-4.048079279,,,,,,,,,,,,,,,,,,,
VTA1,-1.493457726,5.77866087,-2.31418475,0.031559693,0.272211969,-3.999833476,,,,,,,,,,,,,,,,,,,
WASF3,-2.228693714,2.091221739,-2.095388546,0.049243846,0.272211969,-4.123785477,,,,,,,,,,,,,,,,,,,
WASL,-2.781582886,-2.276054348,-2.598233134,0.017307819,0.272211969,-3.834242295,,,,,,,,,,,,,,,,,,,
XPNPEP2,-2.489796382,-5.935926087,-2.625308947,0.016325256,0.272211969,-3.818287617,,,,,,,,,,,,,,,,,,,
XRCC4,-1.626368336,2.219191304,-2.283533801,0.033623172,0.272211969,-4.017431016,,,,,,,,,,,,,,,,,,,
YARS1,-2.700258825,3.160476087,-2.094985992,0.049283377,0.272211969,-4.124009531,,,,,,,,,,,,,,,,,,,
YJU2,-2.084832344,1.350104348,-2.630500948,0.01614297,0.272211969,-3.815225959,,,,,,,,,,,,,,,,,,,
ZFYVE19,-2.009901078,1.684104348,-2.392011681,0.026834607,0.272211969,-3.954872433,,,,,,,,,,,,,,,,,,,
ZHX2,-1.966981578,1.710241304,-2.233387442,0.037268504,0.272211969,-4.046071827,,,,,,,,,,,,,,,,,,,
ZPR1,-1.148799906,-1.00456087,-2.238815958,0.036857073,0.272211969,-4.042980783,,,,,,,,,,,,,,,,,,,
ANPEP,-1.44388786,-2.549354348,-2.059167227,0.052917577,0.27224651,-4.14387808,,,,,,,,,,,,,,,,,,,
GIGYF2,-1.469943143,0.984341304,-2.057883453,0.053052198,0.27224651,-4.144587657,,,,,,,,,,,,,,,,,,,
IGSF3,-1.224441813,1.528445652,-2.05813839,0.05302544,0.27224651,-4.14444676,,,,,,,,,,,,,,,,,,,
IL10,-2.377091991,-6.319421739,-2.061487252,0.052675071,0.27224651,-4.142595288,,,,,,,,,,,,,,,,,,,
NUP50,-0.880181726,0.852873913,-2.058589297,0.052978143,0.27224651,-4.14419754,,,,,,,,,,,,,,,,,,,
RWDD1,-0.999082844,6.203052174,-2.05460473,0.053397415,0.273245474,-4.146399085,,,,,,,,,,,,,,,,,,,
TADA3,-2.260035038,0.36825,-2.054236095,0.053436355,0.273245474,-4.146602676,,,,,,,,,,,,,,,,,,,
CD7,-1.670481097,-2.218176087,-2.053113824,0.05355506,0.27332497,-4.147222395,,,,,,,,,,,,,,,,,,,
DSG2,-1.016740436,1.350256522,-2.052298501,0.053641447,0.27332497,-4.14767253,,,,,,,,,,,,,,,,,,,
ATXN3,-1.466056482,1.942619565,-2.048185621,0.054079138,0.273631145,-4.149942123,,,,,,,,,,,,,,,,,,,
EREG,-1.480611888,0.286743478,-2.047280631,0.054175876,0.273631145,-4.15044127,,,,,,,,,,,,,,,,,,,
IL18,-2.004515979,2.89121087,-2.046393936,0.05427081,0.273631145,-4.15093024,,,,,,,,,,,,,,,,,,,
PSTPIP2,-1.388074891,2.211515217,-2.049023041,0.053989761,0.273631145,-4.149480163,,,,,,,,,,,,,,,,,,,
RRM2B,-0.881311953,6.989252174,-2.046698739,0.054238159,0.273631145,-4.150762166,,,,,,,,,,,,,,,,,,,
SLIT2,-1.294254736,0.381254348,-2.047845783,0.054115446,0.273631145,-4.150129572,,,,,,,,,,,,,,,,,,,
ARID4B,-1.545117353,1.396236957,-2.032914182,0.055732528,0.276978649,-4.158352948,,,,,,,,,,,,,,,,,,,
CDH3,-0.77622736,2.04785,-2.036655566,0.055323318,0.276978649,-4.156294761,,,,,,,,,,,,,,,,,,,
DNPEP,-0.930836512,2.403732609,-2.032530975,0.055774593,0.276978649,-4.158563666,,,,,,,,,,,,,,,,,,,
EHD3,-1.407161149,-0.236980435,-2.032307874,0.055799097,0.276978649,-4.158686338,,,,,,,,,,,,,,,,,,,
ELOA,-2.301597056,1.014797826,-2.032408837,0.055788007,0.276978649,-4.158630824,,,,,,,,,,,,,,,,,,,
GPKOW,-1.680665987,1.3235,-2.034134895,0.055598716,0.276978649,-4.157681589,,,,,,,,,,,,,,,,,,,
HTRA2,-1.758045957,2.698723913,-2.037321535,0.055250761,0.276978649,-4.155928239,,,,,,,,,,,,,,,,,,,
MAMDC4,-1.000057871,-4.193276087,-2.035330767,0.055467907,0.276978649,-4.15702373,,,,,,,,,,,,,,,,,,,
RABEPK,-1.091826247,3.211836957,-2.03725366,0.055258152,0.276978649,-4.155965596,,,,,,,,,,,,,,,,,,,
ARHGEF10,-1.336848894,0.356430435,-2.030569601,0.055990345,0.277450439,-4.159641932,,,,,,,,,,,,,,,,,,,
AARSD1,-1.217252714,4.419371739,-1.991220965,0.060479627,0.27824375,-4.181180574,,,,,,,,,,,,,,,,,,,
AHCY,-0.997615311,6.725008696,-2.000123277,0.059436715,0.27824375,-4.176323427,,,,,,,,,,,,,,,,,,,
AHSA1,-1.227261929,3.342215217,-1.999704966,0.059485358,0.27824375,-4.17655187,,,,,,,,,,,,,,,,,,,
AMDHD2,-1.118097553,5.474552174,-1.972235352,0.062758514,0.27824375,-4.191507509,,,,,,,,,,,,,,,,,,,
APBB1IP,-1.332400214,-0.531421739,-1.976046832,0.06229497,0.27824375,-4.189437815,,,,,,,,,,,,,,,,,,,
APLP1,0.405423976,5.042493478,2.001205535,0.059311029,0.27824375,-4.175732303,,,,,,,,,,,,,,,,,,,
ARHGAP45,-1.936981578,1.597480435,-2.010000914,0.058298373,0.27824375,-4.170923221,,,,,,,,,,,,,,,,,,,
ARHGEF1,-1.622148874,-0.8616,-1.980202026,0.0617931,0.27824375,-4.187179464,,,,,,,,,,,,,,,,,,,
ARSA,-0.902171352,3.231536957,-2.026571787,0.056432425,0.27824375,-4.161838388,,,,,,,,,,,,,,,,,,,
BLOC1S3,-1.568300476,1.500704348,-2.002420038,0.059170268,0.27824375,-4.175068783,,,,,,,,,,,,,,,,,,,
BOLA2_BOLA2B,-0.858367429,3.725004348,-1.980551964,0.061750999,0.27824375,-4.186989177,,,,,,,,,,,,,,,,,,,
CA5A,-3.89394752,-2.585919565,-1.971693153,0.062824704,0.27824375,-4.191801787,,,,,,,,,,,,,,,,,,,
CASP9,-1.157937758,-0.98741087,-2.02513137,0.056592472,0.27824375,-4.16262933,,,,,,,,,,,,,,,,,,,
CD1C,-1.140818602,-3.628497826,-2.005434068,0.058822231,0.27824375,-4.17342138,,,,,,,,,,,,,,,,,,,
CD3E,-1.158657897,-2.344228261,-1.981372461,0.061652385,0.27824375,-4.186542954,,,,,,,,,,,,,,,,,,,
CHMP1A,-1.365301953,2.495145652,-1.989756867,0.060652702,0.27824375,-4.181978492,,,,,,,,,,,,,,,,,,,
CORO1A,-2.483223999,2.368756522,-1.97925554,0.0619071,0.27824375,-4.187694064,,,,,,,,,,,,,,,,,,,
DHODH,-2.254892928,-0.642282609,-1.995646599,0.059959136,0.27824375,-4.178767099,,,,,,,,,,,,,,,,,,,
DXO,-0.700768759,5.180421739,-1.983317852,0.061419134,0.27824375,-4.185484639,,,,,,,,,,,,,,,,,,,
DYNLT3,-1.426779626,6.870658696,-2.007429729,0.058592795,0.27824375,-4.172330011,,,,,,,,,,,,,,,,,,,
EFCAB2,-0.961078665,2.4977,-2.026886467,0.056397515,0.27824375,-4.161665564,,,,,,,,,,,,,,,,,,,
ENTR1,-1.956617369,-0.109954348,-2.016723521,0.057534823,0.27824375,-4.167241413,,,,,,,,,,,,,,,,,,,
F13B,-1.600337039,0.796186957,-2.018927861,0.057286411,0.27824375,-4.166033016,,,,,,,,,,,,,,,,,,,
FAM172A,-1.532100903,1.228926087,-2.024181624,0.056698222,0.27824375,-4.163150713,,,,,,,,,,,,,,,,,,,
FCN2,-1.826424424,-6.014552174,-1.978108581,0.062045497,0.27824375,-4.188317515,,,,,,,,,,,,,,,,,,,
FGL1,-1.890592946,-0.275671739,-1.979962892,0.061821885,0.27824375,-4.187309491,,,,,,,,,,,,,,,,,,,
FHIT,-0.646180369,7.058034783,-1.981628381,0.061621656,0.27824375,-4.186403757,,,,,,,,,,,,,,,,,,,
FTCD,-1.577754294,-2.739758696,-2.012236642,0.05804344,0.27824375,-4.169699347,,,,,,,,,,,,,,,,,,,
GBP1,-2.535663627,3.161595652,-1.998005703,0.059683323,0.27824375,-4.177479637,,,,,,,,,,,,,,,,,,,
GFER,-1.907966536,5.58661087,-2.000569786,0.059384831,0.27824375,-4.176079562,,,,,,,,,,,,,,,,,,,
GNE,-0.805587761,0.153341304,-2.019816898,0.057186496,0.27824375,-4.165545497,,,,,,,,,,,,,,,,,,,
GP1BA,-1.990932664,-4.747276087,-1.99190502,0.060398914,0.27824375,-4.180807684,,,,,,,,,,,,,,,,,,,
GRSF1,-1.788443041,2.994619565,-1.973167261,0.062644894,0.27824375,-4.191001631,,,,,,,,,,,,,,,,,,,
HAO1,-2.00451883,-6.510871739,-2.002745816,0.059132561,0.27824375,-4.174890772,,,,,,,,,,,,,,,,,,,
HSDL2,-2.158472684,0.811284783,-2.000200221,0.059427771,0.27824375,-4.176281405,,,,,,,,,,,,,,,,,,,
IFIT3,-1.94183318,0.234282609,-1.983708854,0.061372348,0.27824375,-4.185271874,,,,,,,,,,,,,,,,,,,
IL19,-1.174224292,-0.261597826,-1.975339922,0.062380712,0.27824375,-4.189821813,,,,,,,,,,,,,,,,,,,
ILKAP,-1.777554666,2.899845652,-1.983277804,0.061423928,0.27824375,-4.18550643,,,,,,,,,,,,,,,,,,,
ISM2,-0.830370896,4.651152174,-1.973105749,0.062652388,0.27824375,-4.191035026,,,,,,,,,,,,,,,,,,,
KCNIP4,-1.763131118,4.195519565,-1.998564274,0.059618185,0.27824375,-4.177174704,,,,,,,,,,,,,,,,,,,
KCTD5,-1.259300153,3.296380435,-1.977529987,0.062115417,0.27824375,-4.18863196,,,,,,,,,,,,,,,,,,,
KIAA1549L,-1.093626468,1.538115217,-1.984074894,0.061328578,0.27824375,-4.185072676,,,,,,,,,,,,,,,,,,,
KLK1,-1.838279056,-3.935241304,-1.992719803,0.060302901,0.27824375,-4.180363459,,,,,,,,,,,,,,,,,,,
LRRFIP1,-1.442784968,1.267726087,-1.991752172,0.06041694,0.27824375,-4.180891009,,,,,,,,,,,,,,,,,,,
LXN,-0.762254069,1.650032609,-2.008790414,0.05843682,0.27824375,-4.171585626,,,,,,,,,,,,,,,,,,,
MOCS2,-1.453864842,6.942743478,-2.01436541,0.057801631,0.27824375,-4.168533487,,,,,,,,,,,,,,,,,,,
MST1,-1.445335903,-1.172576087,-2.020483069,0.05711173,0.27824375,-4.165180131,,,,,,,,,,,,,,,,,,,
MTDH,-1.610158803,2.630808696,-1.974441144,0.062489877,0.27824375,-4.190309945,,,,,,,,,,,,,,,,,,,
MTHFD2,-1.261205603,0.473280435,-2.004947532,0.058878288,0.27824375,-4.173687382,,,,,,,,,,,,,,,,,,,
MTUS1,-2.004049333,4.383234783,-2.016827636,0.057523069,0.27824375,-4.167184351,,,,,,,,,,,,,,,,,,,
MYL4,-1.275724831,-3.231195652,-1.972731911,0.06269795,0.27824375,-4.19123797,,,,,,,,,,,,,,,,,,,
NAAA,-1.533869434,-0.5722,-1.996001449,0.059917576,0.27824375,-4.178573485,,,,,,,,,,,,,,,,,,,
NMT1,-1.496154413,4.905447826,-1.99487308,0.060049819,0.27824375,-4.179189098,,,,,,,,,,,,,,,,,,,
NUMB,-2.047363331,2.238115217,-2.022035555,0.05693783,0.27824375,-4.164328463,,,,,,,,,,,,,,,,,,,
OTOA,-1.964621902,-2.759923913,-1.971044865,0.062903927,0.27824375,-4.192153598,,,,,,,,,,,,,,,,,,,
PAK4,-1.042698682,-1.367013043,-1.990102998,0.060611745,0.27824375,-4.181789877,,,,,,,,,,,,,,,,,,,
PFDN4,-1.573035912,1.098795652,-2.001048661,0.059329232,0.27824375,-4.175817995,,,,,,,,,,,,,,,,,,,
PRDX6,-1.407939453,4.238645652,-2.007705769,0.058561123,0.27824375,-4.172179016,,,,,,,,,,,,,,,,,,,
RAB11FIP3,-1.368531225,-0.646695652,-2.005946479,0.058763244,0.27824375,-4.173141202,,,,,,,,,,,,,,,,,,,
RAC3,-0.668248669,-0.520915217,-1.996147273,0.059900505,0.27824375,-4.178493916,,,,,,,,,,,,,,,,,,,
RASSF2,-1.46494854,-0.063343478,-1.97646727,0.062244024,0.27824375,-4.189209402,,,,,,,,,,,,,,,,,,,
SATB1,-1.252506252,0.8947,-1.973625827,0.062589053,0.27824375,-4.190752664,,,,,,,,,,,,,,,,,,,
SERPINA11,-2.012059243,-5.816591304,-2.008386985,0.058483026,0.27824375,-4.171806351,,,,,,,,,,,,,,,,,,,
TMEM106A,-1.052285282,1.943780435,-1.978257793,0.062027477,0.27824375,-4.188236417,,,,,,,,,,,,,,,,,,,
UBE2B,-0.832803982,3.387036957,-1.989524062,0.060680263,0.27824375,-4.182105345,,,,,,,,,,,,,,,,,,,
USP28,-1.603823656,1.73881087,-1.973053364,0.062658771,0.27824375,-4.191063465,,,,,,,,,,,,,,,,,,,
WASF1,-1.946576874,3.255752174,-1.984626829,0.061262632,0.27824375,-4.184772283,,,,,,,,,,,,,,,,,,,
XIAP,-1.336002167,0.786267391,-1.993138675,0.060253595,0.27824375,-4.180135056,,,,,,,,,,,,,,,,,,,
ZBTB17,-1.657772424,-0.054619565,-2.021496995,0.056998103,0.27824375,-4.164623939,,,,,,,,,,,,,,,,,,,
ZNRD2,-1.877695488,3.556393478,-2.00080595,0.059357406,0.27824375,-4.17595057,,,,,,,,,,,,,,,,,,,
ATG16L1,-1.349124465,2.130895652,-1.968920272,0.063164182,0.278609811,-4.193306204,,,,,,,,,,,,,,,,,,,
BECN1,-1.176844881,2.867967391,-1.961069283,0.064134232,0.278609811,-4.197560591,,,,,,,,,,,,,,,,,,,
BOC,-1.041824861,-1.367613043,-1.954319986,0.064978723,0.278609811,-4.201211859,,,,,,,,,,,,,,,,,,,
CBS,-1.797553922,1.359702174,-1.956447268,0.064711491,0.278609811,-4.200061646,,,,,,,,,,,,,,,,,,,
CCL5,-1.70344336,-3.888745652,-1.964759114,0.063676687,0.278609811,-4.19556205,,,,,,,,,,,,,,,,,,,
COMMD9,-0.788765258,1.931319565,-1.968020296,0.063274715,0.278609811,-4.193794279,,,,,,,,,,,,,,,,,,,
DYNLT1,-1.489159232,6.329086957,-1.954162171,0.064998587,0.278609811,-4.201297167,,,,,,,,,,,,,,,,,,,
FGF2,-1.199812924,5.871545652,-1.966507833,0.063460859,0.278609811,-4.194614295,,,,,,,,,,,,,,,,,,,
FOXJ3,-1.214920124,1.537493478,-1.957536919,0.064574987,0.278609811,-4.199472256,,,,,,,,,,,,,,,,,,,
FYB1,-2.031249258,-0.30425,-1.9584489,0.064460936,0.278609811,-4.198978854,,,,,,,,,,,,,,,,,,,
GTPBP2,-1.627980244,-0.506719565,-1.954399174,0.064968758,0.278609811,-4.201169053,,,,,,,,,,,,,,,,,,,
KLHL41,-2.123292244,-0.480571739,-1.959648709,0.064311163,0.278609811,-4.198329572,,,,,,,,,,,,,,,,,,,
MRPS16,-1.014283396,1.233832609,-1.956562372,0.06469706,0.278609811,-4.199999393,,,,,,,,,,,,,,,,,,,
PPIF,-1.699396112,9.598669565,-1.957244714,0.064611567,0.278609811,-4.199630324,,,,,,,,,,,,,,,,,,,
PPP1R2,-0.53616424,8.707145652,-1.956471314,0.064708476,0.278609811,-4.200048641,,,,,,,,,,,,,,,,,,,
SIRT2,-1.513236422,3.999191304,-1.954028658,0.065015396,0.278609811,-4.201369335,,,,,,,,,,,,,,,,,,,
SNAP29,-1.693460303,5.629408696,-1.961888525,0.064032393,0.278609811,-4.197117006,,,,,,,,,,,,,,,,,,,
STXBP3,-1.455774746,3.401578261,-1.961896801,0.064031365,0.278609811,-4.197112525,,,,,,,,,,,,,,,,,,,
TDP1,-1.651568246,-0.629545652,-1.957067983,0.064633701,0.278609811,-4.19972592,,,,,,,,,,,,,,,,,,,
TSPYL1,-1.486644462,2.84076087,-1.964918128,0.063657034,0.278609811,-4.195475885,,,,,,,,,,,,,,,,,,,
TUBB3,-1.828193305,8.479123913,-1.960790652,0.064168901,0.278609811,-4.197711438,,,,,,,,,,,,,,,,,,,
CNPY2,-0.758305555,1.661713043,-1.951557633,0.065327196,0.279530612,-4.202704607,,,,,,,,,,,,,,,,,,,
AOC3,-0.884171176,-2.085767391,-1.949085182,0.065640503,0.279638996,-4.204039879,,,,,,,,,,,,,,,,,,,
PNPT1,-1.442683585,1.198217391,-1.948299259,0.065740374,0.279638996,-4.204464164,,,,,,,,,,,,,,,,,,,
RAB39B,-1.061110448,-4.286095652,-1.950399095,0.065473839,0.279638996,-4.203330383,,,,,,,,,,,,,,,,,,,
SAMD9L,-1.958753727,1.393097826,-1.948990012,0.06565259,0.279638996,-4.204091261,,,,,,,,,,,,,,,,,,,
PRKAR1A,-1.457694638,2.881454348,-1.946630376,0.065952894,0.280129818,-4.205364859,,,,,,,,,,,,,,,,,,,
CIRBP,-2.256053623,4.128673913,-1.94560113,0.066084265,0.280275028,-4.205920167,,,,,,,,,,,,,,,,,,,
IDO1,-2.674285899,-3.476735348,-1.943562926,0.066345102,0.280468545,-4.20701944,,,,,,,,,,,,,,,,,,,
NPTXR,0.360932549,5.133852174,1.942966179,0.066421642,0.280468545,-4.207341186,,,,,,,,,,,,,,,,,,,
SNAP23,-1.030819838,4.225576087,-1.944247458,0.066257398,0.280468545,-4.206650307,,,,,,,,,,,,,,,,,,,
ASGR2,-1.523595885,1.540271739,-1.936663751,0.067234805,0.280626325,-4.210736469,,,,,,,,,,,,,,,,,,,
CRYZL1,-1.086896001,6.466841304,-1.937151635,0.067171543,0.280626325,-4.210473815,,,,,,,,,,,,,,,,,,,
DHPS,-1.158814501,3.015758696,-1.939765944,0.066833452,0.280626325,-4.209065871,,,,,,,,,,,,,,,,,,,
LYAR,-1.412846867,1.567634783,-1.936951641,0.067197469,0.280626325,-4.210581486,,,,,,,,,,,,,,,,,,,
NAMPT,-1.784334764,1.123758696,-1.936643404,0.067237445,0.280626325,-4.210747423,,,,,,,,,,,,,,,,,,,
RAB6B,-1.187611725,1.29693913,-1.941527761,0.06660646,0.280626325,-4.208116546,,,,,,,,,,,,,,,,,,,
VSNL1,-2.044492085,5.148452174,-1.936857586,0.067209665,0.280626325,-4.210632121,,,,,,,,,,,,,,,,,,,
YTHDF3,-2.177168256,2.364876087,-1.940240027,0.066772304,0.280626325,-4.208810458,,,,,,,,,,,,,,,,,,,
TNFAIP2,-2.163677469,-2.860456522,-1.935131707,0.067433804,0.281039147,-4.211561053,,,,,,,,,,,,,,,,,,,
CLPP,-1.840083022,3.678528261,-1.931913421,0.06785353,0.282380345,-4.213292229,,,,,,,,,,,,,,,,,,,
ATP6V1G2,-1.553486519,10.16794565,-1.9236113,0.068946985,0.284061577,-4.217751904,,,,,,,,,,,,,,,,,,,
CLEC4D,-1.850290493,-2.443832609,-1.926162274,0.068609353,0.284061577,-4.216382543,,,,,,,,,,,,,,,,,,,
DPEP1,-1.477779931,-5.370752174,-1.926425824,0.068574555,0.284061577,-4.216241021,,,,,,,,,,,,,,,,,,,
GLO1,-0.37361132,7.239078261,-1.923618027,0.068946093,0.284061577,-4.217748294,,,,,,,,,,,,,,,,,,,
MCEE,-1.922652323,2.290191304,-1.925370104,0.068714043,0.284061577,-4.21680787,,,,,,,,,,,,,,,,,,,
TRIAP1,-1.404287381,3.590176087,-1.928083409,0.06835605,0.284061577,-4.21535072,,,,,,,,,,,,,,,,,,,
