gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
chr1-117121495-117122381,0.863108285,7.817547429,1.800383826,0.071826968,0.647309023,-4.548837768
chr1-12183986-12184882,0.816053459,7.777379412,1.685663499,0.091888507,0.647309023,-4.557872012
chr1-1307753-1308684,-0.728195183,8.341722484,-2.089793083,0.036658909,0.647309023,-4.468535226
chr1-156105919-156106951,-0.657881271,7.571892231,-1.693092038,0.090465779,0.647309023,-4.538153295
chr1-161132101-161133141,-0.816222441,7.464967893,-2.123348784,0.033746515,0.647309023,-4.484972156
chr1-162561033-162561943,0.901201437,7.8984519,1.869458678,0.06158512,0.647309023,-4.544092751
chr1-16498758-16499699,1.040384021,7.865798532,2.223586009,0.026196196,0.647309023,-4.509459215
chr1-165257729-165258672,-0.981432664,7.134819363,-2.398574485,0.016475293,0.647309023,-4.461995118
chr1-16644213-16645151,-0.650764879,8.219451803,-1.853454097,0.063843597,0.647309023,-4.50524032
chr1-166875814-166876677,-0.700440972,7.851955908,-1.806403128,0.070882243,0.647309023,-4.525568824
chr1-16913615-16914536,0.720159579,8.862011852,1.787807678,0.073834088,0.647309023,-4.532248745
chr1-178093487-178094381,0.836763907,7.958880247,1.738927224,0.082075061,0.647309023,-4.553667022
chr1-19311731-19312666,0.792535726,8.468695861,1.735662823,0.082650994,0.647309023,-4.549606918
chr1-21782842-21783815,-0.816222441,7.464967893,-2.123348784,0.033746515,0.647309023,-4.484972156
chr1-2212230-2213198,1.040740551,7.281711947,2.047778366,0.04060501,0.647309023,-4.535963655
chr1-223363982-223364861,-0.688290365,7.905966548,-1.891594618,0.058570807,0.647309023,-4.505889294
chr1-230978489-230979354,-0.55126888,8.551704934,-1.685835569,0.091855349,0.647309023,-4.51829242
chr1-235504128-235505026,1.004750569,8.475023836,2.279291064,0.022668509,0.647309023,-4.493077162
chr1-241639937-241640812,0.937464002,8.236883287,2.107907781,0.035061142,0.647309023,-4.512863747
chr1-2653913-2654758,0.795589437,8.338353614,1.791316648,0.073269506,0.647309023,-4.542434503
chr1-32650667-32651538,-0.667208759,8.043860225,-1.716937655,0.086018231,0.647309023,-4.535637934
chr1-33298242-33299257,0.880378621,7.715195954,1.775120616,0.075905145,0.647309023,-4.553494066
chr1-34859277-34860167,0.86856982,7.757119082,1.763648372,0.077818479,0.647309023,-4.553738119
chr1-35807762-35808553,0.852035093,7.817547429,1.779899173,0.075119588,0.647309023,-4.550241912
chr1-39413663-39414571,0.891814532,8.0233841,1.895637635,0.058033715,0.647309023,-4.539545683
chr1-40861983-40862880,0.905126046,8.468695861,2.092809467,0.036388627,0.647309023,-4.510025276
chr1-54541944-54542824,-0.669613668,7.69471983,-1.707508817,0.087755255,0.647309023,-4.537613938
chr1-64505173-64506104,0.816053459,7.777379412,1.685663499,0.091888507,0.647309023,-4.557872012
chr1-65147217-65148167,0.838237952,7.777379412,1.702568284,0.088676658,0.647309023,-4.557908705
chr1-68119932-68120788,1.042229523,7.865798532,2.227018495,0.025965853,0.647309023,-4.509163111
chr1-70205175-70206111,0.797565758,8.071635203,1.696424527,0.089833321,0.647309023,-4.554962355
chr1-85276190-85277087,0.835398188,8.391866898,1.892062116,0.058508493,0.647309023,-4.532794463
chr10-100482232-100483364,0.929084648,7.43463492,1.8379615,0.066094567,0.647309023,-4.550702889
chr10-102399033-102400044,1.029762284,7.69471983,2.121506335,0.03390113,0.647309023,-4.524277336
chr10-103855010-103856199,-0.642259487,8.234630819,-1.839220611,0.065909217,0.647309023,-4.506338191
chr10-104231900-104232813,0.85076386,7.962955754,1.819645772,0.068839669,0.647309023,-4.545062811
chr10-119080357-119081145,0.993703839,7.478810516,1.993169845,0.046267088,0.647309023,-4.538016797
chr10-12068432-12069325,-0.878000568,7.839978436,-2.736254151,0.006224101,0.647309023,-4.310066982
chr10-122140785-122141712,0.958717445,7.791527562,2.012764542,0.04416331,0.647309023,-4.531173848
chr10-123008430-123009341,0.894903085,7.8984519,1.858420794,0.063135517,0.647309023,-4.544837371
chr10-125160977-125161858,0.804279853,8.100213064,1.751671785,0.079857649,0.647309023,-4.548814797
chr10-13099714-13100624,0.980561542,7.908795395,2.06496922,0.03894889,0.647309023,-4.526278746
chr10-131981561-131982499,0.925008061,7.807474786,1.862844088,0.062510383,0.647309023,-4.547370883
chr10-18651242-18652173,0.89967798,7.838023553,1.888383264,0.059000355,0.647309023,-4.541439276
chr10-3785004-3785905,0.936973665,8.312028221,2.094757972,0.036214937,0.647309023,-4.515065852
chr10-38578585-38579477,1.061135444,9.081122709,2.687794801,0.007203197,0.647309023,-4.408437434
chr10-48306204-48307062,-0.729317699,7.478810516,-1.816357871,0.069342233,0.647309023,-4.52886861
chr10-71396233-71396990,0.886565498,7.989699866,1.882040513,0.05985644,0.647309023,-4.540789544
chr10-79066814-79067691,0.988027555,7.518978532,1.997562296,0.045788297,0.647309023,-4.53680174
chr10-88990447-88991461,0.976603218,8.192569492,2.063220444,0.039114698,0.647309023,-4.526013114
chr10-97334418-97335330,0.993593944,8.047299366,2.177463228,0.029466839,0.647309023,-4.509936113
chr10-97425748-97426656,-0.754933613,7.583482386,-1.797991286,0.072205329,0.647309023,-4.535941626
chr11-113474724-113476432,1.124727808,7.571892231,2.324713266,0.020105094,0.647309023,-4.505327391
chr11-113875139-113876055,0.863423622,7.905966548,1.828782947,0.067458728,0.647309023,-4.545264217
chr11-119334004-119334915,-0.754405816,7.882051283,-1.991597393,0.046439512,0.647309023,-4.49959283
chr11-12110064-12110979,1.002987599,8.085783353,2.186972273,0.028765174,0.647309023,-4.509806546
chr11-124739503-124740338,0.92263879,7.43463492,1.826813063,0.067754501,0.647309023,-4.551399055
chr11-130069258-130070163,0.671431042,9.093868391,1.78582573,0.074154545,0.647309023,-4.523944604
chr11-1309259-1310143,-0.815976826,7.962955754,-2.444540242,0.014519009,0.647309023,-4.392014655
chr11-1410360-1411985,-0.693003564,7.93286038,-1.732906481,0.083139837,0.647309023,-4.53708501
chr11-16925114-16926006,0.874888558,7.858283883,1.812052117,0.070004932,0.647309023,-4.548590126
chr11-17276209-17277093,1.007807037,7.817547429,2.098559703,0.035878084,0.647309023,-4.52483337
chr11-2885577-2886422,0.739790189,8.53952769,1.718397205,0.085751846,0.647309023,-4.545811453
chr11-58577829-58578580,-0.722052475,7.69471983,-1.980319444,0.047692094,0.647309023,-4.494207086
chr11-61332711-61333627,0.831653762,7.851955908,1.736431104,0.082515153,0.647309023,-4.553478062
chr11-61361593-61362558,1.02090264,7.518978532,2.057651256,0.039646733,0.647309023,-4.532388893
chr11-61752111-61753022,-0.706762737,7.571892231,-1.811265581,0.070126548,0.647309023,-4.525831237
chr11-62805013-62805929,0.917836851,7.464967893,1.825629043,0.067932792,0.647309023,-4.551098538
chr11-64269620-64270534,0.974177093,8.422626955,2.231608051,0.0256606,0.647309023,-4.49654056
chr11-64778378-64779310,0.890006872,7.91871223,1.892383285,0.058465714,0.647309023,-4.539779529
chr11-65573879-65574811,0.839591045,7.759223684,1.730671107,0.083538004,0.647309023,-4.554885382
chr11-65888066-65889016,0.991962767,7.553387012,2.017760326,0.043640046,0.647309023,-4.534509651
chr11-66592643-66593564,0.939242863,7.742970933,1.899730704,0.057494149,0.647309023,-4.544247379
chr11-66842913-66843835,-0.570852375,8.007131349,-1.690924951,0.090878981,0.647309023,-4.521853976
chr11-67401381-67402276,-0.646357565,8.264726193,-2.096106333,0.036095158,0.647309023,-4.436068549
chr11-67507909-67508843,-0.665136019,8.269039298,-1.934807749,0.053039059,0.647309023,-4.489709078
chr11-68030202-68031100,0.945907367,7.767462577,1.970068041,0.048855189,0.647309023,-4.535673209
chr11-69048514-69049363,-0.673676051,8.138547332,-1.739240787,0.082019912,0.647309023,-4.532871248
chr11-8168492-8169420,-0.642430585,8.047299366,-1.742452852,0.081456702,0.647309023,-4.526588182
chr11-829917-830846,0.915506697,7.495063267,1.830016054,0.067274121,0.647309023,-4.550373655
chr11-9573037-9573986,0.812656187,7.93286038,1.694927133,0.090117063,0.647309023,-4.55653193
chr11-97666702-97667658,0.903842549,7.740718465,1.872541788,0.061157738,0.647309023,-4.543979197
chr12-121802739-121803562,-0.650414878,7.88430375,-1.689444657,0.091162102,0.647309023,-4.537564646
chr12-123150539-123151470,-0.694163754,7.817547429,-1.857155954,0.063315221,0.647309023,-4.514495099
chr12-123633271-123634204,1.053221911,7.495063267,2.12947662,0.033236608,0.647309023,-4.526105478
chr12-124863462-124864342,0.987176896,7.80644392,2.075848357,0.037930755,0.647309023,-4.525517039
chr12-124916966-124917885,1.076405221,7.946703003,2.301283294,0.021393907,0.647309023,-4.501725418
chr12-27013925-27014817,0.864245254,7.986871019,1.821114772,0.068616098,0.647309023,-4.546343854
chr12-27779743-27780675,1.00416303,7.817547429,2.092180916,0.036444808,0.647309023,-4.525312024
chr12-32399096-32399966,0.801909524,8.33579562,1.748216739,0.080453922,0.647309023,-4.549003665
chr12-46268722-46269653,0.990527987,7.900556501,2.11706348,0.034276461,0.647309023,-4.519556171
chr12-52873840-52874800,0.991910701,8.702523306,2.2933057,0.021848861,0.647309023,-4.487725783
chr12-52879295-52880420,-0.745901229,7.962955754,-1.995079042,0.046058464,0.647309023,-4.49679531
chr12-53960943-53961973,1.08273708,7.531724214,2.213172321,0.026905864,0.647309023,-4.517364102
chr12-62934598-62935448,0.825598145,7.958880247,1.72362088,0.084803924,0.647309023,-4.554411295
chr12-6937581-6938427,1.035481234,8.56329509,2.443966477,0.014542107,0.647309023,-4.464636903
chr12-95217146-95218046,0.666208844,9.085435814,1.733503196,0.08303381,0.647309023,-4.532597413
chr13-110715157-110716089,-0.665301213,8.864116454,-2.236902302,0.025312339,0.647309023,-4.394568297
chr13-20127580-20128401,1.064492075,7.404539546,2.133305195,0.032921385,0.647309023,-4.526947392
chr13-25017996-25018852,-0.754860758,8.071635203,-2.222093157,0.026296926,0.647309023,-4.439795171
chr13-27270453-27271354,-0.625224698,8.097611106,-1.697892154,0.089555917,0.647309023,-4.531697163
chr13-37869534-37870450,-0.763388654,7.66031135,-2.222590134,0.026263355,0.647309023,-4.442792592
chr13-60396060-60396843,-0.630072534,8.116116325,-1.823963909,0.068184182,0.647309023,-4.506738487
chr13-75537416-75538370,1.226202082,7.66031135,2.591070723,0.009580199,0.647309023,-4.473481359
chr14-100238255-100239275,1.116745962,8.071635203,2.472071432,0.013448026,0.647309023,-4.476304926
chr14-104815609-104816535,-0.631863346,8.688331192,-1.976806666,0.048087994,0.647309023,-4.467617776
chr14-19096249-19098180,1.144457103,8.11180322,2.508491447,0.012138817,0.647309023,-4.474356289
chr14-20454599-20455522,1.111830562,7.66031135,2.316576817,0.020544762,0.647309023,-4.504727264
chr14-22956576-22957516,0.82651569,7.865798532,1.733114483,0.083102866,0.647309023,-4.553380884
chr14-49633867-49634777,1.102481114,7.654551813,2.30317023,0.021287512,0.647309023,-4.505565962
chr14-50396442-50397379,0.863108285,7.817547429,1.800383826,0.071826968,0.647309023,-4.548837768
chr14-52068839-52069730,-0.835241588,7.464967893,-2.094963518,0.036196656,0.647309023,-4.495741991
chr14-57390197-57391046,0.929084648,7.43463492,1.8379615,0.066094567,0.647309023,-4.550702889
chr14-59188084-59189006,-0.821627523,7.599883004,-2.239289499,0.02515665,0.647309023,-4.457587182
chr14-64504545-64505517,0.818078227,8.085783353,1.763911779,0.077774111,0.647309023,-4.548729088
chr14-89701231-89702168,0.848380718,8.081707846,1.818109838,0.069074067,0.647309023,-4.544999354
chr14-92793746-92794648,0.937241931,8.192707691,2.09116136,0.036536094,0.647309023,-4.515725659
chr15-42272968-42273925,-0.763388654,7.66031135,-2.222590134,0.026263355,0.647309023,-4.442792592
chr15-49620505-49621427,-0.607879732,8.269039298,-1.69807795,0.089520848,0.647309023,-4.528329285
chr15-66293268-66294210,0.965341175,7.751559316,2.003819244,0.045113483,0.647309023,-4.533280681
chr15-72783269-72784228,0.997156007,8.311459783,2.25986911,0.023848516,0.647309023,-4.495417541
chr15-75453799-75454695,1.379772894,7.668699963,2.952517142,0.003158492,0.647309023,-4.42666141
chr15-83066837-83067698,0.863108285,7.817547429,1.800383826,0.071826968,0.647309023,-4.548837768
chr15-90994210-90995069,-0.607768887,8.269039298,-1.687406441,0.091553091,0.647309023,-4.53036054
chr16-10743631-10744568,0.817356909,7.8984519,1.72440058,0.084663164,0.647309023,-4.553537698
chr16-12803334-12804260,-0.637422367,7.60630071,-1.784466261,0.074375012,0.647309023,-4.517133746
chr16-22007586-22008627,-0.773995394,7.545872364,-1.811315754,0.070118785,0.647309023,-4.536604037
chr16-2251173-2252107,0.910605749,8.162612317,2.01683015,0.043737075,0.647309023,-4.523962685
chr16-29899844-29902050,0.829136846,8.566271802,1.949626245,0.051245622,0.647309023,-4.52245272
chr16-30334710-30335662,0.967031605,8.146211699,2.126000795,0.033525022,0.647309023,-4.514526511
chr16-33336341-33337189,0.766154359,8.728543173,1.776524021,0.075673745,0.647309023,-4.540790036
chr16-34585451-34586113,0.461825053,10.41706804,1.871413669,0.061313832,0.647309023,-4.42415696
chr16-34586458-34587457,0.328314906,12.71570147,2.202042426,0.027682634,0.647309023,-4.028591237
chr16-46390108-46390985,0.226393401,14.52014935,2.397781387,0.016510987,0.647309023,-3.451428978
chr16-49281635-49282596,0.997109932,7.958880247,2.153339096,0.031313333,0.647309023,-4.514602586
chr16-66872825-66874293,-0.75241226,7.882051283,-1.994816395,0.046087117,0.647309023,-4.498416942
